Gene,A549,HeLa
OSBPL7,1.9373443921502325,3.538538163629804
TMEM98,6.024807233400572,0.2387868595871164
YBX2,0.6507645591169022,0.4329594072761063
KRT33A,0.0,0.0
MAP3K14,5.520422248526446,3.612352498752662
ABCC8,0.6690267655096305,0.5360529002402097
CACNG3,0.01435529297707,0.0426443374084937
TMEM132A,5.081936081719432,5.340562269026414
AP2B1,6.983335675247047,6.419538891513785
TAC1,0.0,0.0
ZNF263,4.62993940943954,4.521678951603199
CX3CL1,0.0565835283663675,0.0285691521967709
SPATA20,5.570766496527611,4.37920505996061
CACNA1G,2.5459683691052923,0.6415460290875237
TNFRSF12A,7.77432585048683,7.750472518762509
DLX6,0.0565835283663675,2.137503523749935
MAP3K9,1.713695814843359,1.3219280948873624
RALA,4.512226886513957,4.706530552538117
BAIAP2L1,5.580447019598664,4.03738222200308
KDM7A,1.2078928516413328,0.6507645591169022
ETV1,1.0908534304511135,2.51096191927738
AGK,5.272396509037485,4.216454865144756
ALDH3B1,5.427270935173585,6.002477503606243
TTC22,0.0,0.0840642647884745
PHTF2,4.203201156316611,3.471187460386985
CCL26,2.8257856274647914,0.0840642647884745
FARP2,3.910732661902913,3.838951766951943
USH1C,1.883620816285672,3.320484678017693
GGCT,6.382321407114501,6.773996325111173
DBF4,4.97223312380739,4.853995647176394
TBXA2R,0.5459683691052926,3.2249663650002742
IFRD1,5.777682717073553,5.763145958149476
LGALS14,0.0,0.0
COX10,4.124328135002202,3.824767853143294
GTF2IRD1,2.8196681834964554,5.333781500631152
PAF1,5.9481335778404,5.559491813205038
VPS41,4.222650022451478,3.2016338611696504
ARHGAP44,1.7990873060740036,1.7570232465074596
ELAC2,6.345005983008724,5.858229714211179
SCIN,0.070389327891398,0.2016338611696504
ARSD,2.885574364371426,0.01435529297707
PNPLA4,3.734438666137167,4.1651079851445365
MYH13,0.0,0.0
ADIPOR2,5.732811872082943,5.000901402741532
CDKL3,1.550900664647523,1.1953475983222193
UPP2,0.0,0.0
PRSS21,0.2630344058337938,7.354910511586791
MARK4,2.1795110502715103,2.6803243568440163
PROM1,0.070389327891398,0.1505596765753814
CCDC124,6.17672169288105,7.155121802357275
CEACAM21,0.0,0.1243281350022017
PAFAH1B1,6.459431618637297,5.485748821377781
NOS2,0.2141248053528473,0.0
DNAH9,0.0285691521967709,0.0
KIAA0100,5.869377924031328,5.590063018812253
SLC13A2,0.0,0.0
GAS7,1.1243281350022014,3.564378168565064
TRAPPC6A,3.823749360308273,1.263034405833794
MATK,0.1634987322828795,0.4956951626240688
CEACAM7,0.0285691521967709,0.0
CD79B,0.0840642647884745,0.1634987322828795
SCN4A,0.0976107966264223,0.070389327891398
ST7L,3.4342946179599254,4.676944359106912
TKTL1,0.0,0.01435529297707
PAX6,0.8875252707415875,3.980025300238734
RPUSD1,3.963474123974886,5.213736095922801
RHBDF1,3.4342946179599254,3.750606504835592
LUC7L,5.5530532527664125,5.385085853547684
CACNA2D2,0.2750070474998698,0.070389327891398
BAIAP3,0.1634987322828795,0.5160151470036647
TSR3,5.328046556270742,5.4886435398537845
PIGQ,3.8904466926799057,5.020146573111776
CRAMP1,2.475084882948783,2.639232163249277
TEAD3,1.6599245584023783,3.065227622775619
SELE,0.0,0.0
DNAJC11,4.554588851677638,5.828580810276605
FMO3,0.0,0.01435529297707
MYLIP,1.922197848396367,2.967168607532628
NOX1,0.4222330006830478,0.0285691521967709
E2F2,1.480265122054463,3.48155728070859
PSMB1,7.758622982440239,7.947373941721205
SYN1,0.0,0.0426443374084937
JARID2,2.3950627995175777,2.6870606883398924
CDKL5,2.669026765509631,1.599317793698226
CAMK1G,0.0840642647884745,0.0
CDK11A,3.792855352362489,5.386810946472217
NADK,4.344828496997441,6.0557162635125446
TFAP2B,0.0,0.0
TFAP2D,0.0,0.0
DLEC1,0.0285691521967709,0.0426443374084937
CYTH3,4.138323004056484,4.328405658958567
ADAM22,0.1763227726404629,1.5058909297299572
SYPL1,6.678635347822744,5.793115555274348
CYB561,4.098453246309274,4.495695162624068
SPAG9,5.824258696603374,4.491853096329675
CELSR3,1.7180875839605168,3.729008870337863
AASS,0.070389327891398,2.6803243568440163
PLEKHG6,0.9781956296816516,0.1763227726404629
SS18L2,4.471187460386985,5.383358695385111
MPND,2.639232163249277,3.040892430646901
MGST1,9.969530423894982,8.122465658179236
CRY1,4.224194663970433,4.12267271882414
PGLYRP1,0.0,0.0
NFIX,0.8639384504239714,2.550900664647523
ST3GAL1,2.2839217723076177,4.260025655961456
MMP25,0.1890338243900171,0.2387868595871164
IL32,4.627606838129649,5.326609251005271
PKD1,3.643856189774725,5.345538310070007
MAPK8IP2,0.8639384504239714,0.2750070474998698
MED24,5.2471680003747725,5.840966704487421
RHOBTB2,3.2249663650002742,3.18269229751619
HEATR5B,3.2047667506546134,2.448900951145128
SEC62,6.520422248526446,5.506208389306745
RPS20,10.703903573444665,10.446773158140784
CSDE1,7.35244074691265,7.719388820942083
UBE3C,5.474111513942408,4.811471030529836
REV3L,2.702657543390911,3.032100843167024
TENM1,0.0,0.01435529297707
PAX7,0.2141248053528473,0.01435529297707
MASP2,0.2750070474998698,0.7570232465074596
IYD,0.0,0.0
FAM76A,2.18269229751619,2.1176950426697547
TRAF3IP3,0.137503523749935,0.1110313123887439
POMT2,4.1034976397033365,3.4581194811745064
VTA1,5.893119475835918,4.994579724215747
MLXIPL,0.903038270112912,0.6415460290875237
BAZ1B,5.561020577829269,5.60821785302146
RANBP9,3.771885578515366,4.455491620628468
ETV7,0.0426443374084937,0.0285691521967709
SPRTN,3.6392321632492775,3.2764966656403565
EEF1AKNMT,5.286511557664227,4.809414444235898
DYRK4,4.731726322715782,3.932628157022127
ZNF207,7.583082767502933,7.05528243550119
UQCRC1,7.5351976012068445,8.133244983097388
STARD3NL,5.970853654340483,4.7755773609306535
CD9,7.421307468009088,7.330199832850905
HHATL,0.0,0.0
NCAPD2,6.196134880765161,6.402244655254077
IFFO1,0.8639384504239714,0.2141248053528473
GIPR,0.5459683691052926,0.2016338611696504
PHF7,1.0908534304511135,1.7180875839605168
SEMA3G,0.6599245584023783,0.3561438102252753
NISCH,3.19377174339668,4.414812060565847
STAB1,0.01435529297707,0.0565835283663675
FUZ,2.9049657186840263,3.431622959713292
SLC6A13,0.3561438102252753,0.0840642647884745
IDS,5.507794640198696,4.078097423026661
PRSS3,2.792855352362489,0.4329594072761063
ZNF200,3.032100843167024,2.9873208659292536
CD4,0.2141248053528473,0.137503523749935
LRRC23,4.017921907997263,2.2234225499349374
BTK,0.0976107966264223,0.0426443374084937
HFE,3.7311832415722,2.127633279725874
SCMH1,3.114367024952,4.051372101721025
FYN,1.3045110418099528,4.615298579092115
HIVEP2,1.292781749227846,1.4905701304462011
FMO1,0.0,0.0
ELOA,4.013462259806563,4.740927560318628
LYPLA2,4.651912744645783,6.170726276131552
CLCN6,2.3476656563009706,2.780310099043376
MRC2,3.702657543390911,5.084064264788474
NME1-NME2,5.121844297876376,5.037821465434967
SLC6A7,0.0,0.0840642647884745
TSPAN9,3.563158130402808,3.657640005207824
BTBD7,3.353323291162897,2.9392265777282085
APBA3,2.713695814843359,3.0942360698457656
MKS1,3.33199177823206,3.938285791884053
ABHD5,3.670160514126634,5.456806149230474
ANOS1,0.0285691521967709,3.0125686735030555
AKAP8L,4.168321115739722,4.7718855785153655
MBTD1,2.606442228131608,2.4276061727818994
UTP18,6.325530331567558,5.556735947914529
RNF216,3.960697039304312,3.476381687567235
TTC19,4.611762560064872,4.466627120041501
PTBP1,7.503666754576019,8.025305698014549
DPF1,1.4436066514756147,1.0840642647884746
SYT7,0.6040713236688608,0.4436066514756146
LARS2,3.2957230245399685,4.4154882710497
PIK3C2A,4.141596278383818,3.463360885816658
PLAUR,4.859969548221026,6.017031080527841
ANLN,6.626731150672787,6.285772093249838
WIZ,3.035623909730721,3.613531652917927
RABGAP1,3.871843648509318,4.493775408460703
DCN,0.1243281350022017,4.327687364176047
QPCTL,2.780310099043376,3.440952198029637
PPP5C,5.955359305242994,6.46532151358055
CEP68,2.454175893185802,1.4382928515791469
MAP4K3,4.1945598860226125,2.851998837112446
ZBTB32,0.137503523749935,0.2016338611696504
TYROBP,0.2265085298086797,0.1634987322828795
TMEM159,3.547203024756932,3.381283372503784
GABRA3,0.137503523749935,1.726831217032493
BRCA1,5.140778655782796,4.862947248020921
ERCC1,6.26171884978794,5.059614856297222
CD22,0.2387868595871164,0.0
SEMA3B,1.4276061727818994,6.180505943794759
MBTPS2,4.856487779495678,3.8042601156347375
PRICKLE3,2.835924074254375,2.9164766444377164
LTF,0.0,0.0
EXTL3,3.323370069061269,2.604071323668861
NR1H4,0.137503523749935,0.0
ELOVL5,6.163297449402764,5.945794956740061
ALOX5,0.1110313123887439,0.0565835283663675
KDM5D,3.228049047884462,0.01435529297707
CALCOCO1,3.9457949567400608,4.648465443027314
UBR7,4.428276414392509,4.767654798237347
MAP4K5,4.779259720372376,4.377123749129487
EHD3,2.82781902461732,0.4329594072761063
PSMC4,7.943218087426284,6.78646567707339
MAN2B2,2.4276061727818994,2.790772037862
SLC7A14,0.01435529297707,0.0
CLDN11,0.3103401206121505,1.1043366598147355
SLC25A39,6.595593169744556,6.994805976084931
MVP,5.546277132090075,4.625270489374693
NUB1,5.308885057411763,5.245647773636751
PGM3,4.726831217032493,4.216454865144756
RWDD2A,1.0565835283663676,1.3391373849195856
CLK1,5.638653116466112,6.328944145449754
POLR3B,2.8698714061777126,2.4329594072761065
ANGEL1,2.7676547982373463,2.298658315564515
RNF14,5.92552476974757,4.758622982440239
DNASE1L1,4.286881147788161,4.473786911614368
DDX11,4.902073579310743,5.883376436672842
HEBP1,5.167518503735217,5.542258049766918
GPRC5A,7.818134760810847,6.3795516533654935
MAMLD1,1.4489009511451278,2.608809242675524
CD6,0.0840642647884745,0.0426443374084937
TACC3,5.722192760895903,6.035403969942067
UFL1,3.3868109464722167,3.150559676575381
POLA2,4.255500733148386,4.85598969730848
ZC3H3,2.8094144442358986,3.017921907997262
CAPN1,5.885574364371426,5.760753208062987
ACP3,0.0,0.0
MDH1,7.769573407934086,7.235918487562202
SLC30A9,4.388878338811989,4.579542224936903
MTMR11,2.950468414150123,2.114367024952
COX15,5.266411766036114,4.589164236699772
CCDC88C,2.324810603420484,2.4982508675278257
YAF2,4.795455272044121,3.428946344769483
ZMYND11,5.357552004618084,4.493775408460703
WAS,0.137503523749935,0.2141248053528473
DPEP1,1.3045110418099528,0.0426443374084937
BID,5.38404980679516,4.55028504908841
MATR3,7.613163270759071,7.257482133404811
NPC1L1,0.0285691521967709,0.0
XYLT2,3.5570424152637194,3.451540833017832
RGPD5,3.102658131363739,2.84799690655495
STMN4,0.0285691521967709,0.0285691521967709
NUDCD3,4.613531652917927,4.848998430400023
ISL1,0.0565835283663675,3.218781167784069
CHDH,1.097610796626422,1.01435529297707
IL20RA,0.0285691521967709,0.2509615735332188
CLCA1,0.0,0.0
CLCA4,0.0,0.0
GLT8D1,5.107269393592545,6.043300754364182
ATP2C1,5.363521543546545,5.117279460053921
IGF1,0.070389327891398,1.948600847493356
SLC38A5,0.1243281350022017,7.785223580534427
RALBP1,4.69265037003553,4.429615964201735
RUFY3,3.2387868595871163,3.0107798387532423
CNTN1,5.987548258953743,0.4854268271702416
SLC11A1,0.1763227726404629,0.1505596765753814
WWTR1,5.753551054600655,4.396433531250992
AGPS,5.255500733148386,4.9963887464476215
CXorf56,4.989139007368233,5.025028794491522
ATP1A2,0.070389327891398,0.0
TTC27,4.996840647795369,3.0443941193584534
ZNF582,1.459431618637297,0.0
VSIG2,0.0285691521967709,0.0
PHLDB1,2.8619553641448694,4.773996325111173
MARCO,0.1634987322828795,0.1243281350022017
CYP24A1,8.610434315342335,3.916476644437717
PRDM11,2.063502942306158,2.613531652917927
SYT13,3.6322682154995127,0.070389327891398
SNAI2,0.722466024471091,2.763411574470007
CD74,0.2986583155645151,2.4462562298895643
HGF,0.1634987322828795,0.0426443374084937
ZRANB1,2.851998837112446,2.733354340613827
NCDN,3.114367024952,4.241077458175037
ADGRA2,0.6135316529179271,0.879705766282288
ZFP64,3.5298209465286954,4.582556003014061
MNAT1,5.660209873352559,4.823239844131022
SAMD4A,2.1667154449664223,2.144046369616707
RUNX3,1.4646682670034443,1.0908534304511135
MRE11,4.059182199211692,4.04176864995163
PLEKHB1,0.5753123306874368,0.7990873060740036
SERPINB1,5.442611803689344,4.2509615735332185
CYP3A43,0.0,0.0
SLC7A9,0.1890338243900171,0.0285691521967709
SPAST,4.317593504623472,2.4356285940520905
NRXN3,0.4005379295837288,0.5558161550616396
OSBPL5,1.4854268271702415,4.22650852980868
AQR,4.693208148910016,4.314696525656286
CPS1,3.422233000683048,7.459103696135399
C8B,0.0,0.0
FHL1,3.8708578643637614,4.211790976252541
RTF2,6.1651079851445365,6.272583132806052
GABRA1,0.0,0.0
NLRP2,4.94251450533924,0.01435529297707
SLC45A4,3.396433531250992,1.859969548221026
RNF10,6.698635221294344,5.824004050933153
ZNF839,2.5459683691052923,2.5801454844233804
ZDHHC6,5.112700132749362,5.226123143125237
GRAMD1B,5.051807107013298,3.682573297347578
RNH1,6.523561956057013,5.861707286585856
NDUFS1,6.140574177709902,6.590811576417844
RB1CC1,4.266786540694901,3.4462562298895643
ERP44,3.9616233282869446,3.404630684217612
ALAS1,5.647314509547136,4.870364719583405
BIRC3,4.75595576955096,1.7092906357233577
AKAP11,3.1811025507537978,2.333423733725192
GLRX2,5.470536865092583,4.740927560318628
SNAPC1,4.185073637876762,2.9392265777282085
DERA,5.61706334388818,4.8894735425311096
STRAP,7.893786898640368,7.213152835336369
ABCC2,7.108419909871287,0.3334237337251918
DEF6,0.0976107966264223,0.070389327891398
PLEKHO1,2.4982508675278257,2.643856189774725
GCLM,6.271649772457207,4.66732447027863
UBR2,2.6870606883398924,2.513490745588118
EHD2,5.846994686965573,5.844988156682612
DEPDC1,4.318316841334983,4.743084055549586
CCDC28A,3.2839217723076177,3.496973580998276
RRAGD,1.0285691521967708,0.2141248053528473
HSF2,3.07210580048042,2.608809242675524
PHF20,4.664482840364682,4.794415866350106
HSD17B6,2.137503523749935,0.4005379295837288
NR1H3,3.1858665453113337,3.903038270112912
TYMP,1.9818526532897407,3.1176950426697547
NCAPH2,4.456806149230474,5.780047576061869
TOMM34,4.872828759534886,5.715618859074816
SEC63,4.572889668420581,4.714245517666122
KPNA6,3.964398632203184,4.517275693209582
VIM,9.58436125251871,9.392338891295228
FAS,3.944858445807539,2.782408564927373
RNASET2,3.496973580998276,4.6194130105979365
CD44,6.942397208291255,7.035403969942067
KCNG1,2.27500704749987,5.527007760637202
AGPAT4,1.0426443374084935,1.752748591407134
SLAMF7,0.6229303509201767,0.1110313123887439
BTN3A1,1.859969548221026,1.782408564927373
MIPEP,4.313245851787562,3.460742563789644
PRKCH,2.594548549550354,1.4059923596758368
INSRR,0.0,0.01435529297707
IFNGR1,5.093391153253013,4.573495715495609
B4GALT7,3.5147534984397533,4.046141781644721
SH2D2A,1.7004397181410922,1.7570232465074596
VRK2,5.186659017202113,3.799087306074004
TNFRSF1B,0.1110313123887439,0.5753123306874368
VEZT,6.899779850048288,4.5668151540108965
POU2F2,0.4222330006830478,0.070389327891398
BRD9,4.425593577653059,6.468094516378439
SNX1,5.900625332536066,6.335569005556748
TBPL1,4.559491813205038,4.843983844048327
ARNTL2,4.118525848935668,2.9392265777282085
BCLAF1,5.828072997866966,5.598722499676621
SLC39A9,5.344118334521428,4.315421315945778
ANK1,0.925999418556223,0.5753123306874368
IBSP,0.01435529297707,0.0
TFB1M,3.4449320489421824,4.040015678847879
RABEP1,5.259272487037594,4.85897561429202
HMGB3,7.099715999160909,7.201437829504034
NUP160,5.056149961108142,6.4984104488609775
BAK1,3.794935662803536,4.011674533380918
MUSK,0.0,0.0
IKZF2,0.0976107966264223,0.6135316529179271
GRN,6.307246355226617,7.022700704244227
FAM13B,3.628773595201645,3.819668183496456
ARHGAP31,0.5753123306874368,0.4956951626240688
CENPQ,3.5372960670908418,3.936402377725064
SARS1,6.629065137092279,7.090853430451113
RANBP3,5.448900951145128,5.487357715311548
ARID4A,2.6229303509201767,1.944858445807539
EIPR1,5.247547806890298,4.456806149230474
PNPLA6,4.6904170955324656,4.256255873202732
IFT88,3.6848187375532224,2.1009776477248208
ALG1,4.923149180472309,5.241840183564671
ZCCHC8,4.766065051474954,4.402585758232587
ABCF2,5.833143096358337,5.087462841250339
CHPF2,4.017921907997263,4.4950555283680185
LRRC7,0.0565835283663675,0.3673710656485294
FUT8,4.387500406480984,3.0669502439246266
UBA6,4.12350066435096,3.959770155211468
GAB2,1.459431618637297,2.2539892662307865
ATP6V0A1,4.848998430400023,4.372255648445787
PIAS1,4.241840183564671,3.96624587322494
SLC4A7,4.829849559844691,3.440952198029637
APBA2,2.9726926540042644,0.0426443374084937
MAP2K3,5.33735429849697,5.268658955027672
EFCAB1,0.0,0.0
TMSB10,12.055451915095029,11.932436233693492
ASTE1,2.269033146455237,1.867896463992655
RNF19A,4.611172380044005,5.686780634948565
PEX3,3.4581194811745064,3.583759753639499
GABARAPL2,6.662347938814604,6.56498780095989
MYOC,0.0,0.0840642647884745
SH3YL1,2.873813198359087,2.8639384504239715
FAM136A,6.893726236597223,5.865176496531776
VCL,6.740792672277682,6.145066014185894
DEPDC1B,4.612352498752662,4.15704371014558
DAPK2,1.6182386555954549,1.232660756790275
NSMAF,5.05006629830629,4.265286857565172
ADSS2,5.5351198215998005,5.262658655072225
STAP1,0.0,0.0285691521967709
TIMP2,6.846869360549225,7.818454358304653
RFC1,4.834407841806995,5.025028794491522
TBC1D23,3.8708578643637614,3.534808661231747
CUL3,6.531849285751203,5.577428828035749
MYOM2,2.3701642805402097,0.1763227726404629
OTC,0.0,0.0
CYP46A1,0.070389327891398,0.0426443374084937
ZZZ3,4.111865963867557,4.494415610397496
SLC18A1,0.0,0.0
USP2,0.7907720378619999,2.2600256559614555
CASR,0.0,0.0
TUBG2,3.548436624696042,4.072963271555224
RPL26L1,6.892755296851052,7.228914866959426
FLT4,1.510961919277379,0.0565835283663675
NSUN2,6.725195817226664,7.613899941036969
FBXO42,2.137503523749935,3.040892430646901
MFAP3,4.830863756751758,4.412781525338476
MRI1,3.1858665453113337,4.910732661902912
METTL1,5.485748821377781,4.791293148592206
HOXC8,2.657640005207824,1.298658315564515
AGA,4.221103725367875,3.940166750482817
PI4K2B,2.910732661902913,3.499527024215096
BOD1L1,4.06177619758669,4.754887502163468
MAT2B,5.7489978500981485,5.577126661307052
TLL1,0.0840642647884745,2.5921580021253603
EDC4,5.229587922740652,5.612352498752662
TRIO,5.680324356844016,6.925049964727359
VCAN,3.6380738371807184,0.2630344058337938
CLEC16A,3.1342209397606338,3.596935142387232
MSR1,0.0285691521967709,0.0
CDH1,2.8933622107638715,0.2141248053528473
MTREX,5.471837762422287,5.832130501095929
DNAH5,0.5360529002402097,1.070389327891398
ZFYVE16,4.2890967024199895,3.887525270741588
RIPOR1,3.6881803585869264,4.622930350920177
C6,0.0,0.0
RAI14,6.258895755075436,5.58796498888268
SOX30,0.0285691521967709,0.0426443374084937
PNKP,4.666756591884804,5.520422248526446
BEST2,0.0285691521967709,0.0
PHLPP2,2.6229303509201767,1.819668183496456
SPDL1,6.394719912994065,7.039138393906958
STAU2,4.850999394716474,3.931683057059806
SLC66A1,3.1554254317471973,3.249445341085839
CTNS,3.611172380044005,3.680324356844016
RTN4R,1.3561438102252754,1.948600847493356
PHF23,5.537917249034082,5.615887073916057
CDH10,0.2750070474998698,0.0285691521967709
INPP4A,2.918386234446348,2.298658315564515
RAB27B,2.682573297347578,1.1243281350022014
PSMA4,9.629502339491976,9.113299393856929
MYO16,0.01435529297707,0.4329594072761063
LSG1,5.128045890922992,5.217230716220669
PARP3,2.807354922057604,3.3978029618624896
TNC,0.2509615735332188,2.673556423990145
THAP3,3.582556003014061,3.8708578643637614
RIPOR3,0.0565835283663675,0.0976107966264223
TDP1,3.609991295212679,3.797012977836145
AIFM2,4.639810977716776,4.143230134776893
C2orf83,0.0285691521967709,0.0
SPATA7,2.333423733725192,1.5801454844233804
MED17,4.238786859587116,4.974529312483882
RETSAT,4.815063017192867,4.322649262131017
CAPG,6.007644030878014,7.018589667805939
AP2S1,7.48534631738809,7.42071818337442
USH2A,0.0,0.01435529297707
ZPBP,0.0,0.0
TG,0.0426443374084937,0.0565835283663675
ADAM28,0.1890338243900171,0.0
BARX2,0.01435529297707,0.0
DCUN1D1,4.36667191611176,3.5058909297299574
JADE2,3.63575439127776,3.840966704487421
ZIC2,1.584962500721156,1.948600847493356
LCP2,0.070389327891398,0.0565835283663675
TRIT1,4.257764968571387,5.285032249622911
ADRB1,0.6507645591169022,0.0565835283663675
GUCA2B,1.1243281350022014,0.0
CUL7,2.292781749227846,2.5993177936982264
CTNNA1,7.558803340254301,7.84014847548695
PHKA2,3.1473066987802936,3.794935662803536
CNTLN,2.996388746447621,3.3701642805402097
EPHA3,0.0,0.5558161550616396
HSPA5,8.382234932751128,8.406502656812876
DSG2,5.445925298579273,4.97223312380739
GEMIN8,3.694880192799191,3.2809563138310565
OFD1,3.361768359419153,4.289834465177509
GPM6B,0.2750070474998698,2.6803243568440163
MAGEC2,0.0565835283663675,0.1243281350022017
PREX2,0.0,0.0
WDR37,2.0461417816447205,2.414135532984451
YTHDC2,3.932628157022127,4.032100843167024
CTPS2,3.472487771462744,3.553360503335328
ATP6V1H,5.002702520379824,5.026357446963839
POLR2B,6.013685569928653,5.627898615871748
FAM214A,3.18269229751619,3.526068811667588
ARAP2,0.3219280948873623,1.3045110418099528
TPR,5.27015513876653,5.775050541483175
CP,1.722466024471091,0.1634987322828795
KATNIP,3.2942531364445142,3.298658315564515
DTNBP1,3.111031312388744,3.3854310371935203
XK,0.7484612330040357,1.2265085298086795
ANO2,0.0,1.1953475983222193
C12orf4,3.944858445807539,3.5570424152637194
SCML1,2.550900664647523,3.76234881564413
WWC3,3.998195503153252,3.142413437873741
ARHGAP6,0.0840642647884745,0.0840642647884745
FAM184B,0.0,0.0
MAP4,6.047669251391315,6.399342019125501
GOPC,4.569855608330948,4.595742339474399
ROS1,0.137503523749935,0.918386234446348
USP28,3.977279923499916,3.4436066514756147
HDAC9,0.0840642647884745,0.1890338243900171
TSPAN17,4.930264245235024,3.942983598187102
NOP16,6.331812683819207,6.203201156316611
CC2D2A,3.7037651787934096,3.71259578044703
RRM2B,4.54101915313356,2.405992359675837
ZNF800,2.799087306074004,2.4195388915137843
TNFRSF17,0.0,0.1634987322828795
SNX29,1.1309308698264486,1.2750070474998698
LMO3,0.2868811477881615,0.1110313123887439
MRPS10,5.331275267146615,5.043519493662743
