Gene,Mito,ConA,DAPI,WGA,Phalloidin,Sum
CAP2,18.0,6.0,14.0,32.0,91.0,174.0
CARD10,40.0,13.0,67.0,21.0,70.0,216.0
CASK,26.0,13.0,79.0,22.0,37.0,183.0
CASP14,38.0,24.0,17.0,81.0,31.0,187.0
CAST,23.0,24.0,18.0,47.0,92.0,202.0
CASZ1,39.0,54.0,24.0,51.0,15.0,183.0
CATSPER2,20.0,41.0,22.0,78.0,20.0,181.0
CBFB,31.0,19.0,63.0,47.0,19.0,181.0
CBLL1,16.0,5.0,18.0,15.0,72.0,134.0
CCAR2,33.0,9.0,64.0,12.0,35.0,156.0
CCDC144NL,26.0,35.0,26.0,73.0,29.0,189.0
CCDC33,27.0,15.0,69.0,15.0,18.0,139.0
CCDC6,25.0,42.0,61.0,14.0,21.0,164.0
CCDC66,44.0,49.0,21.0,77.0,20.0,206.0
CCDC74B,30.0,21.0,19.0,78.0,19.0,166.0
CCDC82,19.0,7.0,65.0,13.0,14.0,128.0
CCDC85A,53.0,59.0,49.0,23.0,18.0,198.0
CCM2,31.0,17.0,73.0,22.0,17.0,179.0
CCNB1,55.0,57.0,37.0,20.0,18.0,196.0
CCNL1,65.0,25.0,27.0,40.0,35.0,194.0
CCNT2,20.0,6.0,38.0,9.0,62.0,146.0
CCNY,19.0,10.0,32.0,27.0,67.0,170.0
CD248,17.0,12.0,15.0,15.0,85.0,156.0
CD5,47.0,8.0,38.0,20.0,66.0,188.0
CD63,59.0,53.0,41.0,23.0,23.0,206.0
CDC25A,22.0,12.0,79.0,16.0,16.0,149.0
CDC26,29.0,20.0,72.0,33.0,36.0,201.0
CDCA3,31.0,25.0,20.0,75.0,17.0,173.0
CDIPT,39.0,16.0,24.0,75.0,43.0,204.0
CDK15,34.0,6.0,29.0,16.0,62.0,152.0
CDK2AP2,23.0,11.0,13.0,8.0,62.0,133.0
CDK9,65.0,41.0,22.0,27.0,40.0,206.0
CDKL1,38.0,24.0,17.0,83.0,31.0,195.0
CDKN2C,7.0,9.0,79.0,24.0,16.0,145.0
CENPQ,31.0,7.0,26.0,74.0,36.0,172.0
CEP164,36.0,11.0,37.0,15.0,65.0,173.0
CEP350,39.0,20.0,22.0,17.0,83.0,182.0
CGB7,70.0,12.0,28.0,23.0,30.0,162.0
CHCHD1,54.0,34.0,16.0,16.0,85.0,201.0
CHD1,82.0,15.0,30.0,18.0,27.0,173.0
CHD3,9.0,12.0,26.0,76.0,18.0,142.0
CHMP3,71.0,13.0,32.0,35.0,32.0,189.0
CHMP6,41.0,17.0,73.0,48.0,28.0,208.0
CHORDC1,38.0,52.0,26.0,88.0,16.0,212.0
CHRNA10,91.0,13.0,9.0,12.0,37.0,170.0
CHRNA5,22.0,21.0,64.0,29.0,18.0,157.0
CHRNB2,24.0,20.0,38.0,79.0,24.0,190.0
CHRNE,35.0,25.0,38.0,88.0,17.0,208.0
CHST14,49.0,19.0,70.0,27.0,24.0,199.0
CHST8,26.0,6.0,15.0,13.0,79.0,142.0
CIAO1,28.0,20.0,77.0,22.0,16.0,168.0
CIB2,26.0,17.0,61.0,22.0,25.0,146.0
CISD3,51.0,34.0,64.0,40.0,14.0,217.0
CLASRP,44.0,18.0,26.0,13.0,71.0,175.0
CLCN3,21.0,12.0,65.0,13.0,18.0,134.0
CLPTM1,33.0,14.0,16.0,21.0,68.0,149.0
CMPK2,59.0,54.0,13.0,41.0,18.0,181.0
CNNM1,31.0,67.0,13.0,57.0,11.0,182.0
CNOT10,57.0,15.0,31.0,33.0,74.0,215.0
CNOT2,30.0,11.0,15.0,28.0,104.0,188.0
COA1,37.0,65.0,14.0,44.0,15.0,179.0
COA4,20.0,16.0,26.0,12.0,82.0,166.0
COG5,27.0,14.0,10.0,80.0,23.0,152.0
COG7,20.0,8.0,16.0,125.0,18.0,185.0
COL8A2,36.0,22.0,31.0,75.0,17.0,193.0
COMMD3,16.0,20.0,40.0,84.0,20.0,183.0
COMMD3-BMI1,36.0,17.0,84.0,16.0,25.0,181.0
COQ2,21.0,7.0,20.0,9.0,114.0,177.0
COQ4,29.0,5.0,29.0,9.0,96.0,185.0
CORO1A,68.0,14.0,19.0,37.0,16.0,151.0
COX15,25.0,8.0,18.0,11.0,128.0,198.0
COX18,31.0,5.0,11.0,9.0,68.0,130.0
COX19,24.0,4.0,21.0,12.0,70.0,147.0
COX6B1,25.0,14.0,21.0,12.0,62.0,150.0
COX6C,47.0,21.0,30.0,20.0,68.0,189.0
CP,23.0,12.0,72.0,14.0,14.0,135.0
CPM,36.0,10.0,21.0,32.0,64.0,169.0
CPSF3,42.0,14.0,21.0,13.0,85.0,174.0
CPZ,68.0,33.0,24.0,53.0,26.0,207.0
CRCP,22.0,30.0,32.0,16.0,90.0,191.0
CRTC1,25.0,17.0,25.0,15.0,69.0,159.0
CSAD,28.0,10.0,37.0,23.0,68.0,176.0
CTNNBIP1,23.0,65.0,29.0,56.0,22.0,191.0
CTR9,72.0,23.0,18.0,22.0,58.0,198.0
CTSD,46.0,7.0,11.0,109.0,14.0,190.0
CUL5,88.0,31.0,21.0,21.0,13.0,186.0
CXorf40B,30.0,58.0,14.0,54.0,13.0,175.0
CYB5R4,25.0,20.0,76.0,38.0,13.0,173.0
CYC1,54.0,11.0,26.0,15.0,89.0,201.0
DAB2,36.0,15.0,37.0,35.0,63.0,190.0
DCLRE1A,21.0,21.0,17.0,86.0,9.0,155.0
DCTN6,25.0,19.0,46.0,78.0,24.0,205.0
DDIAS,25.0,11.0,13.0,6.0,65.0,120.0
DDX28,21.0,10.0,33.0,26.0,108.0,202.0
DDX51,49.0,16.0,27.0,76.0,18.0,204.0
DHDH,27.0,7.0,22.0,34.0,63.0,152.0
DHH,36.0,8.0,23.0,25.0,86.0,193.0
DHX30,26.0,9.0,13.0,16.0,80.0,153.0
DHX40,26.0,10.0,12.0,35.0,62.0,149.0
DIDO1,31.0,15.0,67.0,17.0,21.0,157.0
DLX1,27.0,8.0,79.0,30.0,35.0,187.0
DNAJC15,73.0,23.0,29.0,30.0,21.0,184.0
DNAJC21,24.0,15.0,19.0,36.0,69.0,167.0
DNAJC24,25.0,8.0,61.0,10.0,36.0,154.0
DNAJC6,33.0,23.0,71.0,17.0,43.0,189.0
DNAJC7,26.0,45.0,24.0,88.0,18.0,201.0
DNM3,74.0,72.0,7.0,40.0,18.0,213.0
DNMBP,15.0,8.0,36.0,8.0,62.0,138.0
DOCK1,36.0,44.0,19.0,87.0,27.0,221.0
DOK4,24.0,26.0,24.0,73.0,21.0,166.0
DPH1,41.0,21.0,99.0,26.0,33.0,212.0
DRAP1,48.0,21.0,22.0,28.0,64.0,184.0
DTWD1,16.0,12.0,70.0,19.0,27.0,142.0
DUSP4,22.0,7.0,77.0,26.0,23.0,166.0
DVL1,14.0,9.0,29.0,12.0,65.0,136.0
DYRK1B,36.0,59.0,21.0,55.0,16.0,180.0
E2F3,36.0,14.0,79.0,18.0,13.0,178.0
E4F1,22.0,17.0,25.0,40.0,72.0,177.0
EAF1,39.0,17.0,31.0,20.0,71.0,183.0
EAPP,33.0,5.0,22.0,16.0,91.0,168.0
EARS2,41.0,20.0,24.0,14.0,112.0,221.0
EDN1,75.0,43.0,21.0,30.0,33.0,213.0
EEF1B2,49.0,19.0,28.0,16.0,81.0,207.0
EFTUD2,39.0,29.0,18.0,97.0,17.0,208.0
EHD2,20.0,19.0,73.0,14.0,15.0,154.0
EIF2B1,47.0,8.0,61.0,19.0,65.0,213.0
EIF2B5,52.0,14.0,76.0,12.0,29.0,187.0
EIF3A,31.0,33.0,74.0,39.0,42.0,221.0
EIF3H,34.0,21.0,75.0,11.0,22.0,169.0
EIF3I,28.0,18.0,30.0,22.0,83.0,186.0
EIF4EBP3,59.0,54.0,27.0,24.0,15.0,175.0
ELL,59.0,27.0,63.0,33.0,24.0,210.0
ELP2,36.0,18.0,43.0,47.0,84.0,214.0
ELP4,21.0,8.0,24.0,17.0,114.0,195.0
EMC1,29.0,12.0,68.0,26.0,17.0,161.0
EMC3,16.0,20.0,25.0,73.0,55.0,201.0
EPCAM,68.0,54.0,28.0,22.0,12.0,195.0
EPGN,41.0,7.0,14.0,12.0,74.0,147.0
EPPK1,44.0,56.0,35.0,41.0,14.0,188.0
ERCC6-PGBD3,18.0,9.0,20.0,10.0,74.0,126.0
ERRFI1,33.0,20.0,76.0,29.0,19.0,182.0
EXOC8,17.0,9.0,15.0,19.0,68.0,142.0
EXOSC6,51.0,20.0,65.0,21.0,28.0,196.0
EXOSC8,33.0,19.0,62.0,25.0,58.0,193.0
EXTL3,65.0,12.0,62.0,12.0,19.0,174.0
F8,40.0,24.0,68.0,28.0,32.0,191.0
FADD,37.0,11.0,34.0,27.0,76.0,201.0
FAM210A,30.0,15.0,23.0,17.0,83.0,174.0
FAM25E,16.0,10.0,17.0,12.0,62.0,127.0
FAM60A,17.0,8.0,15.0,77.0,17.0,134.0
FAM78A,17.0,8.0,24.0,17.0,77.0,153.0
FAM86B1,69.0,28.0,49.0,26.0,16.0,191.0
FASTKD5,16.0,6.0,16.0,7.0,124.0,174.0
FBXL16,28.0,39.0,27.0,75.0,20.0,186.0
FBXL22,84.0,17.0,24.0,19.0,29.0,171.0
FBXO11,33.0,18.0,23.0,22.0,103.0,204.0
FBXO3,27.0,9.0,13.0,9.0,68.0,132.0
FBXO5,33.0,19.0,63.0,24.0,27.0,176.0
FECH,30.0,10.0,36.0,17.0,79.0,177.0
FEN1,25.0,20.0,63.0,26.0,53.0,198.0
FGF18,65.0,44.0,35.0,17.0,31.0,200.0
FGFBP3,43.0,12.0,69.0,19.0,14.0,167.0
FGFR1OP2,33.0,24.0,17.0,56.0,72.0,208.0
FIP1L1,42.0,12.0,16.0,17.0,85.0,184.0
FOCAD,14.0,15.0,68.0,13.0,11.0,122.0
FOLR1,24.0,10.0,21.0,8.0,62.0,130.0
FOXK1,33.0,38.0,20.0,112.0,11.0,213.0
FSIP1,22.0,27.0,40.0,80.0,22.0,191.0
FTO,30.0,7.0,25.0,23.0,66.0,161.0
FUT7,70.0,51.0,24.0,17.0,20.0,179.0
FXYD5,14.0,10.0,19.0,11.0,69.0,130.0
FZD3,90.0,20.0,19.0,20.0,11.0,157.0
G0S2,20.0,7.0,25.0,17.0,65.0,138.0
G3BP2,53.0,16.0,65.0,28.0,43.0,211.0
GADD45GIP1,53.0,15.0,13.0,18.0,67.0,172.0
GAGE12I,41.0,19.0,68.0,48.0,20.0,195.0
GAL3ST1,83.0,33.0,17.0,39.0,11.0,193.0
GALE,20.0,20.0,18.0,139.0,18.0,206.0
GATAD1,32.0,13.0,20.0,30.0,72.0,173.0
GATB,46.0,18.0,14.0,11.0,97.0,185.0
GDF11,20.0,7.0,15.0,11.0,64.0,121.0
GEMIN8,33.0,27.0,72.0,40.0,16.0,196.0
GFM2,19.0,11.0,71.0,20.0,103.0,217.0
GGCT,20.0,17.0,21.0,16.0,67.0,145.0
GLUD1,15.0,10.0,27.0,10.0,119.0,200.0
GNB2,25.0,6.0,9.0,13.0,85.0,148.0
GNGT2,24.0,42.0,24.0,82.0,13.0,182.0
GNL3L,84.0,17.0,37.0,15.0,22.0,183.0
GNPTG,19.0,10.0,17.0,88.0,11.0,148.0
GNS,19.0,7.0,21.0,13.0,72.0,136.0
GOLGA2,36.0,19.0,53.0,17.0,83.0,215.0
GOLGA8J,55.0,22.0,66.0,18.0,24.0,186.0
GON4L,21.0,24.0,44.0,92.0,17.0,196.0
GOSR1,21.0,26.0,16.0,98.0,16.0,185.0
GPR151,68.0,45.0,17.0,19.0,16.0,165.0
GPR4,21.0,11.0,17.0,7.0,79.0,135.0
GPR89B,45.0,55.0,36.0,30.0,21.0,198.0
GPT2,26.0,17.0,29.0,11.0,109.0,193.0
GRAP,65.0,35.0,26.0,28.0,14.0,166.0
GRPEL1,35.0,13.0,48.0,38.0,65.0,207.0
GTF2E1,37.0,24.0,70.0,16.0,20.0,175.0
GTF3C1,43.0,26.0,31.0,21.0,76.0,213.0
GTPBP3,30.0,20.0,61.0,31.0,21.0,167.0
GUK1,28.0,12.0,48.0,18.0,79.0,204.0
GVQW3,26.0,16.0,41.0,27.0,68.0,187.0
GYPC,19.0,12.0,17.0,13.0,66.0,128.0
H3F3C,67.0,32.0,33.0,19.0,19.0,170.0
HAND1,23.0,3.0,20.0,7.0,65.0,123.0
HAS2,53.0,55.0,16.0,53.0,14.0,199.0
HBQ1,36.0,19.0,74.0,20.0,17.0,175.0
HCFC1R1,24.0,19.0,64.0,28.0,14.0,159.0
HEATR5A,60.0,31.0,26.0,83.0,14.0,218.0
HES7,21.0,32.0,31.0,98.0,14.0,203.0
HEY2,19.0,11.0,77.0,16.0,19.0,157.0
HIP1,23.0,11.0,30.0,24.0,65.0,158.0
HIP1R,20.0,11.0,15.0,17.0,78.0,144.0
HIST1H1A,24.0,4.0,27.0,25.0,102.0,190.0
HIST1H2AC,36.0,12.0,67.0,21.0,14.0,164.0
HIST1H2BF,39.0,17.0,65.0,20.0,20.0,167.0
HIST2H3C,45.0,14.0,23.0,45.0,75.0,199.0
HM13,25.0,17.0,43.0,63.0,65.0,219.0
HOXC4,23.0,11.0,21.0,11.0,67.0,138.0
HPDL,26.0,9.0,88.0,17.0,15.0,166.0
HRASLS5,67.0,38.0,31.0,35.0,34.0,206.0
HSD11B1L,27.0,18.0,22.0,10.0,96.0,183.0
HSF1,77.0,21.0,30.0,21.0,25.0,170.0
HSPA8,46.0,15.0,20.0,16.0,78.0,179.0
HSPA9,65.0,29.0,36.0,28.0,20.0,186.0
ICAM1,36.0,23.0,17.0,74.0,14.0,171.0
IER2,79.0,25.0,21.0,36.0,36.0,205.0
IGBP1,44.0,26.0,62.0,25.0,19.0,181.0
INHBB,55.0,31.0,13.0,73.0,17.0,198.0
INO80,66.0,21.0,29.0,38.0,17.0,174.0
INO80D,58.0,29.0,22.0,82.0,22.0,219.0
INTS5,42.0,16.0,41.0,27.0,73.0,212.0
IQANK1,34.0,17.0,65.0,32.0,23.0,169.0
IRF5,27.0,14.0,22.0,17.0,63.0,145.0
ISCU,31.0,34.0,79.0,29.0,28.0,204.0
ISG20L2,34.0,37.0,22.0,82.0,44.0,220.0
ISL2,85.0,36.0,21.0,26.0,35.0,210.0
ITGA5,30.0,14.0,30.0,26.0,63.0,178.0
ITGB7,15.0,20.0,17.0,15.0,64.0,139.0
ITSN2,21.0,10.0,17.0,15.0,99.0,169.0
KAT2A,68.0,19.0,58.0,21.0,23.0,194.0
KAT7,37.0,23.0,94.0,20.0,35.0,219.0
KCNIP1,57.0,59.0,17.0,29.0,16.0,181.0
KCNK15,68.0,46.0,24.0,35.0,15.0,180.0
KCNK5,35.0,20.0,30.0,82.0,35.0,198.0
KCNK7,31.0,6.0,13.0,18.0,72.0,151.0
KCNN1,37.0,60.0,19.0,55.0,12.0,183.0
KCNQ4,65.0,31.0,29.0,49.0,16.0,197.0
KCTD5,39.0,20.0,76.0,24.0,18.0,187.0
KDM1A,45.0,12.0,66.0,14.0,14.0,165.0
KDM2B,29.0,14.0,28.0,22.0,65.0,171.0
KDM7A,12.0,8.0,17.0,8.0,63.0,114.0
KEAP1,32.0,13.0,33.0,24.0,78.0,186.0
KIAA0753,27.0,33.0,14.0,85.0,20.0,185.0
KLC3,42.0,9.0,25.0,10.0,96.0,189.0
KLHL11,55.0,20.0,62.0,11.0,27.0,192.0
KLHL20,40.0,53.0,30.0,77.0,15.0,204.0
KLRG1,46.0,19.0,17.0,12.0,82.0,180.0
KMT2B,13.0,8.0,22.0,12.0,85.0,153.0
KRIT1,25.0,20.0,21.0,13.0,73.0,157.0
KRT6B,46.0,12.0,71.0,10.0,27.0,171.0
KRTCAP2,26.0,14.0,87.0,36.0,13.0,184.0
KXD1,34.0,56.0,24.0,51.0,15.0,173.0
LAMC3,20.0,9.0,12.0,5.0,83.0,136.0
LAP3,38.0,18.0,30.0,28.0,90.0,214.0
LARS2,23.0,10.0,37.0,11.0,129.0,220.0
LASP1,36.0,13.0,46.0,21.0,67.0,193.0
LATS1,22.0,7.0,22.0,13.0,81.0,150.0
LBR,18.0,8.0,75.0,14.0,21.0,139.0
LHFPL2,35.0,14.0,73.0,15.0,55.0,194.0
LIN52,24.0,21.0,78.0,23.0,17.0,171.0
LINC00452,30.0,19.0,18.0,84.0,19.0,180.0
LITAF,52.0,7.0,24.0,30.0,62.0,178.0
LOC100288562,67.0,29.0,37.0,24.0,25.0,186.0
LOC100506388,58.0,25.0,67.0,29.0,23.0,217.0
LOC100996274,19.0,57.0,14.0,28.0,27.0,143.0
LOC100996414,29.0,8.0,30.0,19.0,88.0,187.0
LOC100996911,22.0,23.0,68.0,46.0,23.0,177.0
LOC101060179,72.0,28.0,21.0,22.0,56.0,208.0
LOC101928592,68.0,33.0,33.0,35.0,22.0,198.0
LOC101929950,79.0,27.0,33.0,23.0,13.0,176.0
LOC102723930,18.0,9.0,12.0,13.0,71.0,127.0
LOC102724151,24.0,21.0,103.0,19.0,20.0,202.0
LOC102724197,42.0,56.0,18.0,19.0,12.0,157.0
LOC102724488,15.0,9.0,15.0,26.0,76.0,152.0
LOC102724957,30.0,56.0,31.0,55.0,14.0,194.0
LOC102724971,22.0,25.0,87.0,31.0,15.0,181.0
LOC105371763,34.0,28.0,12.0,89.0,15.0,188.0
LOC105371933,36.0,58.0,25.0,39.0,44.0,195.0
LOC105372883,26.0,34.0,22.0,79.0,24.0,178.0
LOC105373289,21.0,10.0,10.0,10.0,65.0,126.0
LOC105379547,24.0,23.0,73.0,34.0,16.0,165.0
LOC105379561,34.0,23.0,47.0,78.0,23.0,195.0
LOC107984043,22.0,30.0,69.0,45.0,24.0,191.0
LOC107985692,48.0,22.0,73.0,24.0,21.0,196.0
LOC107986352,69.0,28.0,22.0,21.0,59.0,202.0
LOC107987233,33.0,29.0,16.0,75.0,16.0,167.0
LOC107987351,50.0,66.0,31.0,26.0,10.0,184.0
LOC107987377,40.0,28.0,52.0,75.0,18.0,206.0
LOC112268000,35.0,8.0,22.0,7.0,81.0,165.0
LOC112268219,26.0,12.0,24.0,18.0,92.0,194.0
LOC400927-CSNK1E,40.0,22.0,33.0,80.0,16.0,197.0
LOXL2,52.0,12.0,109.0,24.0,15.0,215.0
LRPPRC,30.0,19.0,61.0,28.0,76.0,211.0
LRRC34,66.0,15.0,25.0,29.0,29.0,168.0
LRRC47,44.0,66.0,24.0,48.0,17.0,188.0
LRTOMT,48.0,15.0,25.0,45.0,63.0,204.0
LSM2,72.0,30.0,15.0,26.0,54.0,212.0
LTBP3,35.0,19.0,20.0,26.0,88.0,191.0
LYPD6,29.0,16.0,33.0,22.0,67.0,179.0
LYPD6B,23.0,13.0,79.0,25.0,15.0,175.0
LYST,20.0,49.0,38.0,95.0,9.0,211.0
LZTR1,17.0,10.0,71.0,11.0,28.0,147.0
MAFG,34.0,17.0,69.0,43.0,15.0,190.0
MAGEB1,21.0,12.0,21.0,19.0,63.0,143.0
MAGEC1,66.0,37.0,30.0,40.0,18.0,194.0
MAGIX,32.0,10.0,62.0,17.0,23.0,149.0
MAN2A2,44.0,32.0,68.0,17.0,19.0,181.0
MANBAL,58.0,17.0,18.0,21.0,65.0,189.0
MAP4K2,32.0,7.0,23.0,11.0,62.0,152.0
MAP6,22.0,6.0,68.0,19.0,27.0,156.0
MAPK1,27.0,16.0,37.0,47.0,68.0,190.0
MAPKAP1,66.0,58.0,19.0,52.0,15.0,211.0
MAPRE1,54.0,5.0,40.0,38.0,66.0,209.0
MARK4,15.0,9.0,62.0,25.0,22.0,135.0
MBD6,25.0,7.0,21.0,8.0,64.0,141.0
MBLAC1,30.0,24.0,23.0,93.0,13.0,178.0
MCM7,44.0,21.0,80.0,28.0,20.0,206.0
MCOLN3,28.0,15.0,19.0,81.0,27.0,173.0
ME1,24.0,6.0,24.0,18.0,122.0,195.0
MED28,74.0,23.0,41.0,23.0,30.0,196.0
MED6,35.0,19.0,80.0,25.0,25.0,188.0
MEGF9,19.0,11.0,16.0,17.0,65.0,132.0
METAP2,16.0,13.0,64.0,13.0,18.0,124.0
METTL14,36.0,17.0,63.0,44.0,46.0,207.0
METTL7A,30.0,10.0,16.0,31.0,63.0,166.0
MFN2,91.0,41.0,41.0,19.0,17.0,212.0
MFSD4,34.0,13.0,35.0,20.0,69.0,178.0
MIS18A,23.0,8.0,22.0,8.0,81.0,166.0
MKRN1,18.0,10.0,10.0,9.0,67.0,122.0
MMADHC,25.0,8.0,11.0,14.0,63.0,127.0
MMD,33.0,9.0,15.0,11.0,79.0,159.0
MON2,32.0,45.0,64.0,12.0,48.0,203.0
MORC2,55.0,55.0,33.0,22.0,30.0,202.0
MPI,34.0,118.0,29.0,14.0,15.0,202.0
MRM2,49.0,13.0,58.0,22.0,80.0,221.0
MRPL1,20.0,9.0,23.0,16.0,92.0,170.0
MRPL12,34.0,13.0,27.0,10.0,94.0,190.0
MRPL2,32.0,10.0,12.0,19.0,76.0,155.0
MRPL20,22.0,17.0,22.0,26.0,124.0,214.0
MRPL21,26.0,18.0,19.0,13.0,107.0,184.0
MRPL24,23.0,10.0,20.0,16.0,99.0,171.0
MRPL28,29.0,10.0,17.0,19.0,65.0,140.0
MRPL3,52.0,6.0,21.0,17.0,108.0,203.0
MRPL33,27.0,10.0,22.0,10.0,66.0,133.0
MRPL34,47.0,16.0,48.0,26.0,70.0,215.0
MRPL35,24.0,6.0,14.0,12.0,127.0,186.0
MRPL36,31.0,14.0,24.0,33.0,85.0,182.0
MRPL37,22.0,7.0,19.0,10.0,78.0,147.0
MRPL38,34.0,17.0,27.0,17.0,70.0,176.0
MRPL4,26.0,12.0,17.0,14.0,114.0,186.0
MRPL41,29.0,21.0,23.0,16.0,94.0,189.0
MRPL46,22.0,16.0,27.0,19.0,71.0,162.0
MRPL47,32.0,14.0,43.0,19.0,107.0,220.0
MRPL50,35.0,16.0,28.0,25.0,66.0,178.0
MRPL53,25.0,5.0,27.0,13.0,117.0,191.0
MRPL9,25.0,11.0,15.0,17.0,102.0,181.0
MRPS11,45.0,19.0,16.0,17.0,76.0,177.0
MRPS14,27.0,26.0,18.0,43.0,103.0,220.0
MRPS15,39.0,8.0,23.0,23.0,77.0,168.0
