Gene,Mito,ConA,DAPI,WGA,Phalloidin,Sum
DNM2,165.0,78.0,86.0,92.0,56.0,470.0
DOCK7,55.0,54.0,133.0,65.0,85.0,380.0
DPM2,80.0,180.0,42.0,23.0,44.0,366.0
DTYMK,89.0,58.0,147.0,67.0,44.0,390.0
DUSP16,92.0,78.0,32.0,173.0,39.0,414.0
E4F1,157.0,80.0,80.0,113.0,135.0,551.0
EEF2KMT,116.0,43.0,51.0,96.0,47.0,351.0
EFCAB6,132.0,64.0,24.0,91.0,44.0,354.0
EHMT1,109.0,28.0,71.0,75.0,57.0,353.0
EIF1AD,199.0,68.0,127.0,81.0,88.0,561.0
EIF2B2,203.0,48.0,189.0,85.0,100.0,626.0
EIF3A,149.0,47.0,133.0,60.0,85.0,468.0
EIF3B,74.0,27.0,111.0,46.0,91.0,351.0
EIF3F,147.0,29.0,45.0,31.0,101.0,361.0
EIF3G,132.0,51.0,153.0,74.0,106.0,511.0
EIF4A1,106.0,49.0,104.0,96.0,92.0,439.0
EIF4E,230.0,86.0,223.0,197.0,184.0,900.0
EIF5A,92.0,59.0,179.0,154.0,51.0,532.0
EIF6,118.0,40.0,112.0,39.0,37.0,351.0
ELAVL1,116.0,18.0,30.0,145.0,81.0,388.0
ELMO2,201.0,87.0,191.0,229.0,166.0,895.0
ELOA,126.0,57.0,107.0,86.0,32.0,411.0
ELOB,135.0,69.0,218.0,100.0,81.0,561.0
EMG1,60.0,33.0,90.0,80.0,99.0,371.0
EPM2A,48.0,40.0,105.0,133.0,31.0,355.0
EPPK1,101.0,45.0,57.0,91.0,39.0,348.0
ERO1LB,104.0,88.0,59.0,125.0,37.0,407.0
ESF1,173.0,64.0,119.0,104.0,120.0,570.0
EXOSC1,76.0,72.0,95.0,165.0,56.0,461.0
EXOSC2,135.0,42.0,113.0,52.0,42.0,382.0
EXOSC5,166.0,35.0,174.0,54.0,115.0,542.0
EXOSC6,111.0,56.0,54.0,107.0,80.0,414.0
EXOSC9,99.0,35.0,142.0,55.0,104.0,438.0
FAM157B,110.0,42.0,98.0,106.0,96.0,457.0
FAM234A,87.0,44.0,71.0,71.0,82.0,371.0
FARSA,170.0,54.0,158.0,108.0,104.0,591.0
FARSB,139.0,33.0,118.0,92.0,100.0,481.0
FBP1,79.0,46.0,58.0,152.0,31.0,374.0
FBXW7,163.0,58.0,232.0,74.0,66.0,585.0
FCF1,183.0,68.0,138.0,94.0,89.0,576.0
FCGR2A,82.0,135.0,55.0,138.0,31.0,432.0
FERMT2,173.0,45.0,117.0,149.0,88.0,565.0
FGD1,101.0,71.0,60.0,94.0,53.0,390.0
FGFR1OP,95.0,35.0,39.0,130.0,84.0,362.0
FLII,118.0,93.0,62.0,151.0,39.0,466.0
FNTB,118.0,63.0,61.0,171.0,24.0,440.0
FPGS,105.0,67.0,52.0,118.0,72.0,431.0
FUBP1,129.0,55.0,94.0,92.0,130.0,498.0
FUT2,123.0,39.0,29.0,59.0,118.0,374.0
G3BP1,68.0,98.0,33.0,173.0,48.0,410.0
GANAB,65.0,32.0,151.0,43.0,115.0,399.0
GFER,79.0,56.0,130.0,50.0,83.0,416.0
GGNBP2,178.0,95.0,92.0,158.0,59.0,589.0
GGPS1,103.0,97.0,60.0,134.0,88.0,487.0
GINS1,167.0,105.0,188.0,82.0,85.0,612.0
GINS3,133.0,60.0,213.0,81.0,52.0,531.0
GINS4,149.0,76.0,187.0,84.0,67.0,558.0
GMPPB,59.0,188.0,51.0,68.0,53.0,407.0
GMPS,51.0,44.0,98.0,100.0,147.0,416.0
GNB2L1,137.0,54.0,152.0,239.0,64.0,648.0
GPN2,128.0,84.0,121.0,178.0,150.0,628.0
GPN3,123.0,40.0,88.0,138.0,181.0,561.0
GPT,113.0,125.0,66.0,145.0,73.0,526.0
GRAMD1A,77.0,34.0,64.0,122.0,101.0,393.0
GRB2,141.0,62.0,49.0,104.0,26.0,392.0
GRK3,93.0,37.0,126.0,100.0,85.0,452.0
GTF2A2,107.0,84.0,115.0,71.0,42.0,405.0
GTF2B,83.0,51.0,114.0,65.0,52.0,366.0
H3.Y,72.0,38.0,99.0,94.0,30.0,354.0
HEXIM1,153.0,55.0,126.0,96.0,112.0,548.0
HID1,80.0,68.0,42.0,157.0,102.0,448.0
HINFP,95.0,36.0,78.0,153.0,79.0,435.0
HIRA,72.0,46.0,38.0,134.0,104.0,382.0
HIST2H3C,104.0,106.0,44.0,69.0,41.0,361.0
HMGCS1,135.0,83.0,77.0,81.0,26.0,399.0
HNRNPDL,176.0,62.0,122.0,122.0,35.0,522.0
HNRNPH2,91.0,60.0,52.0,177.0,27.0,402.0
HSP90B1,112.0,41.0,195.0,61.0,157.0,569.0
HSPA5,105.0,89.0,56.0,142.0,84.0,484.0
HSPE1,78.0,31.0,52.0,120.0,87.0,355.0
HSPE1-MOB4,146.0,46.0,167.0,125.0,109.0,605.0
HUWE1,171.0,33.0,118.0,74.0,47.0,429.0
HYOU1,176.0,86.0,142.0,47.0,127.0,562.0
IARS,240.0,104.0,111.0,217.0,108.0,777.0
ID3,120.0,98.0,45.0,118.0,23.0,401.0
ILF2,111.0,39.0,50.0,44.0,136.0,371.0
ILK,270.0,142.0,219.0,235.0,195.0,1049.0
IMP3,102.0,50.0,93.0,103.0,46.0,401.0
IMP4,183.0,44.0,146.0,55.0,151.0,570.0
INTS1,137.0,88.0,159.0,94.0,38.0,495.0
INTS2,129.0,63.0,214.0,76.0,62.0,534.0
INTS5,124.0,44.0,132.0,152.0,61.0,511.0
INTS8,231.0,114.0,196.0,154.0,105.0,767.0
IQCD,94.0,33.0,76.0,130.0,44.0,394.0
ISYNA1,136.0,97.0,89.0,76.0,103.0,493.0
ITGAV,236.0,106.0,213.0,142.0,163.0,846.0
ITGB1,204.0,62.0,227.0,175.0,175.0,853.0
ITGB5,235.0,52.0,113.0,43.0,114.0,556.0
JAK1,112.0,73.0,49.0,69.0,53.0,351.0
JMJD7,151.0,91.0,113.0,57.0,29.0,441.0
JTB,119.0,56.0,51.0,74.0,53.0,362.0
JUNB,159.0,97.0,94.0,150.0,40.0,534.0
KARS,148.0,37.0,74.0,154.0,99.0,499.0
KATNA1,195.0,77.0,63.0,160.0,157.0,631.0
KATNB1,83.0,54.0,80.0,96.0,78.0,392.0
KDELR2,170.0,57.0,116.0,168.0,92.0,612.0
KIAA0226L,94.0,83.0,59.0,106.0,33.0,367.0
KIAA1429,89.0,77.0,158.0,150.0,49.0,520.0
KIF11,72.0,28.0,82.0,98.0,93.0,391.0
KIF14,148.0,66.0,101.0,70.0,60.0,454.0
KIF3B,161.0,70.0,32.0,99.0,63.0,404.0
KIF5B,130.0,27.0,42.0,191.0,64.0,433.0
KLC3,92.0,45.0,27.0,127.0,109.0,396.0
KLF5,131.0,52.0,80.0,62.0,99.0,417.0
KRI1,70.0,58.0,81.0,76.0,96.0,386.0
KRR1,155.0,66.0,207.0,68.0,66.0,560.0
LARS,113.0,35.0,107.0,122.0,79.0,445.0
LASP1,51.0,39.0,40.0,89.0,136.0,352.0
LCNL1,132.0,45.0,11.0,100.0,46.0,348.0
LHX6,66.0,41.0,107.0,74.0,70.0,376.0
LIMS1,127.0,46.0,134.0,45.0,83.0,419.0
LIN52,83.0,53.0,34.0,130.0,85.0,380.0
LLGL1,116.0,45.0,97.0,159.0,94.0,505.0
LOC100132202,94.0,40.0,82.0,70.0,80.0,353.0
LOC100996911,53.0,57.0,64.0,169.0,62.0,382.0
LOC102723534,103.0,54.0,112.0,49.0,53.0,378.0
LOC102724159,173.0,87.0,128.0,74.0,61.0,527.0
LOC102724843,75.0,42.0,87.0,95.0,59.0,382.0
LOC105376525,88.0,40.0,55.0,138.0,48.0,368.0
LOC105379547,66.0,35.0,162.0,42.0,53.0,360.0
LOC107984314,65.0,99.0,28.0,141.0,33.0,355.0
LOC107984813,106.0,107.0,52.0,122.0,39.0,437.0
LOC112267939,107.0,34.0,59.0,149.0,54.0,412.0
LOC644249,94.0,43.0,30.0,89.0,134.0,388.0
LOC645202,98.0,50.0,98.0,65.0,33.0,357.0
LRPPRC,48.0,50.0,50.0,120.0,124.0,386.0
LSM4,106.0,50.0,66.0,86.0,75.0,387.0
LTV1,186.0,55.0,213.0,85.0,161.0,694.0
LUC7L3,55.0,46.0,49.0,122.0,114.0,385.0
LXN,140.0,62.0,69.0,135.0,97.0,509.0
MAD1L1,153.0,111.0,29.0,100.0,35.0,422.0
MAGED1,134.0,119.0,58.0,78.0,61.0,453.0
MAK16,177.0,40.0,100.0,47.0,87.0,436.0
MALSU1,144.0,76.0,42.0,69.0,34.0,371.0
MAML3,76.0,22.0,121.0,82.0,59.0,363.0
MAP3K11,97.0,121.0,46.0,131.0,22.0,411.0
MAP6D1,117.0,87.0,49.0,63.0,41.0,358.0
MAU2,133.0,57.0,106.0,40.0,29.0,360.0
MCM2,126.0,73.0,82.0,94.0,63.0,426.0
MCM6,141.0,51.0,122.0,202.0,64.0,580.0
MCM7,151.0,48.0,121.0,83.0,61.0,462.0
MED12,207.0,111.0,175.0,98.0,105.0,681.0
MED17,117.0,106.0,79.0,122.0,44.0,456.0
MED20,101.0,91.0,91.0,84.0,85.0,432.0
MED23,189.0,61.0,205.0,67.0,119.0,613.0
MED24,172.0,83.0,105.0,80.0,91.0,511.0
MED4,77.0,36.0,141.0,51.0,99.0,401.0
MED6,102.0,63.0,59.0,110.0,67.0,380.0
MED9,108.0,68.0,27.0,104.0,36.0,367.0
MEPCE,38.0,36.0,66.0,118.0,119.0,364.0
MFN2,102.0,107.0,39.0,130.0,47.0,422.0
MGAT1,75.0,65.0,88.0,258.0,29.0,510.0
MGAT5,125.0,54.0,38.0,122.0,40.0,378.0
MPHOSPH10,175.0,44.0,159.0,61.0,163.0,606.0
MRPS30,76.0,38.0,65.0,133.0,108.0,418.0
MTHFD1,149.0,56.0,137.0,130.0,38.0,518.0
MTOR,238.0,124.0,117.0,182.0,136.0,766.0
MYADM,105.0,68.0,47.0,141.0,52.0,414.0
MYC,160.0,66.0,124.0,57.0,58.0,454.0
MYH9,185.0,56.0,79.0,181.0,88.0,594.0
MZF1,79.0,33.0,121.0,63.0,56.0,351.0
NAA10,174.0,96.0,174.0,80.0,47.0,569.0
NAA50,124.0,78.0,66.0,141.0,89.0,509.0
NARFL,126.0,37.0,77.0,74.0,47.0,354.0
NCBP1,125.0,25.0,59.0,53.0,85.0,348.0
NCDN,113.0,95.0,39.0,140.0,63.0,458.0
NCKAP1,137.0,34.0,124.0,104.0,49.0,451.0
NDUFS8,121.0,66.0,48.0,197.0,147.0,572.0
NELFA,115.0,30.0,35.0,64.0,119.0,353.0
NELFB,110.0,44.0,43.0,147.0,129.0,480.0
NELFCD,104.0,36.0,68.0,78.0,71.0,371.0
NFYC,102.0,56.0,129.0,85.0,42.0,398.0
NHP2,85.0,27.0,54.0,125.0,50.0,348.0
NIPBL,159.0,108.0,118.0,184.0,43.0,613.0
NLE1,153.0,47.0,85.0,75.0,122.0,474.0
NLRP2,89.0,65.0,81.0,104.0,57.0,407.0
NOC4L,127.0,82.0,62.0,157.0,98.0,529.0
NOL10,125.0,60.0,201.0,121.0,158.0,637.0
NOL6,213.0,36.0,197.0,124.0,167.0,724.0
NOP14,143.0,35.0,66.0,75.0,55.0,359.0
NOP16,129.0,41.0,150.0,147.0,137.0,612.0
NOP56,115.0,50.0,120.0,60.0,106.0,445.0
NOP58,149.0,73.0,141.0,113.0,113.0,581.0
NOSIP,63.0,20.0,59.0,82.0,131.0,363.0
NPEPPS,99.0,44.0,111.0,42.0,80.0,349.0
NPIPA2,85.0,41.0,30.0,122.0,81.0,370.0
NRBP1,207.0,119.0,66.0,32.0,33.0,438.0
NRIP3,87.0,85.0,39.0,116.0,38.0,369.0
NSF,75.0,97.0,93.0,88.0,53.0,404.0
NUDCD3,88.0,31.0,41.0,168.0,36.0,373.0
NUDT16,65.0,26.0,71.0,112.0,77.0,360.0
NUDT21,121.0,66.0,87.0,81.0,43.0,387.0
NUP37,80.0,66.0,43.0,98.0,69.0,355.0
NUP62,133.0,45.0,118.0,109.0,78.0,486.0
NUP85,118.0,44.0,52.0,88.0,61.0,388.0
NVL,194.0,62.0,137.0,62.0,66.0,521.0
NXT1,132.0,45.0,102.0,158.0,89.0,497.0
OPLAH,87.0,42.0,92.0,106.0,107.0,442.0
P4HB,114.0,76.0,35.0,83.0,64.0,380.0
PAICS,135.0,38.0,106.0,152.0,51.0,449.0
PAK1IP1,67.0,39.0,115.0,144.0,48.0,417.0
PAK2,136.0,50.0,168.0,164.0,59.0,585.0
PAM,129.0,101.0,26.0,87.0,17.0,368.0
PARL,87.0,38.0,112.0,62.0,53.0,352.0
PAWR,161.0,39.0,61.0,105.0,139.0,514.0
PAXIP1,106.0,29.0,56.0,71.0,101.0,357.0
PBRM1,115.0,45.0,155.0,49.0,98.0,446.0
PDCD11,121.0,40.0,92.0,60.0,97.0,397.0
PDCD2,202.0,54.0,154.0,141.0,163.0,692.0
PDIA2,63.0,58.0,45.0,182.0,62.0,412.0
PEMT,80.0,50.0,46.0,142.0,60.0,388.0
PHB,121.0,63.0,72.0,146.0,122.0,518.0
PHB2,114.0,69.0,84.0,108.0,43.0,431.0
PHF5A,149.0,26.0,74.0,184.0,86.0,502.0
PIAS1,76.0,43.0,37.0,105.0,103.0,351.0
PNO1,195.0,121.0,96.0,155.0,151.0,724.0
POLA1,112.0,80.0,88.0,76.0,45.0,410.0
POLD1,105.0,61.0,220.0,90.0,83.0,549.0
POLD2,183.0,141.0,220.0,146.0,85.0,774.0
POLD3,93.0,47.0,155.0,59.0,48.0,396.0
POLE,156.0,81.0,198.0,56.0,64.0,542.0
POLR1B,151.0,54.0,138.0,51.0,50.0,444.0
POLR1D,106.0,38.0,89.0,32.0,98.0,363.0
POLR2E,118.0,30.0,50.0,157.0,139.0,483.0
POLR3A,81.0,46.0,151.0,87.0,51.0,411.0
POLR3D,85.0,117.0,43.0,67.0,59.0,367.0
POP4,177.0,35.0,180.0,81.0,91.0,586.0
POP5,85.0,40.0,96.0,48.0,117.0,388.0
POP7,157.0,73.0,100.0,140.0,98.0,567.0
PPFIA1,124.0,22.0,61.0,52.0,119.0,380.0
PPP1CA,86.0,26.0,72.0,77.0,118.0,371.0
PPP1R11,71.0,100.0,45.0,192.0,36.0,427.0
PPP4R3B,71.0,50.0,74.0,79.0,58.0,356.0
PPP6C,88.0,47.0,112.0,108.0,155.0,481.0
PPRC1,57.0,34.0,117.0,73.0,96.0,385.0
PRC1,86.0,65.0,89.0,54.0,42.0,355.0
PRELID3B,142.0,31.0,55.0,141.0,47.0,407.0
PRIM1,190.0,101.0,191.0,115.0,63.0,656.0
PRIM2,122.0,87.0,183.0,219.0,63.0,642.0
PRMT5,43.0,36.0,126.0,103.0,62.0,375.0
PRTG,131.0,84.0,53.0,74.0,26.0,382.0
PSMA2,89.0,76.0,51.0,193.0,117.0,514.0
PSMA5,137.0,25.0,36.0,65.0,125.0,389.0
PSMB1,159.0,54.0,63.0,120.0,40.0,416.0
PTGES3L,74.0,46.0,77.0,115.0,50.0,382.0
PWP1,123.0,54.0,101.0,60.0,63.0,410.0
PWP2,166.0,59.0,177.0,94.0,91.0,576.0
QARS,149.0,56.0,130.0,134.0,49.0,516.0
RAB5C,73.0,54.0,78.0,146.0,55.0,419.0
RAB7A,57.0,18.0,40.0,171.0,70.0,368.0
RAC1,215.0,96.0,226.0,200.0,180.0,924.0
RAD18,149.0,90.0,58.0,152.0,38.0,482.0
RAD51C,81.0,42.0,112.0,79.0,73.0,379.0
RAD54B,104.0,86.0,42.0,75.0,34.0,361.0
RANGAP1,181.0,47.0,121.0,96.0,138.0,555.0
RAPGEF1,183.0,63.0,150.0,180.0,166.0,738.0
RAPH1,76.0,16.0,108.0,62.0,165.0,428.0
RBX1,196.0,45.0,135.0,135.0,142.0,639.0
RCC1,164.0,37.0,89.0,62.0,115.0,457.0
RCL1,118.0,56.0,76.0,59.0,76.0,396.0
RECQL4,140.0,86.0,85.0,85.0,91.0,496.0
RFC3,123.0,55.0,221.0,80.0,76.0,539.0
RFC5,139.0,97.0,224.0,97.0,67.0,618.0
RFTN2,166.0,77.0,37.0,160.0,36.0,471.0
RFWD2,164.0,66.0,141.0,142.0,84.0,600.0
RIC8A,78.0,51.0,68.0,74.0,94.0,364.0
RIF1,83.0,31.0,173.0,78.0,60.0,430.0
RIOK1,148.0,45.0,86.0,103.0,79.0,460.0
RIOK2,154.0,37.0,113.0,116.0,75.0,486.0
RNF181,93.0,59.0,26.0,160.0,21.0,356.0
ROCK2,205.0,107.0,101.0,149.0,99.0,659.0
RPA2,126.0,44.0,111.0,66.0,46.0,388.0
RPA3,113.0,86.0,123.0,74.0,117.0,512.0
RPAP1,73.0,41.0,142.0,59.0,92.0,421.0
RPL17-C18ORF32,152.0,50.0,82.0,75.0,71.0,435.0
RPL23,49.0,135.0,76.0,134.0,29.0,405.0
RPL31,108.0,48.0,112.0,42.0,40.0,370.0
RPL9,90.0,24.0,104.0,92.0,44.0,348.0
RPN1,168.0,34.0,82.0,60.0,109.0,433.0
RPN2,114.0,70.0,106.0,43.0,148.0,480.0
RPP14,125.0,35.0,104.0,130.0,143.0,534.0
RPP30,230.0,72.0,232.0,119.0,156.0,820.0
RPS10,73.0,49.0,84.0,106.0,102.0,404.0
RPS15,83.0,54.0,153.0,45.0,56.0,396.0
RPS19,90.0,59.0,117.0,66.0,46.0,372.0
RPS20,168.0,71.0,107.0,95.0,49.0,494.0
RPS23,160.0,59.0,80.0,84.0,133.0,514.0
RPS25,91.0,27.0,133.0,116.0,160.0,528.0
RPS28,89.0,65.0,65.0,90.0,101.0,419.0
RPS3,91.0,29.0,71.0,59.0,99.0,361.0
RPSA,114.0,46.0,136.0,79.0,77.0,450.0
RPTOR,164.0,74.0,105.0,159.0,100.0,593.0
RRM1,88.0,33.0,143.0,46.0,28.0,357.0
RRP12,169.0,75.0,58.0,109.0,142.0,540.0
RRP36,106.0,72.0,135.0,63.0,98.0,459.0
RRP7A,159.0,46.0,166.0,78.0,116.0,555.0
RSU1,209.0,82.0,111.0,191.0,135.0,726.0
RTCB,97.0,62.0,122.0,122.0,55.0,479.0
RTEL1,83.0,54.0,206.0,87.0,69.0,482.0
SACM1L,77.0,83.0,70.0,134.0,43.0,390.0
SAMM50,223.0,34.0,40.0,27.0,58.0,364.0
SART3,137.0,63.0,47.0,89.0,29.0,360.0
SCMH1,94.0,61.0,33.0,108.0,51.0,350.0
SEC61A1,138.0,44.0,105.0,143.0,89.0,494.0
SEC61G,156.0,67.0,161.0,135.0,170.0,669.0
SEC63,123.0,36.0,137.0,56.0,107.0,463.0
SEL1L,83.0,51.0,47.0,131.0,108.0,416.0
SEPT2,79.0,56.0,32.0,119.0,90.0,380.0
SEPT7,151.0,88.0,140.0,79.0,50.0,528.0
SETD1A,115.0,36.0,129.0,33.0,34.0,351.0
SETD1B,108.0,57.0,172.0,68.0,99.0,495.0
SETD3,64.0,37.0,99.0,32.0,144.0,372.0
SF3B4,120.0,41.0,42.0,108.0,91.0,388.0
SGK223,152.0,42.0,69.0,54.0,131.0,437.0
SH3D21,78.0,65.0,46.0,135.0,43.0,361.0
SIN3A,156.0,94.0,109.0,44.0,84.0,499.0
SIRT2,117.0,68.0,69.0,131.0,130.0,518.0
SLBP,89.0,58.0,95.0,88.0,25.0,367.0
SLC25A16,126.0,51.0,25.0,157.0,28.0,384.0
SLC35A1,26.0,18.0,19.0,280.0,55.0,377.0
SLC35B1,102.0,156.0,52.0,71.0,85.0,443.0
SLC38A7,74.0,29.0,48.0,120.0,88.0,363.0
SLC39A1,149.0,68.0,63.0,68.0,68.0,415.0
SLC39A7,184.0,129.0,158.0,99.0,80.0,647.0
SLC47A2,116.0,45.0,59.0,132.0,23.0,370.0
SLC52A2,99.0,108.0,44.0,98.0,37.0,405.0
SLC9A3,119.0,50.0,64.0,65.0,46.0,368.0
SLTM,114.0,76.0,25.0,63.0,126.0,401.0
SMC1A,62.0,60.0,52.0,122.0,68.0,358.0
SMG9,122.0,121.0,46.0,225.0,61.0,573.0
SNAPC2,101.0,29.0,50.0,90.0,121.0,384.0
SNORC,67.0,45.0,93.0,77.0,77.0,365.0
SNX17,147.0,62.0,50.0,165.0,112.0,538.0
SOCS3,180.0,115.0,62.0,145.0,43.0,544.0
