Gene,Mito,ConA,DAPI,WGA,Phalloidin,Sum
CDC37,102.0,48.0,54.0,55.0,53.0,305.0
CDC42,115.0,85.0,153.0,57.0,61.0,474.0
CDC7,88.0,66.0,77.0,144.0,36.0,400.0
CDCA7,18.0,19.0,60.0,72.0,34.0,205.0
CDCP1,42.0,92.0,24.0,46.0,26.0,223.0
CDH13,63.0,33.0,86.0,56.0,81.0,326.0
CDH15,31.0,15.0,37.0,40.0,84.0,212.0
CDH17,104.0,52.0,14.0,23.0,18.0,209.0
CDHR5,123.0,30.0,28.0,36.0,33.0,248.0
CDIP1,65.0,26.0,57.0,47.0,84.0,268.0
CDK1,102.0,27.0,54.0,71.0,59.0,312.0
CDK12,67.0,48.0,63.0,54.0,49.0,286.0
CDK13,74.0,38.0,149.0,48.0,39.0,373.0
CDK16,90.0,53.0,22.0,45.0,26.0,239.0
CDK2,42.0,35.0,62.0,72.0,14.0,222.0
CDK20,46.0,40.0,65.0,114.0,20.0,295.0
CDK3,77.0,12.0,32.0,27.0,59.0,215.0
CDK5RAP2,63.0,55.0,31.0,62.0,27.0,256.0
CDK6,53.0,78.0,24.0,90.0,18.0,265.0
CDKL1,68.0,26.0,38.0,33.0,36.0,206.0
CDKL4,80.0,25.0,55.0,27.0,21.0,211.0
CDKN1A,95.0,79.0,95.0,107.0,36.0,412.0
CDPF1,58.0,68.0,15.0,121.0,18.0,287.0
CDR2L,38.0,39.0,28.0,71.0,41.0,207.0
CEBPB,173.0,46.0,117.0,214.0,151.0,677.0
CEBPD,57.0,28.0,52.0,25.0,38.0,211.0
CELF3,46.0,57.0,40.0,43.0,103.0,281.0
CELSR3,40.0,22.0,45.0,32.0,57.0,206.0
CENPB,43.0,34.0,57.0,62.0,19.0,226.0
CENPM,68.0,35.0,33.0,47.0,121.0,306.0
CENPQ,36.0,22.0,54.0,99.0,30.0,250.0
CENPS,77.0,36.0,42.0,40.0,44.0,257.0
CEP120,51.0,26.0,60.0,25.0,34.0,211.0
CEP19,66.0,38.0,43.0,32.0,28.0,215.0
CEP55,54.0,30.0,103.0,36.0,107.0,331.0
CEP57,55.0,22.0,36.0,29.0,64.0,215.0
CEP70,116.0,52.0,34.0,55.0,35.0,283.0
CEP72,43.0,32.0,30.0,71.0,60.0,251.0
CEP97,70.0,43.0,82.0,61.0,28.0,295.0
CEPT1,61.0,36.0,32.0,44.0,46.0,215.0
CERS4,45.0,22.0,35.0,51.0,49.0,222.0
CFAP20,112.0,42.0,49.0,123.0,23.0,352.0
CFAP36,39.0,32.0,34.0,76.0,14.0,203.0
CFAP58,48.0,69.0,20.0,53.0,25.0,213.0
CFDP1,141.0,57.0,50.0,66.0,31.0,355.0
CFL1,130.0,43.0,80.0,91.0,194.0,541.0
CGB,93.0,15.0,21.0,41.0,42.0,218.0
CH25H,54.0,35.0,19.0,81.0,64.0,258.0
CHAC2,86.0,40.0,39.0,51.0,39.0,258.0
CHAF1A,37.0,59.0,23.0,54.0,25.0,211.0
CHAF1B,137.0,62.0,152.0,211.0,85.0,631.0
CHCHD3,85.0,28.0,29.0,28.0,63.0,240.0
CHCHD4,41.0,19.0,117.0,20.0,28.0,211.0
CHCHD5,89.0,42.0,19.0,69.0,39.0,262.0
CHD2,86.0,28.0,91.0,26.0,65.0,299.0
CHD4,171.0,60.0,58.0,148.0,130.0,569.0
CHD7,53.0,30.0,80.0,23.0,18.0,211.0
CHD8,72.0,31.0,118.0,42.0,142.0,414.0
CHKA,84.0,63.0,21.0,26.0,42.0,234.0
CHMP4B,24.0,17.0,41.0,127.0,47.0,274.0
CHMP5,80.0,25.0,29.0,40.0,60.0,247.0
CHMP6,110.0,66.0,32.0,190.0,54.0,448.0
CHMP7,82.0,33.0,75.0,34.0,26.0,245.0
CHORDC1,83.0,19.0,24.0,26.0,82.0,230.0
CHRAC1,43.0,20.0,43.0,26.0,51.0,203.0
CHRNA10,72.0,38.0,31.0,57.0,42.0,225.0
CHRNA3,49.0,67.0,45.0,178.0,22.0,359.0
CHRNB1,136.0,55.0,57.0,116.0,54.0,423.0
CHRNB2,36.0,33.0,47.0,49.0,32.0,209.0
CHST15,63.0,40.0,45.0,26.0,27.0,205.0
CHTF18,49.0,23.0,118.0,41.0,31.0,266.0
CHTF8,69.0,31.0,55.0,22.0,48.0,222.0
CIC,46.0,21.0,12.0,81.0,69.0,241.0
CIRH1A,77.0,47.0,35.0,62.0,26.0,244.0
CIT,95.0,54.0,94.0,75.0,57.0,406.0
CKAP2,49.0,32.0,98.0,30.0,80.0,279.0
CKMT1B,47.0,24.0,34.0,93.0,63.0,271.0
CKS1B,62.0,36.0,93.0,37.0,34.0,263.0
CLASP2,49.0,75.0,57.0,119.0,36.0,328.0
CLASRP,57.0,26.0,92.0,20.0,35.0,237.0
CLCF1,36.0,53.0,65.0,51.0,23.0,231.0
CLCN7,57.0,51.0,46.0,56.0,21.0,234.0
CLDN18,58.0,58.0,30.0,58.0,28.0,234.0
CLDN20,114.0,63.0,30.0,58.0,11.0,276.0
CLDND1,58.0,69.0,20.0,124.0,18.0,282.0
CLIC6,55.0,38.0,28.0,36.0,51.0,212.0
CLINT1,29.0,19.0,15.0,125.0,21.0,203.0
CLIP3,53.0,24.0,68.0,46.0,62.0,251.0
CLK2,40.0,35.0,23.0,110.0,36.0,243.0
CLK3,63.0,34.0,31.0,59.0,20.0,208.0
CLNS1A,57.0,43.0,89.0,53.0,26.0,267.0
CLP1,52.0,90.0,38.0,27.0,25.0,235.0
CLPSL2,70.0,40.0,41.0,34.0,36.0,230.0
CLSTN2,64.0,15.0,46.0,51.0,25.0,207.0
CLSTN3,69.0,61.0,57.0,28.0,37.0,252.0
CLTC,65.0,27.0,106.0,123.0,35.0,342.0
CLUL1,64.0,86.0,47.0,109.0,37.0,337.0
CMAS,23.0,23.0,23.0,238.0,18.0,322.0
CMBL,53.0,22.0,32.0,82.0,20.0,211.0
CMC2,48.0,35.0,79.0,48.0,46.0,273.0
CMTM8,45.0,76.0,37.0,75.0,18.0,250.0
CNBD2,79.0,32.0,94.0,109.0,57.0,379.0
CNKSR2,50.0,20.0,72.0,64.0,22.0,247.0
CNNM2,76.0,38.0,14.0,34.0,35.0,215.0
CNNM3,69.0,32.0,74.0,70.0,36.0,285.0
CNOT10,30.0,49.0,24.0,90.0,22.0,212.0
CNOT11,97.0,27.0,55.0,90.0,65.0,343.0
CNOT3,62.0,48.0,28.0,54.0,96.0,301.0
CNOT4,100.0,13.0,19.0,47.0,21.0,211.0
CNR1,76.0,68.0,27.0,99.0,57.0,325.0
CNTD1,88.0,34.0,29.0,42.0,81.0,291.0
CNTNAP1,51.0,37.0,31.0,89.0,73.0,294.0
COA1,54.0,19.0,64.0,31.0,15.0,202.0
COA5,48.0,19.0,15.0,76.0,103.0,269.0
COBL,112.0,54.0,27.0,114.0,63.0,383.0
COG1,25.0,19.0,19.0,173.0,17.0,253.0
COG2,28.0,46.0,24.0,227.0,44.0,347.0
COG3,31.0,29.0,27.0,104.0,48.0,240.0
COG4,65.0,36.0,38.0,234.0,42.0,405.0
COG6,41.0,28.0,29.0,218.0,19.0,320.0
COG7,21.0,17.0,24.0,220.0,17.0,290.0
COG8,38.0,17.0,25.0,240.0,20.0,330.0
COL10A1,78.0,62.0,28.0,59.0,29.0,244.0
COL11A1,39.0,15.0,39.0,37.0,61.0,203.0
COL1A1,36.0,16.0,55.0,33.0,71.0,209.0
COL24A1,60.0,29.0,68.0,33.0,31.0,229.0
COL26A1,57.0,55.0,27.0,89.0,44.0,280.0
COLEC10,98.0,36.0,37.0,35.0,21.0,225.0
COMMD5,45.0,49.0,70.0,57.0,54.0,282.0
COMTD1,55.0,38.0,61.0,98.0,42.0,294.0
COP1,83.0,63.0,114.0,108.0,85.0,466.0
COPA,64.0,40.0,48.0,25.0,39.0,233.0
COPS2,90.0,17.0,43.0,27.0,24.0,203.0
COPS3,93.0,37.0,73.0,31.0,92.0,331.0
COPS4,123.0,46.0,121.0,42.0,139.0,458.0
COPS5,90.0,19.0,35.0,19.0,28.0,208.0
COPS8,43.0,28.0,46.0,35.0,47.0,217.0
COQ2,43.0,24.0,60.0,69.0,51.0,267.0
COQ8A,61.0,29.0,51.0,55.0,28.0,243.0
CORO6,34.0,54.0,54.0,38.0,18.0,206.0
COX14,34.0,38.0,53.0,38.0,31.0,208.0
COX17,81.0,47.0,62.0,34.0,64.0,301.0
COX4I1,66.0,38.0,37.0,24.0,41.0,220.0
COX5A,56.0,29.0,32.0,52.0,53.0,233.0
COX7A1,25.0,15.0,56.0,60.0,81.0,239.0
COX7A2,57.0,91.0,28.0,64.0,26.0,250.0
COX7A2L,67.0,46.0,26.0,69.0,25.0,229.0
COX7C,164.0,77.0,97.0,81.0,45.0,450.0
COX8A,78.0,46.0,50.0,46.0,28.0,257.0
CPNE8,56.0,50.0,42.0,67.0,31.0,254.0
CPSF1,49.0,39.0,79.0,37.0,30.0,248.0
CPSF2,62.0,34.0,114.0,77.0,42.0,311.0
CPSF3,51.0,30.0,57.0,49.0,19.0,207.0
CPSF4,67.0,51.0,27.0,112.0,70.0,332.0
CPSF6,109.0,53.0,79.0,49.0,50.0,343.0
CREBBP,147.0,44.0,157.0,68.0,105.0,533.0
CRELD2,65.0,47.0,48.0,39.0,23.0,225.0
CRK,47.0,23.0,64.0,52.0,82.0,281.0
CRKL,164.0,92.0,181.0,186.0,161.0,784.0
CRTC3,78.0,40.0,20.0,170.0,60.0,386.0
CRY1,35.0,31.0,43.0,31.0,69.0,212.0
CRY2,29.0,21.0,47.0,33.0,80.0,207.0
CRYBG2,55.0,50.0,51.0,48.0,36.0,250.0
CRYM,26.0,56.0,40.0,65.0,19.0,208.0
CS,46.0,22.0,31.0,24.0,82.0,202.0
CSAD,45.0,21.0,61.0,56.0,17.0,211.0
CSE1L,114.0,66.0,83.0,165.0,84.0,519.0
CSNK1A1,213.0,95.0,153.0,247.0,193.0,885.0
CSNK2A1,138.0,38.0,45.0,113.0,55.0,384.0
CSNK2B,166.0,34.0,153.0,129.0,93.0,584.0
CSRNP2,34.0,22.0,89.0,26.0,26.0,208.0
CSRP2BP,62.0,46.0,38.0,39.0,29.0,231.0
CSTF3,90.0,31.0,101.0,39.0,40.0,317.0
CT47A10,66.0,23.0,42.0,55.0,21.0,224.0
CT47A2,59.0,39.0,38.0,31.0,27.0,217.0
CTAG1B,56.0,101.0,39.0,53.0,27.0,274.0
CTAG2,81.0,40.0,30.0,33.0,33.0,225.0
CTAGE4,70.0,67.0,33.0,44.0,24.0,255.0
CTC1,69.0,54.0,69.0,33.0,29.0,266.0
CTCF,106.0,24.0,49.0,67.0,24.0,285.0
CTGF,61.0,28.0,41.0,74.0,16.0,227.0
CTNNBL1,56.0,31.0,90.0,85.0,42.0,295.0
CTR9,95.0,28.0,64.0,30.0,147.0,344.0
CTRC,52.0,24.0,58.0,33.0,25.0,206.0
CTSS,47.0,53.0,27.0,58.0,32.0,220.0
CUL1,61.0,38.0,36.0,55.0,59.0,244.0
CUL2,54.0,26.0,122.0,86.0,25.0,307.0
CUL3,80.0,65.0,32.0,94.0,25.0,298.0
CWC27,130.0,128.0,43.0,103.0,22.0,411.0
CXXC1,35.0,35.0,70.0,57.0,43.0,254.0
CYB561D1,114.0,69.0,77.0,84.0,23.0,380.0
CYB5A,35.0,89.0,41.0,83.0,16.0,253.0
CYB5B,90.0,65.0,29.0,21.0,22.0,234.0
CYB5D1,40.0,12.0,18.0,100.0,39.0,216.0
CYBA,44.0,36.0,109.0,52.0,18.0,269.0
CYC1,117.0,39.0,31.0,65.0,18.0,293.0
CYCS,81.0,39.0,40.0,30.0,56.0,249.0
CYFIP1,37.0,31.0,37.0,173.0,55.0,339.0
CYHR1,54.0,48.0,37.0,61.0,24.0,233.0
CYP11A1,39.0,25.0,77.0,43.0,32.0,217.0
CYP2C18,79.0,50.0,26.0,59.0,24.0,239.0
CYP4F11,44.0,19.0,144.0,97.0,22.0,330.0
CYR61,60.0,39.0,44.0,56.0,24.0,226.0
CYSRT1,57.0,32.0,94.0,53.0,54.0,299.0
DAB2,58.0,35.0,24.0,125.0,25.0,269.0
DAD1,143.0,55.0,144.0,74.0,143.0,549.0
DARS,205.0,58.0,198.0,163.0,177.0,798.0
DAZAP1,128.0,73.0,33.0,64.0,24.0,327.0
DAZAP2,65.0,47.0,40.0,131.0,30.0,298.0
DBR1,172.0,40.0,97.0,72.0,45.0,406.0
DCAF1,99.0,21.0,47.0,51.0,69.0,288.0
DCAF16,34.0,31.0,25.0,99.0,19.0,213.0
DCAF17,61.0,41.0,24.0,64.0,41.0,228.0
DCTD,84.0,60.0,82.0,29.0,21.0,272.0
DCTN1,51.0,37.0,34.0,110.0,25.0,267.0
DCTN2,27.0,20.0,31.0,49.0,63.0,215.0
DCTN3,29.0,54.0,20.0,141.0,20.0,263.0
DCTN5,49.0,43.0,50.0,173.0,26.0,352.0
DCTN6,37.0,32.0,44.0,135.0,27.0,296.0
DCUN1D1,83.0,37.0,60.0,32.0,35.0,258.0
DDA1,62.0,20.0,62.0,46.0,13.0,205.0
DDB1,112.0,57.0,97.0,45.0,48.0,357.0
DDB2,89.0,32.0,63.0,30.0,29.0,238.0
DDI2,59.0,34.0,83.0,99.0,37.0,314.0
DDIAS,43.0,22.0,53.0,28.0,70.0,215.0
DDIT4,56.0,18.0,57.0,27.0,78.0,250.0
DDOST,126.0,132.0,120.0,227.0,106.0,688.0
DDRGK1,44.0,35.0,46.0,53.0,51.0,233.0
DDX10,204.0,64.0,146.0,125.0,142.0,658.0
DDX18,76.0,37.0,143.0,39.0,65.0,349.0
DDX20,45.0,28.0,76.0,41.0,56.0,250.0
DDX21,55.0,32.0,45.0,48.0,42.0,226.0
DDX27,107.0,28.0,66.0,36.0,67.0,297.0
DDX42,31.0,18.0,98.0,40.0,49.0,223.0
DDX46,74.0,17.0,45.0,107.0,137.0,377.0
DDX47,111.0,35.0,67.0,41.0,61.0,327.0
DDX49,47.0,44.0,58.0,34.0,32.0,210.0
DDX5,90.0,30.0,38.0,57.0,78.0,287.0
DDX50,56.0,60.0,73.0,184.0,67.0,450.0
DDX51,38.0,61.0,78.0,118.0,35.0,333.0
DDX52,100.0,52.0,96.0,44.0,66.0,348.0
DDX54,143.0,26.0,53.0,39.0,52.0,309.0
DDX55,128.0,28.0,77.0,111.0,37.0,381.0
DDX56,53.0,16.0,60.0,27.0,47.0,213.0
DDX59,63.0,25.0,56.0,121.0,47.0,314.0
DDX6,44.0,42.0,68.0,50.0,27.0,236.0
DEFB109B,38.0,22.0,32.0,78.0,69.0,246.0
DEFB131,70.0,63.0,65.0,78.0,40.0,308.0
DEK,45.0,36.0,68.0,116.0,24.0,289.0
DENND2D,52.0,25.0,41.0,78.0,27.0,252.0
DENND6B,40.0,51.0,20.0,78.0,40.0,222.0
DENR,158.0,47.0,75.0,105.0,62.0,447.0
DEPDC4,57.0,47.0,47.0,105.0,66.0,331.0
DEPDC5,66.0,55.0,28.0,35.0,41.0,227.0
DERL2,168.0,54.0,144.0,193.0,97.0,647.0
DET1,96.0,35.0,48.0,139.0,24.0,335.0
DGAT1,105.0,59.0,42.0,68.0,44.0,308.0
DGCR14,52.0,46.0,33.0,57.0,26.0,222.0
DGCR8,35.0,31.0,31.0,85.0,25.0,214.0
DGKA,66.0,27.0,45.0,64.0,46.0,253.0
DGKD,49.0,51.0,54.0,54.0,27.0,232.0
DHDDS,106.0,123.0,122.0,76.0,125.0,533.0
DHFR,54.0,29.0,138.0,96.0,66.0,382.0
DHH,65.0,19.0,102.0,33.0,44.0,263.0
DHODH,43.0,26.0,77.0,52.0,54.0,265.0
DHPS,34.0,32.0,66.0,84.0,21.0,241.0
DHRS11,40.0,23.0,66.0,45.0,16.0,203.0
DHX15,72.0,52.0,69.0,44.0,25.0,261.0
DHX29,73.0,34.0,63.0,85.0,70.0,336.0
DHX33,125.0,46.0,95.0,56.0,96.0,399.0
DHX35,57.0,107.0,27.0,54.0,52.0,282.0
DHX36,75.0,43.0,91.0,86.0,43.0,348.0
DHX37,194.0,55.0,130.0,114.0,143.0,644.0
DHX38,96.0,22.0,43.0,43.0,37.0,251.0
DHX8,64.0,49.0,37.0,57.0,18.0,246.0
DICER1,52.0,26.0,43.0,47.0,51.0,232.0
DIDO1,70.0,31.0,79.0,49.0,36.0,256.0
DIEXF,128.0,36.0,132.0,100.0,56.0,445.0
DIMT1,183.0,56.0,170.0,104.0,92.0,607.0
DIO3,49.0,32.0,28.0,85.0,35.0,226.0
DIRAS3,58.0,16.0,61.0,32.0,34.0,204.0
DIS3,94.0,37.0,65.0,56.0,26.0,275.0
DKC1,170.0,38.0,94.0,107.0,47.0,444.0
DKK3,45.0,18.0,57.0,79.0,41.0,228.0
DLAT,54.0,24.0,51.0,30.0,132.0,285.0
DLD,54.0,24.0,32.0,44.0,86.0,233.0
DLG5,80.0,88.0,19.0,36.0,47.0,268.0
DLL4,47.0,47.0,30.0,134.0,51.0,318.0
DLST,92.0,85.0,77.0,42.0,117.0,401.0
DLX3,50.0,40.0,93.0,30.0,16.0,239.0
DMAP1,98.0,39.0,56.0,33.0,35.0,274.0
DMPK,37.0,35.0,18.0,93.0,31.0,221.0
DMTN,34.0,36.0,21.0,80.0,18.0,202.0
DMXL2,70.0,68.0,42.0,31.0,48.0,273.0
DNAJB11,56.0,35.0,48.0,67.0,32.0,242.0
DNAJB6,55.0,39.0,79.0,36.0,37.0,262.0
DNAJC11,125.0,30.0,55.0,26.0,81.0,330.0
DNAJC12,52.0,17.0,35.0,61.0,57.0,231.0
DNAJC17,101.0,36.0,85.0,70.0,26.0,307.0
DNAJC22,84.0,54.0,78.0,29.0,25.0,256.0
DNASE2,43.0,55.0,32.0,65.0,18.0,226.0
DNM2,165.0,78.0,86.0,92.0,56.0,470.0
DNMT1,48.0,46.0,56.0,105.0,21.0,288.0
DNMT3B,30.0,88.0,17.0,68.0,19.0,219.0
DNPEP,100.0,37.0,33.0,59.0,27.0,266.0
DOCK2,59.0,21.0,28.0,51.0,47.0,204.0
DOCK3,111.0,57.0,44.0,82.0,32.0,324.0
DOCK7,55.0,54.0,133.0,65.0,85.0,380.0
DOLPP1,87.0,34.0,36.0,99.0,52.0,313.0
DPAGT1,120.0,45.0,72.0,43.0,47.0,319.0
DPH1,40.0,25.0,99.0,71.0,70.0,295.0
DPH3,70.0,30.0,51.0,125.0,56.0,324.0
DPM1,39.0,196.0,56.0,17.0,48.0,347.0
DPM2,80.0,180.0,42.0,23.0,44.0,366.0
DPM3,44.0,72.0,45.0,21.0,52.0,224.0
DPP3,45.0,19.0,71.0,57.0,75.0,271.0
DPP7,82.0,25.0,36.0,50.0,24.0,234.0
DPY30,31.0,43.0,106.0,37.0,90.0,296.0
DR1,119.0,25.0,46.0,68.0,31.0,312.0
DROSHA,52.0,35.0,71.0,107.0,30.0,288.0
DSCC1,101.0,33.0,78.0,48.0,74.0,340.0
DSN1,47.0,22.0,71.0,48.0,50.0,249.0
DTX3,46.0,30.0,15.0,105.0,24.0,222.0
DTYMK,89.0,58.0,147.0,67.0,44.0,390.0
DUOX1,46.0,29.0,64.0,29.0,35.0,206.0
DUOX2,78.0,46.0,28.0,34.0,43.0,220.0
DUOXA1,36.0,22.0,69.0,69.0,15.0,204.0
DUS1L,65.0,78.0,23.0,26.0,22.0,215.0
DUSP16,92.0,78.0,32.0,173.0,39.0,414.0
DUSP26,35.0,43.0,26.0,81.0,28.0,215.0
DUSP27,57.0,39.0,53.0,118.0,76.0,335.0
DUSP9,75.0,69.0,14.0,77.0,22.0,251.0
DUT,78.0,26.0,48.0,79.0,65.0,304.0
DVL2,45.0,31.0,68.0,39.0,44.0,238.0
DYNC1I2,63.0,28.0,40.0,40.0,61.0,248.0
DYNC1LI1,67.0,81.0,37.0,151.0,24.0,343.0
DYNLL1,55.0,35.0,39.0,43.0,26.0,212.0
DYNLRB1,61.0,41.0,70.0,64.0,88.0,319.0
DYNLRB2,73.0,23.0,61.0,59.0,27.0,245.0
DYRK1A,58.0,39.0,173.0,41.0,22.0,329.0
DZIP1L,86.0,24.0,61.0,32.0,43.0,244.0
E2F3,50.0,20.0,121.0,36.0,33.0,242.0
E2F8,77.0,37.0,46.0,128.0,64.0,341.0
E4F1,157.0,80.0,80.0,113.0,135.0,551.0
EARS2,39.0,18.0,27.0,33.0,116.0,238.0
ECT2,62.0,49.0,78.0,39.0,25.0,268.0
EDC3,72.0,14.0,45.0,67.0,86.0,274.0
EDIL3,23.0,33.0,23.0,84.0,44.0,204.0
EDN2,62.0,26.0,50.0,58.0,32.0,234.0
EEF1B2,76.0,34.0,60.0,45.0,25.0,257.0
EEF2,74.0,35.0,49.0,35.0,44.0,246.0
EEF2KMT,116.0,43.0,51.0,96.0,47.0,351.0
EFCAB6,132.0,64.0,24.0,91.0,44.0,354.0
EFHD2,61.0,24.0,17.0,77.0,18.0,203.0
EFR3A,82.0,26.0,48.0,53.0,28.0,238.0
EFTUD2,77.0,119.0,18.0,100.0,27.0,344.0
EGR1,58.0,36.0,39.0,62.0,112.0,306.0
EHMT1,109.0,28.0,71.0,75.0,57.0,353.0
EIF1AD,199.0,68.0,127.0,81.0,88.0,561.0
EIF1AX,145.0,18.0,41.0,22.0,44.0,250.0
EIF1B,30.0,16.0,35.0,77.0,43.0,212.0
EIF2A,52.0,14.0,47.0,44.0,46.0,214.0
EIF2AK1,92.0,43.0,27.0,98.0,26.0,275.0
EIF2B2,203.0,48.0,189.0,85.0,100.0,626.0
EIF2B3,57.0,30.0,31.0,67.0,41.0,227.0
EIF2B4,109.0,24.0,46.0,65.0,43.0,291.0
EIF2B5,57.0,23.0,66.0,59.0,79.0,283.0
EIF2S1,99.0,27.0,43.0,69.0,90.0,336.0
EIF2S3,107.0,45.0,53.0,55.0,36.0,313.0
EIF3A,149.0,47.0,133.0,60.0,85.0,468.0
EIF3B,74.0,27.0,111.0,46.0,91.0,351.0
EIF3CL,143.0,22.0,59.0,37.0,90.0,342.0
EIF3D,98.0,14.0,52.0,33.0,77.0,278.0
EIF3E,85.0,30.0,90.0,39.0,71.0,316.0
EIF3F,147.0,29.0,45.0,31.0,101.0,361.0
EIF3G,132.0,51.0,153.0,74.0,106.0,511.0
EIF3I,86.0,35.0,67.0,43.0,90.0,330.0
EIF3L,80.0,46.0,43.0,57.0,34.0,248.0
EIF3M,64.0,47.0,56.0,44.0,53.0,258.0
EIF4A1,106.0,49.0,104.0,96.0,92.0,439.0
EIF4A3,39.0,43.0,38.0,37.0,44.0,206.0
EIF4E,230.0,86.0,223.0,197.0,184.0,900.0
EIF4G1,99.0,43.0,35.0,21.0,45.0,249.0
EIF4G2,61.0,30.0,36.0,53.0,48.0,247.0
EIF5,49.0,35.0,50.0,37.0,48.0,239.0
EIF5A,92.0,59.0,179.0,154.0,51.0,532.0
EIF6,118.0,40.0,112.0,39.0,37.0,351.0
ELAC2,42.0,93.0,36.0,128.0,35.0,331.0
ELAVL1,116.0,18.0,30.0,145.0,81.0,388.0
ELF2,21.0,18.0,26.0,130.0,56.0,243.0
ELF3,39.0,17.0,74.0,49.0,47.0,231.0
ELL,44.0,32.0,32.0,100.0,66.0,262.0
ELL3,85.0,53.0,29.0,40.0,21.0,235.0
ELMO2,201.0,87.0,191.0,229.0,166.0,895.0
ELMO3,82.0,76.0,54.0,43.0,62.0,320.0
ELOA,126.0,57.0,107.0,86.0,32.0,411.0
ELOB,135.0,69.0,218.0,100.0,81.0,561.0
ELP3,28.0,23.0,56.0,45.0,57.0,202.0
ELP5,92.0,29.0,31.0,45.0,105.0,327.0
EMC7,51.0,47.0,55.0,50.0,26.0,225.0
EMC8,34.0,36.0,19.0,106.0,15.0,208.0
EMG1,60.0,33.0,90.0,80.0,99.0,371.0
EML3,67.0,21.0,48.0,16.0,137.0,294.0
EMP2,101.0,35.0,35.0,25.0,65.0,273.0
EMSY,53.0,26.0,35.0,44.0,70.0,223.0
ENAH,46.0,26.0,70.0,70.0,105.0,315.0
ENO1,58.0,47.0,41.0,90.0,31.0,267.0
ENPP1,66.0,67.0,32.0,44.0,23.0,235.0
ENTHD2,39.0,19.0,80.0,45.0,33.0,225.0
ENTPD6,43.0,40.0,65.0,60.0,58.0,270.0
ENTPD8,54.0,52.0,27.0,43.0,29.0,235.0
ENY2,37.0,29.0,75.0,38.0,17.0,208.0
EP400,56.0,30.0,91.0,38.0,24.0,223.0
EPB41L1,49.0,30.0,43.0,58.0,84.0,261.0
EPC1,41.0,26.0,74.0,101.0,47.0,295.0
EPC2,71.0,26.0,76.0,104.0,33.0,303.0
EPHB3,75.0,45.0,41.0,88.0,23.0,282.0
EPHX4,87.0,28.0,69.0,100.0,31.0,313.0
EPM2A,48.0,40.0,105.0,133.0,31.0,355.0
EPPK1,101.0,45.0,57.0,91.0,39.0,348.0
EPRS,136.0,52.0,59.0,36.0,37.0,316.0
EPS15L1,68.0,28.0,29.0,64.0,19.0,220.0
ERC1,41.0,32.0,45.0,72.0,15.0,208.0
ERCC3,41.0,27.0,77.0,28.0,59.0,209.0
ERGIC2,55.0,41.0,27.0,131.0,28.0,283.0
ERGIC3,40.0,18.0,43.0,82.0,47.0,227.0
ERI1,76.0,28.0,127.0,62.0,32.0,327.0
ERI3,69.0,77.0,24.0,136.0,46.0,345.0
ERMP1,32.0,20.0,25.0,94.0,47.0,224.0
ERO1A,54.0,30.0,29.0,42.0,59.0,215.0
ERO1L,61.0,25.0,48.0,56.0,38.0,254.0
ERO1LB,104.0,88.0,59.0,125.0,37.0,407.0
ERP44,50.0,33.0,26.0,140.0,38.0,280.0
ERVMER34-1,91.0,31.0,25.0,39.0,39.0,232.0
ESCO2,109.0,72.0,52.0,35.0,47.0,313.0
ESF1,173.0,64.0,119.0,104.0,120.0,570.0
ESM1,75.0,45.0,44.0,14.0,16.0,203.0
ESPL1,96.0,60.0,51.0,30.0,54.0,302.0
ETF1,97.0,38.0,30.0,89.0,23.0,264.0
ETFB,34.0,96.0,23.0,114.0,16.0,295.0
ETV3,52.0,37.0,48.0,26.0,72.0,242.0
EVA1C,34.0,31.0,42.0,53.0,25.0,210.0
EVI5,61.0,14.0,36.0,55.0,75.0,249.0
EVPL,38.0,24.0,35.0,67.0,48.0,211.0
EXD3,83.0,15.0,42.0,37.0,36.0,211.0
EXOC4,87.0,25.0,43.0,23.0,36.0,219.0
EXOC8,37.0,45.0,14.0,96.0,20.0,218.0
EXOSC1,76.0,72.0,95.0,165.0,56.0,461.0
EXOSC2,135.0,42.0,113.0,52.0,42.0,382.0
EXOSC3,87.0,18.0,17.0,58.0,41.0,230.0
EXOSC5,166.0,35.0,174.0,54.0,115.0,542.0
EXOSC6,111.0,56.0,54.0,107.0,80.0,414.0
EXOSC7,128.0,32.0,77.0,35.0,63.0,333.0
EXOSC8,113.0,31.0,76.0,42.0,23.0,278.0
EXOSC9,99.0,35.0,142.0,55.0,104.0,438.0
EXT1,42.0,51.0,139.0,43.0,36.0,305.0
EXT2,85.0,34.0,58.0,28.0,36.0,242.0
EXTL3,86.0,26.0,89.0,59.0,28.0,283.0
EZH2,57.0,30.0,53.0,33.0,57.0,226.0
F8,71.0,51.0,10.0,39.0,35.0,202.0
F8A2,61.0,23.0,39.0,68.0,47.0,241.0
FAAP100,68.0,35.0,35.0,101.0,49.0,283.0
FAAP20,42.0,31.0,45.0,39.0,34.0,207.0
FAHD2B,56.0,38.0,43.0,46.0,48.0,231.0
FAIM,87.0,32.0,47.0,37.0,15.0,225.0
FAM102A,76.0,41.0,77.0,47.0,28.0,293.0
FAM103A1,69.0,25.0,130.0,27.0,21.0,277.0
FAM105A,79.0,45.0,66.0,38.0,19.0,248.0
FAM106CP,65.0,25.0,87.0,76.0,22.0,278.0
