Gene,Mito,ConA,DAPI,WGA,Phalloidin,Sum
ABHD17C,16.0,12.0,20.0,35.0,23.0,108.0
ABHD18,6.0,3.0,5.0,3.0,10.0,36.0
ABHD2,21.0,9.0,21.0,17.0,12.0,81.0
ABHD3,59.0,60.0,29.0,66.0,18.0,215.0
ABHD4,41.0,17.0,23.0,11.0,16.0,126.0
ABHD5,19.0,13.0,10.0,9.0,12.0,65.0
ABHD6,40.0,46.0,26.0,57.0,26.0,189.0
ABHD8,28.0,12.0,33.0,18.0,15.0,104.0
ABI1,22.0,6.0,13.0,12.0,20.0,78.0
ABI2,16.0,8.0,30.0,9.0,12.0,85.0
ABI3,16.0,8.0,10.0,15.0,19.0,79.0
ABI3BP,24.0,17.0,22.0,16.0,10.0,90.0
ABL1,16.0,11.0,18.0,11.0,22.0,91.0
ABL2,17.0,9.0,22.0,14.0,18.0,85.0
ABLIM1,12.0,5.0,45.0,19.0,19.0,102.0
ABLIM2,16.0,14.0,21.0,13.0,19.0,89.0
ABLIM3,13.0,22.0,17.0,16.0,13.0,81.0
ABR,18.0,10.0,23.0,21.0,15.0,94.0
ABRA,29.0,8.0,14.0,14.0,15.0,95.0
ABRACL,17.0,4.0,21.0,21.0,35.0,99.0
ABRAXAS2,3.0,1.0,7.0,4.0,6.0,23.0
ABT1,144.0,69.0,119.0,106.0,116.0,569.0
ABTB1,26.0,11.0,32.0,14.0,21.0,122.0
ABTB2,34.0,20.0,19.0,28.0,25.0,132.0
AC007431.1,5.0,4.0,8.0,4.0,6.0,39.0
ACAA1,14.0,10.0,21.0,27.0,13.0,92.0
ACAA2,14.0,5.0,22.0,8.0,12.0,73.0
ACACA,39.0,31.0,32.0,38.0,21.0,172.0
ACACB,22.0,26.0,23.0,30.0,14.0,115.0
ACAD10,27.0,15.0,16.0,13.0,20.0,94.0
ACAD11,53.0,16.0,23.0,12.0,20.0,130.0
ACAD8,50.0,44.0,12.0,92.0,16.0,209.0
ACAD9,17.0,12.0,25.0,12.0,38.0,111.0
ACADL,23.0,12.0,14.0,18.0,26.0,96.0
ACADM,17.0,7.0,40.0,13.0,36.0,121.0
ACADS,35.0,19.0,31.0,12.0,24.0,124.0
ACADSB,11.0,6.0,10.0,12.0,33.0,85.0
ACADVL,23.0,9.0,15.0,26.0,19.0,98.0
ACAP1,17.0,13.0,28.0,17.0,26.0,98.0
ACAP2,10.0,3.0,6.0,12.0,24.0,61.0
ACAP3,53.0,25.0,35.0,30.0,14.0,158.0
ACAT1,11.0,15.0,14.0,14.0,11.0,67.0
ACAT2,17.0,8.0,16.0,11.0,20.0,76.0
ACBD3,14.0,10.0,27.0,59.0,16.0,123.0
ACBD4,16.0,9.0,37.0,11.0,23.0,105.0
ACBD5,21.0,8.0,27.0,7.0,13.0,82.0
ACBD6,23.0,9.0,15.0,18.0,20.0,90.0
ACBD7,18.0,11.0,35.0,12.0,16.0,99.0
ACCS,14.0,13.0,13.0,12.0,23.0,83.0
ACD,15.0,9.0,22.0,14.0,21.0,79.0
ACE,28.0,18.0,44.0,33.0,15.0,158.0
ACE2,17.0,10.0,29.0,12.0,11.0,84.0
ACER2,18.0,12.0,26.0,16.0,17.0,97.0
ACER3,13.0,9.0,32.0,9.0,43.0,116.0
ACHE,40.0,27.0,23.0,25.0,103.0,227.0
ACIN1,13.0,7.0,17.0,9.0,27.0,75.0
ACKR2,9.0,5.0,8.0,7.0,25.0,58.0
ACKR3,14.0,6.0,16.0,13.0,13.0,69.0
ACKR4,11.0,9.0,14.0,12.0,14.0,70.0
ACLY,19.0,10.0,47.0,18.0,44.0,154.0
ACMSD,21.0,10.0,22.0,17.0,45.0,121.0
ACO1,49.0,20.0,18.0,17.0,13.0,123.0
ACO2,35.0,35.0,26.0,30.0,30.0,168.0
ACOT1,21.0,3.0,14.0,13.0,17.0,76.0
ACOT11,19.0,15.0,34.0,21.0,22.0,109.0
ACOT13,28.0,18.0,15.0,21.0,29.0,113.0
ACOT2,28.0,12.0,23.0,13.0,18.0,100.0
ACOT4,13.0,11.0,9.0,7.0,28.0,72.0
ACOT6,25.0,6.0,16.0,10.0,17.0,75.0
ACOT7,43.0,15.0,23.0,26.0,26.0,139.0
ACOT8,20.0,9.0,10.0,10.0,11.0,63.0
ACOT9,26.0,8.0,15.0,11.0,14.0,76.0
ACOX1,22.0,10.0,24.0,15.0,14.0,89.0
ACOX2,7.0,5.0,23.0,8.0,19.0,69.0
ACOX3,18.0,7.0,12.0,15.0,45.0,108.0
ACOXL,25.0,8.0,17.0,13.0,34.0,114.0
ACP1,9.0,5.0,20.0,8.0,20.0,70.0
ACP2,23.0,7.0,10.0,9.0,50.0,107.0
ACP5,12.0,7.0,18.0,16.0,10.0,69.0
ACP6,13.0,8.0,11.0,15.0,35.0,91.0
ACPP,14.0,8.0,13.0,17.0,15.0,69.0
ACPT,26.0,16.0,17.0,15.0,26.0,106.0
ACRBP,23.0,15.0,11.0,9.0,50.0,110.0
ACRC,5.0,3.0,3.0,5.0,3.0,26.0
ACRV1,9.0,5.0,8.0,7.0,9.0,40.0
ACSBG1,19.0,16.0,27.0,23.0,21.0,115.0
ACSBG2,12.0,10.0,41.0,23.0,14.0,108.0
ACSF2,6.0,4.0,7.0,6.0,10.0,40.0
ACSF3,41.0,34.0,20.0,44.0,19.0,158.0
ACSL1,12.0,5.0,6.0,8.0,13.0,53.0
ACSL3,26.0,8.0,22.0,9.0,13.0,90.0
ACSL4,19.0,14.0,12.0,21.0,12.0,76.0
ACSL5,16.0,8.0,15.0,21.0,29.0,100.0
ACSL6,12.0,10.0,12.0,12.0,29.0,76.0
ACSM3,18.0,6.0,14.0,28.0,15.0,81.0
ACSM5,21.0,15.0,12.0,19.0,22.0,105.0
ACSS1,12.0,8.0,6.0,10.0,27.0,67.0
ACSS2,9.0,11.0,12.0,11.0,19.0,67.0
ACSS3,21.0,12.0,10.0,7.0,21.0,88.0
ACTA1,24.0,15.0,21.0,30.0,18.0,114.0
ACTA2,21.0,10.0,13.0,11.0,18.0,79.0
ACTB,102.0,40.0,104.0,30.0,60.0,348.0
ACTBL2,34.0,14.0,17.0,18.0,18.0,105.0
ACTC1,12.0,12.0,16.0,23.0,28.0,103.0
ACTG1,50.0,11.0,37.0,19.0,19.0,148.0
ACTG2,24.0,5.0,15.0,12.0,29.0,99.0
ACTL10,26.0,17.0,25.0,15.0,19.0,116.0
ACTL6A,56.0,39.0,91.0,40.0,16.0,262.0
ACTL7A,23.0,13.0,27.0,21.0,12.0,100.0
ACTL8,20.0,10.0,17.0,25.0,17.0,91.0
ACTN1,35.0,51.0,10.0,27.0,17.0,144.0
ACTN2,45.0,48.0,36.0,61.0,29.0,229.0
ACTN3,45.0,14.0,22.0,15.0,44.0,153.0
ACTN4,43.0,21.0,22.0,20.0,45.0,152.0
ACTR10,15.0,14.0,15.0,25.0,28.0,104.0
ACTR1A,39.0,48.0,15.0,125.0,43.0,281.0
ACTR1B,22.0,14.0,14.0,53.0,28.0,143.0
ACTR2,103.0,37.0,72.0,153.0,120.0,501.0
ACTR3,91.0,55.0,209.0,144.0,135.0,645.0
ACTR3B,15.0,8.0,17.0,20.0,15.0,80.0
ACTR3C,17.0,8.0,24.0,15.0,35.0,106.0
ACTR5,25.0,18.0,30.0,73.0,15.0,160.0
ACTR6,63.0,41.0,39.0,32.0,19.0,195.0
ACTR8,21.0,11.0,13.0,16.0,10.0,74.0
ACTRT3,14.0,8.0,13.0,12.0,27.0,78.0
ACVR1,13.0,6.0,11.0,9.0,14.0,62.0
ACVR1B,18.0,18.0,30.0,21.0,17.0,105.0
ACVR2A,20.0,8.0,28.0,10.0,57.0,126.0
ACVR2B,29.0,24.0,24.0,26.0,18.0,118.0
ACVRL1,16.0,16.0,22.0,14.0,17.0,105.0
ACY1,20.0,8.0,40.0,9.0,25.0,108.0
ACYP1,7.0,2.0,5.0,3.0,7.0,28.0
ACYP2,13.0,8.0,13.0,11.0,22.0,70.0
ADA,23.0,8.0,14.0,15.0,53.0,118.0
ADA2,5.0,3.0,5.0,4.0,8.0,27.0
ADAL,17.0,12.0,31.0,13.0,12.0,89.0
ADAM10,70.0,20.0,46.0,26.0,40.0,191.0
ADAM11,20.0,14.0,27.0,18.0,17.0,110.0
ADAM12,24.0,9.0,31.0,15.0,22.0,106.0
ADAM15,15.0,9.0,12.0,13.0,18.0,81.0
ADAM17,11.0,7.0,16.0,13.0,27.0,80.0
ADAM18,12.0,10.0,13.0,12.0,17.0,67.0
ADAM19,32.0,19.0,22.0,13.0,15.0,109.0
ADAM20,42.0,11.0,8.0,49.0,24.0,143.0
ADAM21,14.0,3.0,22.0,20.0,19.0,88.0
ADAM22,14.0,13.0,39.0,26.0,21.0,111.0
ADAM23,17.0,7.0,16.0,9.0,14.0,68.0
ADAM32,16.0,5.0,11.0,20.0,15.0,71.0
ADAM33,40.0,24.0,32.0,29.0,36.0,164.0
ADAM8,32.0,18.0,13.0,13.0,30.0,112.0
ADAM9,16.0,14.0,27.0,17.0,12.0,84.0
ADAMTS1,22.0,0.0,17.0,20.0,8.0,73.0
ADAMTS10,31.0,12.0,23.0,12.0,12.0,94.0
ADAMTS12,21.0,8.0,15.0,13.0,14.0,79.0
ADAMTS13,13.0,8.0,15.0,10.0,16.0,72.0
ADAMTS14,26.0,18.0,17.0,20.0,17.0,109.0
ADAMTS15,10.0,7.0,11.0,9.0,13.0,53.0
ADAMTS16,17.0,4.0,27.0,14.0,17.0,85.0
ADAMTS18,14.0,8.0,13.0,14.0,24.0,90.0
ADAMTS2,16.0,9.0,17.0,6.0,18.0,88.0
ADAMTS3,29.0,5.0,15.0,10.0,14.0,84.0
ADAMTS4,17.0,13.0,19.0,21.0,46.0,117.0
ADAMTS5,21.0,11.0,42.0,18.0,26.0,124.0
ADAMTS6,9.0,6.0,12.0,7.0,14.0,55.0
ADAMTS7,34.0,15.0,75.0,20.0,12.0,173.0
ADAMTS8,18.0,6.0,12.0,18.0,15.0,81.0
ADAMTSL1,30.0,17.0,41.0,6.0,19.0,115.0
ADAMTSL2,45.0,15.0,16.0,24.0,39.0,149.0
ADAMTSL3,13.0,7.0,12.0,7.0,14.0,62.0
ADAMTSL4,18.0,13.0,11.0,11.0,14.0,79.0
ADAMTSL4-AS1,27.0,17.0,24.0,12.0,22.0,117.0
ADAMTSL5,18.0,16.0,25.0,17.0,14.0,94.0
ADAP1,15.0,12.0,20.0,11.0,20.0,84.0
ADAP2,18.0,10.0,10.0,18.0,18.0,78.0
ADAR,12.0,7.0,15.0,10.0,10.0,57.0
ADARB1,21.0,8.0,9.0,15.0,13.0,74.0
ADAT1,10.0,8.0,9.0,5.0,11.0,41.0
ADAT2,17.0,10.0,9.0,17.0,13.0,73.0
ADAT3,37.0,26.0,19.0,15.0,20.0,123.0
ADCK1,25.0,13.0,18.0,12.0,20.0,89.0
ADCK2,19.0,17.0,14.0,15.0,17.0,86.0
ADCK3,6.0,4.0,9.0,6.0,6.0,39.0
ADCK4,24.0,4.0,14.0,10.0,28.0,87.0
ADCK5,26.0,10.0,31.0,26.0,12.0,107.0
ADCY1,21.0,12.0,20.0,19.0,40.0,122.0
ADCY10,31.0,22.0,27.0,55.0,57.0,196.0
ADCY3,21.0,11.0,17.0,15.0,15.0,77.0
ADCY4,43.0,12.0,25.0,28.0,39.0,154.0
ADCY5,56.0,80.0,20.0,46.0,14.0,212.0
ADCY6,17.0,10.0,29.0,10.0,16.0,89.0
ADCY7,41.0,15.0,25.0,15.0,12.0,121.0
ADCY9,15.0,20.0,12.0,19.0,12.0,86.0
ADD1,13.0,5.0,8.0,10.0,21.0,63.0
ADD2,26.0,15.0,30.0,27.0,14.0,122.0
ADD3,12.0,13.0,20.0,15.0,26.0,96.0
ADGRA2,17.0,12.0,78.0,28.0,32.0,174.0
ADGRA3,25.0,8.0,16.0,13.0,16.0,91.0
ADGRB1,28.0,18.0,53.0,14.0,18.0,140.0
ADGRB2,19.0,7.0,16.0,15.0,11.0,73.0
ADGRB3,21.0,12.0,36.0,39.0,36.0,146.0
ADGRD1,21.0,6.0,19.0,28.0,32.0,108.0
ADGRD2,28.0,10.0,19.0,25.0,12.0,97.0
ADGRE1,15.0,4.0,29.0,8.0,25.0,90.0
ADGRE2,12.0,5.0,7.0,13.0,10.0,55.0
ADGRE5,28.0,10.0,20.0,8.0,12.0,86.0
ADGRF1,25.0,7.0,17.0,10.0,18.0,80.0
ADGRF3,16.0,5.0,18.0,14.0,22.0,82.0
ADGRF4,30.0,20.0,16.0,13.0,19.0,100.0
ADGRF5,27.0,7.0,15.0,23.0,18.0,92.0
ADGRG1,7.0,12.0,15.0,9.0,10.0,63.0
ADGRG2,18.0,15.0,16.0,13.0,14.0,84.0
ADGRG5,9.0,3.0,19.0,6.0,11.0,49.0
ADGRG6,21.0,16.0,23.0,21.0,25.0,131.0
ADGRL1,37.0,13.0,91.0,13.0,18.0,184.0
ADGRL2,9.0,6.0,13.0,9.0,15.0,66.0
ADGRL3,9.0,7.0,12.0,11.0,14.0,59.0
ADGRL4,13.0,16.0,10.0,25.0,10.0,76.0
ADGRV1,24.0,9.0,22.0,16.0,10.0,81.0
ADH5,60.0,19.0,17.0,27.0,15.0,143.0
ADH7,5.0,6.0,13.0,7.0,14.0,50.0
ADHFE1,21.0,20.0,14.0,26.0,20.0,103.0
ADI1,34.0,36.0,96.0,15.0,33.0,219.0
ADIPOR1,20.0,14.0,18.0,37.0,14.0,116.0
ADIPOR2,20.0,11.0,19.0,12.0,19.0,96.0
ADIRF,28.0,10.0,30.0,12.0,27.0,121.0
ADK,27.0,19.0,22.0,17.0,13.0,105.0
ADM,26.0,13.0,51.0,33.0,28.0,158.0
ADM2,19.0,7.0,32.0,7.0,12.0,83.0
ADM5,24.0,11.0,34.0,13.0,21.0,114.0
ADNP,11.0,6.0,12.0,8.0,37.0,76.0
ADNP2,25.0,12.0,20.0,14.0,18.0,89.0
ADO,56.0,17.0,33.0,13.0,24.0,160.0
ADORA1,38.0,18.0,26.0,45.0,24.0,158.0
ADORA2A,31.0,22.0,49.0,60.0,24.0,201.0
ADORA2B,38.0,18.0,30.0,54.0,28.0,178.0
ADORA3,10.0,13.0,17.0,16.0,11.0,77.0
ADPGK,10.0,11.0,31.0,41.0,11.0,111.0
ADPRH,24.0,14.0,17.0,85.0,17.0,158.0
ADPRHL1,90.0,75.0,27.0,78.0,19.0,280.0
ADPRHL2,15.0,8.0,22.0,14.0,21.0,86.0
ADPRM,24.0,10.0,41.0,31.0,24.0,136.0
ADRA1B,7.0,8.0,14.0,10.0,17.0,63.0
ADRA2A,14.0,9.0,15.0,27.0,13.0,83.0
ADRA2C,15.0,8.0,19.0,10.0,12.0,75.0
ADRB1,24.0,15.0,13.0,20.0,13.0,94.0
ADRB2,22.0,10.0,11.0,11.0,13.0,79.0
ADRBK1,20.0,6.0,16.0,17.0,53.0,115.0
ADRBK2,6.0,2.0,6.0,4.0,6.0,32.0
ADRM1,38.0,8.0,18.0,22.0,19.0,119.0
ADSL,52.0,33.0,84.0,26.0,38.0,246.0
ADSS,46.0,31.0,94.0,38.0,26.0,243.0
ADSSL1,19.0,11.0,24.0,14.0,14.0,86.0
ADTRP,24.0,15.0,18.0,24.0,19.0,106.0
AEBP1,69.0,10.0,21.0,9.0,16.0,131.0
AEBP2,25.0,15.0,26.0,10.0,20.0,101.0
AEN,22.0,14.0,21.0,20.0,17.0,102.0
AES,21.0,16.0,17.0,34.0,21.0,113.0
AFAP1,26.0,14.0,23.0,12.0,21.0,101.0
AFAP1L1,10.0,7.0,15.0,11.0,18.0,65.0
AFAP1L2,12.0,12.0,24.0,16.0,31.0,98.0
AFDN,4.0,0.0,3.0,4.0,7.0,18.0
AFF1,73.0,27.0,41.0,19.0,32.0,201.0
AFF3,24.0,30.0,20.0,14.0,24.0,115.0
AFF4,17.0,9.0,15.0,17.0,38.0,102.0
AFG1L,4.0,3.0,5.0,2.0,6.0,27.0
AFG3L2,49.0,12.0,29.0,19.0,126.0,243.0
AFMID,13.0,16.0,18.0,11.0,17.0,83.0
AFP,10.0,5.0,16.0,21.0,12.0,62.0
AFTPH,21.0,22.0,8.0,20.0,18.0,91.0
AGA,14.0,14.0,18.0,14.0,13.0,81.0
AGAP1,52.0,68.0,21.0,47.0,22.0,215.0
AGAP11,25.0,9.0,20.0,10.0,37.0,114.0
AGAP2,16.0,6.0,13.0,10.0,52.0,104.0
AGAP3,43.0,30.0,20.0,34.0,9.0,142.0
AGAP4,28.0,22.0,28.0,28.0,16.0,122.0
AGAP5,56.0,33.0,29.0,24.0,21.0,164.0
AGAP6,21.0,10.0,18.0,11.0,13.0,79.0
AGAP9,29.0,15.0,26.0,16.0,14.0,106.0
AGBL1,16.0,7.0,12.0,17.0,11.0,67.0
AGBL2,29.0,10.0,10.0,15.0,30.0,96.0
AGBL3,12.0,5.0,9.0,9.0,14.0,57.0
AGBL4,13.0,7.0,16.0,10.0,9.0,64.0
AGBL5,21.0,16.0,33.0,21.0,30.0,128.0
AGER,22.0,10.0,13.0,9.0,15.0,83.0
AGFG1,23.0,9.0,20.0,12.0,34.0,102.0
AGFG2,14.0,17.0,14.0,15.0,8.0,75.0
AGGF1,20.0,15.0,17.0,20.0,37.0,118.0
AGK,15.0,8.0,11.0,10.0,18.0,77.0
AGL,23.0,11.0,15.0,17.0,23.0,95.0
AGMAT,22.0,9.0,19.0,16.0,20.0,94.0
AGO1,26.0,14.0,27.0,26.0,15.0,118.0
AGO2,55.0,21.0,44.0,22.0,19.0,180.0
AGO3,21.0,7.0,19.0,22.0,25.0,100.0
AGO4,25.0,7.0,7.0,14.0,17.0,83.0
AGPAT1,18.0,4.0,19.0,8.0,21.0,84.0
AGPAT2,24.0,18.0,16.0,22.0,23.0,122.0
AGPAT3,22.0,7.0,16.0,10.0,19.0,81.0
AGPAT4,26.0,5.0,17.0,17.0,24.0,96.0
AGPAT5,22.0,13.0,16.0,11.0,16.0,86.0
AGPAT6,4.0,1.0,8.0,3.0,8.0,28.0
AGPS,27.0,9.0,23.0,16.0,15.0,102.0
AGR2,35.0,16.0,17.0,15.0,26.0,121.0
AGRN,11.0,6.0,15.0,14.0,19.0,75.0
AGT,25.0,18.0,18.0,15.0,26.0,117.0
AGTPBP1,19.0,20.0,24.0,16.0,24.0,106.0
AGTR1,28.0,12.0,54.0,9.0,13.0,126.0
AGTR2,13.0,11.0,14.0,14.0,18.0,79.0
AGTRAP,16.0,7.0,21.0,39.0,10.0,108.0
AHCTF1,34.0,41.0,36.0,39.0,29.0,187.0
AHCY,21.0,25.0,22.0,21.0,17.0,107.0
AHCYL1,63.0,21.0,45.0,22.0,29.0,183.0
AHCYL2,17.0,9.0,16.0,29.0,54.0,124.0
AHDC1,40.0,49.0,23.0,35.0,47.0,196.0
AHI1,8.0,7.0,12.0,6.0,11.0,52.0
AHNAK,22.0,60.0,17.0,35.0,27.0,165.0
AHNAK2,17.0,7.0,9.0,11.0,15.0,64.0
AHR,15.0,11.0,34.0,69.0,127.0,255.0
AHRR,41.0,43.0,21.0,24.0,61.0,185.0
AHSA1,21.0,13.0,8.0,12.0,18.0,86.0
AHSA2,33.0,13.0,20.0,43.0,12.0,128.0
AICDA,28.0,20.0,24.0,29.0,12.0,109.0
AIDA,33.0,11.0,19.0,17.0,28.0,120.0
AIF1,9.0,25.0,15.0,14.0,14.0,84.0
AIF1L,21.0,11.0,13.0,6.0,40.0,98.0
AIFM1,19.0,8.0,16.0,9.0,72.0,129.0
AIFM2,22.0,9.0,16.0,11.0,15.0,75.0
AIFM3,31.0,14.0,22.0,22.0,11.0,109.0
AIG1,17.0,10.0,20.0,14.0,24.0,91.0
AIM1,7.0,4.0,6.0,5.0,7.0,36.0
AIM1L,5.0,5.0,4.0,3.0,9.0,30.0
AIM2,22.0,11.0,20.0,10.0,54.0,127.0
AIMP1,24.0,15.0,29.0,17.0,19.0,108.0
AIMP2,29.0,12.0,9.0,13.0,12.0,80.0
AIP,37.0,12.0,27.0,23.0,102.0,208.0
AJUBA,35.0,12.0,15.0,9.0,37.0,113.0
AK1,17.0,16.0,19.0,22.0,36.0,113.0
AK2,16.0,9.0,12.0,23.0,20.0,91.0
AK3,16.0,9.0,20.0,15.0,19.0,85.0
AK4,29.0,13.0,45.0,22.0,16.0,134.0
AK5,32.0,29.0,18.0,27.0,24.0,128.0
AK6,50.0,36.0,75.0,48.0,52.0,261.0
AK7,21.0,18.0,18.0,17.0,17.0,91.0
AK8,39.0,13.0,47.0,30.0,22.0,168.0
AK9,27.0,19.0,17.0,11.0,18.0,96.0
AKAP1,15.0,5.0,19.0,30.0,15.0,89.0
AKAP10,23.0,18.0,18.0,17.0,8.0,96.0
AKAP11,22.0,28.0,13.0,32.0,7.0,103.0
AKAP12,15.0,2.0,18.0,6.0,18.0,68.0
AKAP13,41.0,20.0,75.0,28.0,18.0,199.0
AKAP17A,15.0,6.0,10.0,12.0,15.0,57.0
AKAP2,17.0,10.0,20.0,20.0,31.0,118.0
AKAP3,23.0,11.0,17.0,11.0,14.0,84.0
AKAP5,36.0,56.0,20.0,51.0,34.0,189.0
AKAP6,19.0,13.0,21.0,24.0,20.0,99.0
AKAP7,20.0,23.0,11.0,36.0,11.0,112.0
AKAP8,16.0,25.0,22.0,23.0,13.0,99.0
AKAP8L,21.0,12.0,31.0,19.0,14.0,113.0
AKAP9,13.0,14.0,12.0,11.0,10.0,67.0
AKIP1,15.0,14.0,18.0,14.0,26.0,97.0
AKIRIN1,37.0,19.0,16.0,57.0,21.0,148.0
AKIRIN2,68.0,16.0,70.0,21.0,18.0,202.0
AKNA,16.0,8.0,20.0,46.0,15.0,103.0
AKNAD1,26.0,17.0,41.0,23.0,21.0,139.0
AKR1A1,15.0,10.0,19.0,37.0,15.0,99.0
AKR1B1,27.0,10.0,18.0,13.0,23.0,91.0
AKR1B10,18.0,4.0,22.0,10.0,20.0,74.0
AKR1C1,3.0,5.0,8.0,5.0,10.0,36.0
AKR1C2,14.0,4.0,10.0,10.0,13.0,54.0
AKR1C3,31.0,7.0,19.0,39.0,18.0,118.0
AKR1E2,32.0,11.0,22.0,15.0,45.0,122.0
AKR7A2,24.0,10.0,40.0,9.0,18.0,101.0
AKR7A3,23.0,11.0,30.0,16.0,17.0,97.0
AKR7L,23.0,34.0,18.0,21.0,14.0,115.0
AKT1,16.0,14.0,20.0,14.0,11.0,85.0
AKT1S1,62.0,27.0,46.0,10.0,56.0,207.0
AKT2,28.0,9.0,31.0,13.0,72.0,157.0
AKT3,16.0,8.0,19.0,8.0,12.0,66.0
AKTIP,41.0,17.0,29.0,21.0,19.0,135.0
ALAD,21.0,21.0,25.0,14.0,13.0,104.0
ALAS1,10.0,10.0,10.0,29.0,17.0,84.0
ALB,14.0,9.0,11.0,14.0,12.0,66.0
ALCAM,31.0,20.0,48.0,18.0,20.0,150.0
ALDH16A1,16.0,8.0,16.0,23.0,15.0,86.0
ALDH18A1,90.0,20.0,36.0,26.0,116.0,285.0
ALDH1A1,11.0,8.0,12.0,39.0,9.0,90.0
ALDH1A2,17.0,15.0,27.0,52.0,21.0,134.0
ALDH1A3,20.0,8.0,16.0,25.0,20.0,99.0
ALDH1B1,13.0,8.0,20.0,9.0,30.0,82.0
