Gene,Mito,ConA,DAPI,WGA,Phalloidin,Sum
ART1,68.0,39.0,31.0,41.0,22.0,208.0
ART3,31.0,17.0,30.0,20.0,59.0,167.0
ART4,69.0,14.0,23.0,20.0,56.0,197.0
ARX,32.0,17.0,18.0,23.0,27.0,126.0
ASB10,28.0,24.0,14.0,31.0,16.0,126.0
ASB11,24.0,13.0,21.0,24.0,23.0,122.0
ASB15,82.0,43.0,25.0,26.0,15.0,202.0
ASB17,19.0,15.0,31.0,25.0,18.0,112.0
ASB4,35.0,20.0,30.0,41.0,17.0,151.0
ASB5,24.0,18.0,52.0,14.0,18.0,137.0
ASCL1,28.0,23.0,41.0,61.0,27.0,177.0
ASCL2,28.0,14.0,12.0,28.0,32.0,116.0
ASCL3,60.0,24.0,27.0,30.0,37.0,172.0
ASCL4,32.0,21.0,47.0,26.0,24.0,151.0
ASGR2,23.0,34.0,9.0,21.0,27.0,126.0
ASIC5,45.0,15.0,59.0,23.0,41.0,197.0
ASMT,18.0,7.0,9.0,19.0,18.0,73.0
ASPA,23.0,18.0,10.0,22.0,14.0,93.0
ASPDH,20.0,14.0,18.0,17.0,15.0,85.0
ASPN,21.0,15.0,12.0,17.0,12.0,93.0
ASTN1,33.0,15.0,25.0,16.0,24.0,118.0
ASXL3,22.0,13.0,21.0,20.0,41.0,121.0
ATOH1,24.0,26.0,17.0,22.0,18.0,108.0
ATP10B,19.0,16.0,25.0,11.0,11.0,81.0
ATP12A,40.0,50.0,28.0,57.0,24.0,201.0
ATP13A5,76.0,62.0,11.0,74.0,18.0,235.0
ATP1A2,43.0,25.0,24.0,52.0,27.0,174.0
ATP1A4,20.0,15.0,18.0,24.0,11.0,92.0
ATP1B4,36.0,21.0,28.0,39.0,25.0,165.0
ATP2B2,29.0,47.0,25.0,22.0,13.0,136.0
ATP2B3,24.0,17.0,16.0,12.0,15.0,91.0
ATP4A,13.0,12.0,10.0,12.0,53.0,107.0
ATP4B,26.0,55.0,23.0,42.0,20.0,159.0
ATP6V0D2,25.0,13.0,51.0,25.0,29.0,143.0
ATP8A2,22.0,12.0,19.0,16.0,14.0,85.0
ATXN3L,17.0,21.0,19.0,17.0,16.0,102.0
AVP,17.0,12.0,20.0,29.0,39.0,121.0
AVPR1B,22.0,18.0,28.0,23.0,27.0,131.0
AWAT1,14.0,8.0,29.0,15.0,12.0,89.0
AWAT2,40.0,30.0,23.0,39.0,31.0,170.0
B3GNT6,31.0,19.0,23.0,17.0,18.0,120.0
B4GALNT2,51.0,22.0,26.0,21.0,26.0,148.0
BANF2,20.0,17.0,23.0,35.0,18.0,121.0
BARX2,37.0,36.0,35.0,39.0,20.0,165.0
BBOX1,15.0,9.0,4.0,11.0,17.0,61.0
BCL6B,27.0,20.0,41.0,21.0,29.0,152.0
BCO1,13.0,8.0,20.0,11.0,12.0,69.0
BECN2,59.0,59.0,25.0,78.0,20.0,240.0
BEND2,45.0,18.0,33.0,37.0,28.0,170.0
BEND4,24.0,15.0,31.0,22.0,16.0,110.0
BEST2,65.0,19.0,29.0,78.0,38.0,226.0
BEX5,14.0,14.0,19.0,18.0,18.0,89.0
BFSP2,76.0,19.0,42.0,33.0,62.0,221.0
BHLHA9,23.0,11.0,42.0,19.0,26.0,120.0
BHLHE23,29.0,11.0,13.0,21.0,18.0,94.0
BHMG1,22.0,19.0,10.0,17.0,17.0,95.0
BHMT,24.0,26.0,25.0,23.0,14.0,114.0
BLID,18.0,15.0,15.0,30.0,21.0,98.0
BLK,47.0,17.0,14.0,33.0,62.0,178.0
BMP10,40.0,20.0,25.0,51.0,25.0,166.0
BMP15,46.0,22.0,47.0,18.0,31.0,170.0
BMP3,43.0,20.0,30.0,35.0,31.0,160.0
BMX,37.0,20.0,20.0,38.0,18.0,136.0
BOD1L2,39.0,31.0,26.0,49.0,45.0,201.0
BOLL,75.0,61.0,20.0,146.0,22.0,323.0
BPIFA1,39.0,11.0,22.0,36.0,24.0,130.0
BPIFA2,22.0,21.0,12.0,29.0,21.0,120.0
BPIFA3,59.0,94.0,21.0,36.0,30.0,235.0
BPIFB1,55.0,15.0,29.0,34.0,65.0,204.0
BPIFB2,25.0,25.0,25.0,17.0,18.0,103.0
BPIFB3,25.0,17.0,25.0,23.0,16.0,116.0
BPIFB4,38.0,12.0,34.0,38.0,18.0,151.0
BPIFB6,43.0,43.0,27.0,21.0,39.0,182.0
BPIFC,43.0,16.0,18.0,30.0,17.0,131.0
BPY2,35.0,24.0,37.0,28.0,19.0,146.0
BPY2B,57.0,32.0,29.0,43.0,29.0,201.0
BPY2C,11.0,14.0,9.0,13.0,13.0,64.0
BRDT,41.0,25.0,78.0,17.0,21.0,208.0
BRINP1,30.0,18.0,12.0,19.0,16.0,104.0
BRINP2,17.0,13.0,17.0,16.0,18.0,95.0
BRINP3,40.0,11.0,20.0,22.0,15.0,118.0
BRS3,29.0,16.0,26.0,13.0,29.0,116.0
BSND,41.0,20.0,25.0,33.0,33.0,159.0
BSPH1,28.0,12.0,23.0,13.0,29.0,113.0
BSX,22.0,16.0,16.0,16.0,15.0,93.0
BTBD17,61.0,18.0,28.0,21.0,19.0,159.0
BTG4,56.0,17.0,16.0,11.0,10.0,111.0
BTLA,37.0,12.0,20.0,31.0,21.0,124.0
BTNL2,26.0,16.0,30.0,21.0,30.0,133.0
BTNL3,23.0,14.0,13.0,16.0,23.0,102.0
BTNL8,39.0,22.0,42.0,18.0,22.0,159.0
C10orf120,52.0,26.0,20.0,33.0,20.0,153.0
C10orf143,33.0,26.0,20.0,19.0,32.0,136.0
C10orf53,33.0,19.0,20.0,24.0,19.0,128.0
C10orf71,67.0,36.0,37.0,40.0,39.0,220.0
C10orf99,25.0,22.0,23.0,26.0,23.0,138.0
C11orf16,25.0,14.0,33.0,21.0,40.0,129.0
C11orf21,23.0,17.0,24.0,20.0,11.0,93.0
C11orf87,35.0,55.0,21.0,54.0,20.0,193.0
C11orf91,32.0,12.0,48.0,24.0,30.0,168.0
C11orf97,33.0,23.0,19.0,27.0,34.0,138.0
C12orf50,26.0,19.0,14.0,24.0,15.0,104.0
C13orf42,29.0,13.0,42.0,30.0,39.0,165.0
C14orf39,24.0,15.0,28.0,28.0,18.0,116.0
C16orf78,15.0,27.0,9.0,51.0,21.0,142.0
C16orf82,31.0,9.0,34.0,36.0,29.0,136.0
C16orf90,85.0,27.0,23.0,65.0,52.0,261.0
C16orf92,21.0,8.0,19.0,20.0,16.0,93.0
C16orf96,21.0,23.0,22.0,24.0,16.0,114.0
C17orf64,21.0,26.0,20.0,79.0,13.0,161.0
C17orf98,25.0,22.0,16.0,58.0,35.0,168.0
C17orf99,56.0,46.0,25.0,39.0,11.0,185.0
C18orf63,28.0,20.0,51.0,33.0,18.0,151.0
C19orf18,38.0,18.0,25.0,15.0,20.0,115.0
C19orf67,73.0,23.0,25.0,45.0,32.0,198.0
C19orf81,23.0,11.0,28.0,9.0,22.0,98.0
C1QA,18.0,18.0,13.0,39.0,14.0,117.0
C1QB,33.0,41.0,41.0,24.0,13.0,155.0
C1QC,16.0,10.0,13.0,15.0,39.0,109.0
C1QL2,90.0,28.0,39.0,47.0,42.0,238.0
C1QTNF8,24.0,17.0,40.0,35.0,19.0,147.0
C1QTNF9,18.0,14.0,19.0,26.0,13.0,107.0
C1orf105,25.0,44.0,15.0,41.0,11.0,149.0
C1orf127,31.0,12.0,14.0,21.0,19.0,108.0
C1orf141,15.0,8.0,22.0,14.0,15.0,80.0
C1orf146,27.0,20.0,32.0,37.0,20.0,150.0
C1orf158,15.0,18.0,17.0,12.0,12.0,76.0
C1orf185,18.0,20.0,20.0,23.0,14.0,101.0
C1orf189,22.0,14.0,21.0,15.0,45.0,126.0
C1orf194,31.0,31.0,54.0,40.0,14.0,177.0
C1orf232,22.0,11.0,17.0,10.0,17.0,83.0
C1orf68,23.0,18.0,15.0,17.0,14.0,97.0
C1orf87,24.0,35.0,11.0,36.0,19.0,129.0
C1orf94,27.0,17.0,18.0,22.0,13.0,100.0
C20orf173,16.0,8.0,34.0,17.0,16.0,101.0
C20orf202,73.0,27.0,23.0,13.0,25.0,167.0
C20orf203,44.0,14.0,16.0,71.0,41.0,197.0
C20orf85,23.0,52.0,22.0,42.0,45.0,176.0
C21orf62,25.0,15.0,14.0,23.0,14.0,102.0
C22orf31,35.0,24.0,15.0,16.0,11.0,102.0
C22orf42,57.0,21.0,29.0,23.0,17.0,150.0
C2CD6,40.0,23.0,45.0,31.0,37.0,209.0
C2orf50,32.0,15.0,21.0,39.0,42.0,150.0
C2orf73,30.0,25.0,15.0,66.0,27.0,171.0
C2orf80,27.0,14.0,16.0,9.0,18.0,101.0
C2orf83,13.0,12.0,54.0,44.0,26.0,142.0
C3orf22,27.0,15.0,59.0,39.0,53.0,197.0
C3orf56,30.0,13.0,14.0,24.0,14.0,106.0
C3orf84,33.0,28.0,31.0,44.0,12.0,149.0
C3orf85,51.0,17.0,35.0,43.0,16.0,166.0
C4orf17,18.0,13.0,8.0,14.0,20.0,86.0
C4orf45,12.0,17.0,12.0,38.0,13.0,100.0
C4orf50,21.0,20.0,34.0,9.0,15.0,107.0
C4orf51,60.0,19.0,19.0,54.0,17.0,173.0
C5orf52,21.0,20.0,25.0,12.0,20.0,98.0
C5orf58,19.0,7.0,17.0,20.0,13.0,77.0
C6,36.0,10.0,22.0,29.0,54.0,159.0
C6orf118,34.0,21.0,20.0,27.0,17.0,120.0
C6orf15,43.0,22.0,26.0,47.0,37.0,190.0
C6orf52,36.0,12.0,12.0,19.0,20.0,109.0
C6orf58,29.0,35.0,19.0,56.0,22.0,152.0
C7,31.0,49.0,23.0,22.0,16.0,142.0
C7orf33,28.0,13.0,13.0,30.0,22.0,116.0
C8A,39.0,28.0,20.0,29.0,27.0,143.0
C8B,40.0,10.0,14.0,36.0,11.0,119.0
C8orf74,78.0,27.0,36.0,51.0,60.0,264.0
C9orf50,47.0,32.0,27.0,49.0,21.0,174.0
C9orf57,18.0,14.0,20.0,60.0,17.0,129.0
CA10,35.0,41.0,28.0,78.0,26.0,196.0
CA4,34.0,22.0,13.0,59.0,24.0,159.0
CA6,18.0,13.0,15.0,15.0,16.0,87.0
CA7,12.0,7.0,21.0,12.0,29.0,91.0
CA8,24.0,20.0,35.0,16.0,17.0,121.0
CABP1,22.0,16.0,13.0,20.0,16.0,96.0
CABP2,41.0,23.0,18.0,19.0,18.0,134.0
CABP5,20.0,15.0,21.0,23.0,16.0,106.0
CABS1,22.0,14.0,29.0,16.0,18.0,106.0
CACNA1B,43.0,30.0,25.0,40.0,13.0,169.0
CACNA1D,19.0,8.0,11.0,14.0,18.0,76.0
CACNA1E,36.0,29.0,21.0,80.0,12.0,182.0
CACNA1I,19.0,9.0,8.0,16.0,11.0,83.0
CACNA1S,31.0,21.0,35.0,29.0,26.0,146.0
CACNG1,17.0,15.0,13.0,18.0,15.0,81.0
CACNG2,26.0,14.0,17.0,17.0,42.0,113.0
CACNG7,21.0,18.0,11.0,11.0,26.0,96.0
CADM3,25.0,15.0,46.0,32.0,22.0,146.0
CALCA,23.0,10.0,25.0,27.0,17.0,117.0
CALCB,76.0,56.0,30.0,76.0,24.0,268.0
CALHM4,2.0,2.0,1.0,2.0,1.0,8.0
CALHM5,56.0,20.0,35.0,31.0,42.0,199.0
CALML5,25.0,24.0,27.0,27.0,23.0,133.0
CALN1,25.0,15.0,26.0,20.0,25.0,111.0
CALR3,95.0,33.0,22.0,48.0,28.0,231.0
CAMK1G,59.0,28.0,33.0,48.0,43.0,211.0
CAMK2A,21.0,15.0,15.0,73.0,48.0,182.0
CAMP,20.0,28.0,19.0,30.0,18.0,126.0
CAPN13,27.0,31.0,19.0,53.0,21.0,156.0
CAPN14,63.0,19.0,35.0,25.0,25.0,183.0
CAPN8,21.0,30.0,16.0,14.0,46.0,122.0
CAPN9,38.0,29.0,29.0,25.0,28.0,159.0
CAPZA3,27.0,10.0,20.0,16.0,15.0,94.0
CARD17,23.0,17.0,25.0,29.0,16.0,121.0
CARD18,39.0,49.0,11.0,25.0,21.0,144.0
CARTPT,23.0,36.0,19.0,23.0,21.0,125.0
CASP5,33.0,14.0,21.0,21.0,17.0,118.0
CASQ2,28.0,21.0,24.0,52.0,21.0,151.0
CASR,21.0,28.0,27.0,44.0,15.0,141.0
CATSPER4,31.0,14.0,34.0,23.0,34.0,146.0
CATSPERD,19.0,12.0,23.0,30.0,16.0,109.0
CBLN1,31.0,35.0,26.0,50.0,16.0,153.0
CBLN4,24.0,41.0,9.0,17.0,14.0,109.0
CCDC105,43.0,40.0,25.0,81.0,18.0,197.0
CCDC141,29.0,16.0,17.0,17.0,29.0,129.0
CCDC160,22.0,12.0,15.0,16.0,12.0,83.0
CCDC166,60.0,30.0,74.0,39.0,38.0,253.0
CCDC168,21.0,13.0,37.0,9.0,29.0,116.0
CCDC170,14.0,21.0,10.0,18.0,11.0,78.0
CCDC172,19.0,18.0,21.0,36.0,19.0,123.0
CCDC175,24.0,11.0,20.0,31.0,57.0,144.0
CCDC178,17.0,19.0,24.0,18.0,18.0,98.0
CCDC179,31.0,15.0,30.0,20.0,43.0,144.0
CCDC182,27.0,10.0,13.0,21.0,45.0,122.0
CCDC196,25.0,17.0,15.0,22.0,18.0,103.0
CCDC27,21.0,13.0,19.0,33.0,22.0,111.0
CCDC39,24.0,13.0,19.0,22.0,17.0,100.0
CCDC42,20.0,19.0,27.0,15.0,14.0,101.0
CCDC54,38.0,44.0,49.0,77.0,35.0,248.0
CCDC63,15.0,11.0,14.0,10.0,20.0,76.0
CCDC70,35.0,18.0,30.0,32.0,18.0,143.0
CCER1,32.0,17.0,22.0,21.0,25.0,128.0
CCKAR,23.0,26.0,17.0,13.0,18.0,106.0
CCKBR,57.0,40.0,22.0,45.0,32.0,188.0
CCL1,18.0,14.0,34.0,10.0,19.0,105.0
CCL11,13.0,27.0,30.0,26.0,20.0,124.0
CCL14,63.0,70.0,19.0,124.0,19.0,292.0
CCL15,29.0,10.0,11.0,15.0,10.0,81.0
CCL16,31.0,21.0,27.0,26.0,16.0,131.0
CCL17,36.0,17.0,24.0,21.0,18.0,129.0
CCL18,20.0,20.0,21.0,18.0,14.0,95.0
CCL19,28.0,19.0,9.0,21.0,21.0,116.0
CCL20,38.0,9.0,11.0,27.0,37.0,139.0
CCL22,31.0,17.0,26.0,25.0,29.0,138.0
CCL23,23.0,54.0,12.0,64.0,37.0,194.0
CCL24,44.0,41.0,49.0,24.0,21.0,192.0
CCL25,34.0,19.0,20.0,22.0,51.0,150.0
CCL3L3,24.0,10.0,12.0,18.0,12.0,93.0
CCL4,37.0,17.0,33.0,23.0,92.0,201.0
CCL4L2,29.0,33.0,21.0,39.0,19.0,148.0
CCR3,57.0,55.0,31.0,51.0,47.0,235.0
CCR4,13.0,21.0,29.0,28.0,16.0,124.0
CCR5,18.0,8.0,20.0,18.0,12.0,93.0
CCR6,69.0,61.0,35.0,117.0,15.0,291.0
CCR9,43.0,18.0,18.0,64.0,37.0,187.0
CCT8L2,38.0,17.0,21.0,11.0,12.0,103.0
CD163,16.0,18.0,38.0,15.0,32.0,126.0
CD19,19.0,14.0,23.0,13.0,57.0,123.0
CD1A,28.0,9.0,19.0,18.0,12.0,97.0
CD1B,37.0,19.0,31.0,22.0,30.0,150.0
CD1C,23.0,34.0,22.0,27.0,13.0,125.0
CD1D,24.0,12.0,26.0,19.0,17.0,99.0
CD1E,42.0,23.0,32.0,39.0,55.0,200.0
CD2,36.0,16.0,37.0,40.0,13.0,158.0
CD200R1L,26.0,8.0,29.0,41.0,27.0,136.0
CD207,35.0,36.0,56.0,28.0,22.0,178.0
CD209,14.0,16.0,25.0,17.0,39.0,117.0
CD22,30.0,16.0,28.0,21.0,12.0,115.0
CD244,30.0,18.0,14.0,16.0,41.0,128.0
CD300C,32.0,22.0,16.0,73.0,24.0,173.0
CD300E,34.0,15.0,16.0,12.0,10.0,96.0
CD300LB,49.0,48.0,57.0,90.0,20.0,268.0
CD300LD,23.0,19.0,16.0,20.0,17.0,107.0
CD300LG,36.0,39.0,43.0,39.0,32.0,195.0
CD3D,46.0,10.0,22.0,20.0,36.0,137.0
CD3E,97.0,59.0,25.0,58.0,15.0,251.0
CD3G,13.0,54.0,26.0,32.0,15.0,143.0
CD40,79.0,52.0,50.0,43.0,47.0,267.0
CD40LG,27.0,26.0,26.0,15.0,14.0,106.0
CD52,17.0,13.0,18.0,21.0,12.0,84.0
CD5L,28.0,20.0,22.0,39.0,19.0,128.0
CD79A,12.0,9.0,11.0,10.0,25.0,71.0
CD84,35.0,13.0,27.0,31.0,13.0,129.0
CD86,43.0,16.0,23.0,16.0,21.0,129.0
CD8A,28.0,23.0,24.0,26.0,29.0,147.0
CD8B2,22.0,20.0,34.0,59.0,35.0,180.0
CD93,28.0,13.0,20.0,13.0,10.0,85.0
CDCP2,27.0,21.0,51.0,45.0,28.0,173.0
CDH18,45.0,22.0,25.0,27.0,43.0,183.0
CDH19,31.0,18.0,15.0,18.0,15.0,101.0
CDH20,14.0,15.0,11.0,15.0,18.0,76.0
CDH22,27.0,17.0,31.0,19.0,25.0,124.0
CDH26,44.0,13.0,25.0,33.0,25.0,148.0
CDH9,27.0,19.0,31.0,23.0,23.0,127.0
CDHR1,23.0,25.0,11.0,26.0,18.0,119.0
CDRT15L2,28.0,19.0,13.0,23.0,25.0,112.0
CDSN,31.0,27.0,15.0,73.0,18.0,180.0
CDX1,24.0,14.0,16.0,34.0,13.0,121.0
CDX4,34.0,44.0,18.0,68.0,22.0,186.0
CDY1,25.0,16.0,12.0,12.0,26.0,100.0
CDY1B,38.0,17.0,26.0,20.0,32.0,134.0
CDY2A,14.0,13.0,32.0,36.0,10.0,110.0
CDY2B,18.0,11.0,30.0,44.0,18.0,124.0
CEACAM16,36.0,24.0,18.0,14.0,17.0,109.0
CEACAM18,34.0,18.0,24.0,22.0,34.0,134.0
CEACAM20,26.0,12.0,22.0,23.0,21.0,107.0
CEACAM3,27.0,13.0,19.0,19.0,17.0,100.0
CEACAM4,30.0,21.0,27.0,26.0,24.0,122.0
CEACAM7,29.0,17.0,43.0,16.0,26.0,137.0
CEACAM8,71.0,21.0,20.0,78.0,19.0,218.0
CEBPE,39.0,23.0,17.0,32.0,16.0,134.0
CECR2,26.0,12.0,17.0,16.0,31.0,108.0
CELA1,51.0,13.0,27.0,24.0,26.0,154.0
CELA2A,24.0,11.0,8.0,13.0,13.0,84.0
