Gene,Mito,ConA,DAPI,WGA,Phalloidin,Sum
CDPF1,58.0,68.0,15.0,121.0,18.0,287.0
CELF3,46.0,57.0,40.0,43.0,103.0,281.0
CENPM,68.0,35.0,33.0,47.0,121.0,306.0
CEP55,54.0,30.0,103.0,36.0,107.0,331.0
CEP70,116.0,52.0,34.0,55.0,35.0,283.0
CHCHD4,41.0,19.0,117.0,20.0,28.0,211.0
CHD2,86.0,28.0,91.0,26.0,65.0,299.0
CHMP4B,24.0,17.0,41.0,127.0,47.0,274.0
CHORDC1,83.0,19.0,24.0,26.0,82.0,230.0
CHST8,20.0,17.0,36.0,30.0,90.0,194.0
CHTF18,49.0,23.0,118.0,41.0,31.0,266.0
CISD2,43.0,9.0,25.0,28.0,92.0,199.0
CKAP2,49.0,32.0,98.0,30.0,80.0,279.0
CKS1B,62.0,36.0,93.0,37.0,34.0,263.0
CLASP2,49.0,75.0,57.0,119.0,36.0,328.0
CLASRP,57.0,26.0,92.0,20.0,35.0,237.0
CLDN20,114.0,63.0,30.0,58.0,11.0,276.0
CLDND1,58.0,69.0,20.0,124.0,18.0,282.0
CLIC1,22.0,14.0,24.0,17.0,76.0,159.0
CLINT1,29.0,19.0,15.0,125.0,21.0,203.0
CLNS1A,57.0,43.0,89.0,53.0,26.0,267.0
CLP1,52.0,90.0,38.0,27.0,25.0,235.0
CLTC,65.0,27.0,106.0,123.0,35.0,342.0
CLUL1,64.0,86.0,47.0,109.0,37.0,337.0
CMAS,23.0,23.0,23.0,238.0,18.0,322.0
CMTM8,45.0,76.0,37.0,75.0,18.0,250.0
CNOT3,62.0,48.0,28.0,54.0,96.0,301.0
CNTD1,88.0,34.0,29.0,42.0,81.0,291.0
COA5,48.0,19.0,15.0,76.0,103.0,269.0
COG1,25.0,19.0,19.0,173.0,17.0,253.0
COG2,28.0,46.0,24.0,227.0,44.0,347.0
COG6,41.0,28.0,29.0,218.0,19.0,320.0
COG7,21.0,17.0,24.0,220.0,17.0,290.0
COG8,38.0,17.0,25.0,240.0,20.0,330.0
COPS3,93.0,37.0,73.0,31.0,92.0,331.0
CORIN,41.0,16.0,26.0,40.0,76.0,201.0
COX7A1,25.0,15.0,56.0,60.0,81.0,239.0
COX7A2,57.0,91.0,28.0,64.0,26.0,250.0
CPSF2,62.0,34.0,114.0,77.0,42.0,311.0
CPSF6,109.0,53.0,79.0,49.0,50.0,343.0
CRK,47.0,23.0,64.0,52.0,82.0,281.0
CRY2,29.0,21.0,47.0,33.0,80.0,207.0
CS,46.0,22.0,31.0,24.0,82.0,202.0
CSRNP2,34.0,22.0,89.0,26.0,26.0,208.0
CSTF3,90.0,31.0,101.0,39.0,40.0,317.0
CTAG1B,56.0,101.0,39.0,53.0,27.0,274.0
CTCF,106.0,24.0,49.0,67.0,24.0,285.0
CTNNBL1,56.0,31.0,90.0,85.0,42.0,295.0
CTR9,95.0,28.0,64.0,30.0,147.0,344.0
CUL2,54.0,26.0,122.0,86.0,25.0,307.0
CYB5A,35.0,89.0,41.0,83.0,16.0,253.0
CYB5R4,30.0,12.0,94.0,32.0,25.0,163.0
CYBA,44.0,36.0,109.0,52.0,18.0,269.0
CYC1,117.0,39.0,31.0,65.0,18.0,293.0
CYFIP1,37.0,31.0,37.0,173.0,55.0,339.0
CYP4F11,44.0,19.0,144.0,97.0,22.0,330.0
CYSRT1,57.0,32.0,94.0,53.0,54.0,299.0
DAB2,58.0,35.0,24.0,125.0,25.0,269.0
DAZAP1,128.0,73.0,33.0,64.0,24.0,327.0
DAZAP2,65.0,47.0,40.0,131.0,30.0,298.0
DCTN3,29.0,54.0,20.0,141.0,20.0,263.0
DCTN6,37.0,32.0,44.0,135.0,27.0,296.0
DDI2,59.0,34.0,83.0,99.0,37.0,314.0
DDIT4,56.0,18.0,57.0,27.0,78.0,250.0
DDX27,107.0,28.0,66.0,36.0,67.0,297.0
DDX42,31.0,18.0,98.0,40.0,49.0,223.0
DDX47,111.0,35.0,67.0,41.0,61.0,327.0
DDX5,90.0,30.0,38.0,57.0,78.0,287.0
DDX51,38.0,61.0,78.0,118.0,35.0,333.0
DDX54,143.0,26.0,53.0,39.0,52.0,309.0
DDX59,63.0,25.0,56.0,121.0,47.0,314.0
DET1,96.0,35.0,48.0,139.0,24.0,335.0
DGAT1,105.0,59.0,42.0,68.0,44.0,308.0
DHH,65.0,19.0,102.0,33.0,44.0,263.0
DHX35,57.0,107.0,27.0,54.0,52.0,282.0
DLAT,54.0,24.0,51.0,30.0,132.0,285.0
DLD,54.0,24.0,32.0,44.0,86.0,233.0
DLG5,80.0,88.0,19.0,36.0,47.0,268.0
DLL4,47.0,47.0,30.0,134.0,51.0,318.0
DLX3,50.0,40.0,93.0,30.0,16.0,239.0
DMKN,33.0,19.0,30.0,27.0,79.0,186.0
DNAJC11,125.0,30.0,55.0,26.0,81.0,330.0
DNAJC17,101.0,36.0,85.0,70.0,26.0,307.0
DNMT3B,30.0,88.0,17.0,68.0,19.0,219.0
DOCK3,111.0,57.0,44.0,82.0,32.0,324.0
DPAGT1,120.0,45.0,72.0,43.0,47.0,319.0
DPH1,40.0,25.0,99.0,71.0,70.0,295.0
DPH3,70.0,30.0,51.0,125.0,56.0,324.0
DPM1,39.0,196.0,56.0,17.0,48.0,347.0
DPP3,45.0,19.0,71.0,57.0,75.0,271.0
DPY30,31.0,43.0,106.0,37.0,90.0,296.0
DR1,119.0,25.0,46.0,68.0,31.0,312.0
DUS1L,65.0,78.0,23.0,26.0,22.0,215.0
DUSP27,57.0,39.0,53.0,118.0,76.0,335.0
DYNC1LI1,67.0,81.0,37.0,151.0,24.0,343.0
DYNLRB1,61.0,41.0,70.0,64.0,88.0,319.0
DYRK1A,58.0,39.0,173.0,41.0,22.0,329.0
E2F3,50.0,20.0,121.0,36.0,33.0,242.0
E2F8,77.0,37.0,46.0,128.0,64.0,341.0
EARS2,39.0,18.0,27.0,33.0,116.0,238.0
EDC3,72.0,14.0,45.0,67.0,86.0,274.0
EFTUD2,77.0,119.0,18.0,100.0,27.0,344.0
EGR1,58.0,36.0,39.0,62.0,112.0,306.0
EIF1AX,145.0,18.0,41.0,22.0,44.0,250.0
EIF2B4,109.0,24.0,46.0,65.0,43.0,291.0
EIF2B5,57.0,23.0,66.0,59.0,79.0,283.0
EIF2S1,99.0,27.0,43.0,69.0,90.0,336.0
EIF2S3,107.0,45.0,53.0,55.0,36.0,313.0
EIF3CL,143.0,22.0,59.0,37.0,90.0,342.0
EIF3D,98.0,14.0,52.0,33.0,77.0,278.0
EIF3E,85.0,30.0,90.0,39.0,71.0,316.0
EIF3I,86.0,35.0,67.0,43.0,90.0,330.0
ELAC2,42.0,93.0,36.0,128.0,35.0,331.0
ELF2,21.0,18.0,26.0,130.0,56.0,243.0
ELMO3,82.0,76.0,54.0,43.0,62.0,320.0
ELP5,92.0,29.0,31.0,45.0,105.0,327.0
EML3,67.0,21.0,48.0,16.0,137.0,294.0
ENAH,46.0,26.0,70.0,70.0,105.0,315.0
EP400,56.0,30.0,91.0,38.0,24.0,223.0
EPB41L1,49.0,30.0,43.0,58.0,84.0,261.0
EPRS,136.0,52.0,59.0,36.0,37.0,316.0
ERGIC2,55.0,41.0,27.0,131.0,28.0,283.0
ERI1,76.0,28.0,127.0,62.0,32.0,327.0
ERI3,69.0,77.0,24.0,136.0,46.0,345.0
ERP44,50.0,33.0,26.0,140.0,38.0,280.0
ESCO2,109.0,72.0,52.0,35.0,47.0,313.0
ETFB,34.0,96.0,23.0,114.0,16.0,295.0
EVI5,61.0,14.0,36.0,55.0,75.0,249.0
EXOSC7,128.0,32.0,77.0,35.0,63.0,333.0
EXOSC8,113.0,31.0,76.0,42.0,23.0,278.0
EXT1,42.0,51.0,139.0,43.0,36.0,305.0
EXTL3,86.0,26.0,89.0,59.0,28.0,283.0
FAM103A1,69.0,25.0,130.0,27.0,21.0,277.0
FAM106CP,65.0,25.0,87.0,76.0,22.0,278.0
FAM133B,46.0,28.0,83.0,59.0,42.0,290.0
FAM150A,105.0,30.0,45.0,36.0,41.0,266.0
FAM151B,103.0,90.0,50.0,38.0,29.0,306.0
FAM171B,36.0,21.0,84.0,30.0,28.0,196.0
FAM216A,69.0,36.0,69.0,147.0,24.0,343.0
FAM219B,41.0,45.0,30.0,136.0,30.0,288.0
FAM231BP,73.0,20.0,59.0,66.0,83.0,308.0
FAM72A,52.0,22.0,36.0,127.0,56.0,304.0
FAM83B,65.0,108.0,41.0,76.0,48.0,338.0
FANCA,44.0,22.0,68.0,53.0,83.0,264.0
FBL,81.0,27.0,93.0,39.0,80.0,317.0
FBLN1,80.0,83.0,25.0,54.0,21.0,261.0
FBXL14,69.0,25.0,13.0,147.0,19.0,285.0
FBXL20,32.0,28.0,71.0,30.0,79.0,237.0
FBXO43,22.0,15.0,87.0,28.0,12.0,175.0
FBXW10,24.0,46.0,23.0,124.0,24.0,234.0
FECH,112.0,14.0,24.0,28.0,23.0,195.0
FEZ1,15.0,15.0,109.0,22.0,11.0,184.0
FGF21,76.0,27.0,92.0,30.0,34.0,261.0
FGFR1,73.0,26.0,73.0,59.0,107.0,340.0
FIGNL1,109.0,76.0,45.0,50.0,21.0,308.0
FLCN,89.0,38.0,95.0,29.0,70.0,320.0
FNDC3B,38.0,39.0,20.0,123.0,34.0,240.0
FOXE1,94.0,77.0,38.0,31.0,47.0,278.0
FOXH1,36.0,93.0,29.0,46.0,39.0,240.0
FOXP4,54.0,56.0,42.0,59.0,79.0,288.0
FPR1,26.0,13.0,38.0,39.0,75.0,199.0
FRAT1,52.0,26.0,52.0,38.0,98.0,278.0
FRMD3,61.0,28.0,37.0,55.0,104.0,279.0
FRMD5,68.0,88.0,19.0,19.0,35.0,229.0
FTH1P18,46.0,26.0,77.0,53.0,95.0,307.0
FTSJ3,76.0,20.0,127.0,35.0,72.0,332.0
FURIN,102.0,23.0,29.0,30.0,18.0,192.0
FUS,27.0,17.0,24.0,29.0,105.0,197.0
FZD10,62.0,26.0,51.0,123.0,69.0,335.0
G2E3,72.0,48.0,84.0,41.0,16.0,272.0
G6PD,40.0,36.0,61.0,47.0,76.0,257.0
GAR1,108.0,81.0,25.0,107.0,27.0,342.0
GART,100.0,34.0,83.0,88.0,46.0,347.0
GCGR,37.0,38.0,32.0,31.0,80.0,228.0
GCHFR,82.0,91.0,25.0,57.0,17.0,270.0
GDI1,116.0,46.0,32.0,91.0,48.0,324.0
GFM1,114.0,61.0,37.0,24.0,105.0,344.0
GGACT,84.0,76.0,14.0,51.0,11.0,235.0
GGN,24.0,18.0,48.0,49.0,107.0,247.0
GIF,30.0,11.0,29.0,18.0,80.0,171.0
GINS2,102.0,52.0,44.0,46.0,31.0,280.0
GLB1L2,70.0,94.0,30.0,80.0,19.0,276.0
GLUD1,49.0,25.0,87.0,34.0,30.0,229.0
GMEB1,53.0,21.0,29.0,36.0,88.0,233.0
GNA11,60.0,55.0,23.0,135.0,28.0,305.0
GNE,38.0,15.0,44.0,230.0,14.0,344.0
GNL3,104.0,20.0,76.0,38.0,26.0,259.0
GOLGA6L4,25.0,22.0,33.0,127.0,26.0,223.0
GOLGA8H,60.0,37.0,92.0,92.0,21.0,285.0
GOLGA8J,47.0,32.0,89.0,20.0,20.0,216.0
GOLGA8K,48.0,45.0,84.0,144.0,40.0,338.0
GOLPH3,46.0,18.0,34.0,39.0,77.0,220.0
GORASP2,30.0,24.0,112.0,39.0,39.0,239.0
GOSR2,48.0,16.0,49.0,74.0,88.0,276.0
GPAA1,116.0,48.0,58.0,40.0,37.0,293.0
GPN1,110.0,11.0,60.0,60.0,113.0,338.0
GPR135,125.0,24.0,71.0,29.0,48.0,291.0
GPR89A,93.0,117.0,20.0,59.0,26.0,302.0
GPRC5A,36.0,9.0,43.0,26.0,113.0,226.0
GRB14,102.0,29.0,39.0,37.0,27.0,252.0
GRHL1,67.0,28.0,91.0,32.0,42.0,275.0
GRINA,62.0,38.0,62.0,49.0,81.0,291.0
GTF2E1,105.0,50.0,68.0,24.0,29.0,281.0
GTF2E2,52.0,38.0,99.0,51.0,40.0,267.0
GTF2F1,23.0,11.0,22.0,21.0,82.0,161.0
GTF2H1,42.0,35.0,104.0,56.0,33.0,261.0
GTF2H4,33.0,19.0,127.0,28.0,32.0,240.0
GTPBP4,146.0,43.0,71.0,32.0,51.0,345.0
GTPBP8,21.0,20.0,113.0,24.0,26.0,219.0
GUK1,91.0,23.0,36.0,39.0,80.0,281.0
GYPC,45.0,32.0,45.0,39.0,92.0,256.0
HACD1,43.0,22.0,86.0,32.0,37.0,226.0
HAND1,52.0,45.0,46.0,52.0,81.0,284.0
HAPLN1,64.0,22.0,38.0,23.0,108.0,253.0
HARS,103.0,29.0,70.0,45.0,68.0,310.0
HARS2,56.0,13.0,34.0,33.0,133.0,255.0
HAUS5,55.0,36.0,51.0,93.0,95.0,330.0
HAUS8,66.0,76.0,47.0,35.0,21.0,251.0
HDAC9,14.0,13.0,30.0,118.0,24.0,192.0
HEATR1,64.0,38.0,76.0,49.0,101.0,313.0
HERC2,43.0,78.0,25.0,30.0,20.0,210.0
HES4,104.0,46.0,25.0,64.0,63.0,313.0
HFE2,73.0,21.0,27.0,90.0,95.0,298.0
HGC6.3,57.0,33.0,62.0,33.0,112.0,295.0
HIST1H1A,101.0,79.0,26.0,76.0,19.0,302.0
HIST1H2AI,44.0,80.0,34.0,28.0,34.0,217.0
HIST1H2AL,61.0,30.0,22.0,79.0,83.0,284.0
HIST1H2BA,22.0,81.0,20.0,21.0,24.0,169.0
HIST1H2BN,58.0,22.0,105.0,34.0,33.0,269.0
HIST1H3B,28.0,74.0,35.0,22.0,36.0,187.0
HIST1H3F,37.0,16.0,27.0,25.0,99.0,209.0
HIST2H2BE,107.0,45.0,42.0,67.0,20.0,275.0
HIST2H2BF,44.0,27.0,37.0,106.0,105.0,319.0
HLA-DMA,54.0,21.0,112.0,40.0,15.0,255.0
HMGN5,53.0,73.0,32.0,115.0,21.0,289.0
HPD,26.0,79.0,23.0,50.0,19.0,186.0
HRAS,80.0,44.0,84.0,38.0,25.0,275.0
HS3ST3A1,79.0,51.0,116.0,64.0,29.0,340.0
HSF1,58.0,49.0,51.0,160.0,21.0,321.0
HSPA8,65.0,82.0,45.0,44.0,80.0,313.0
HSPA9,90.0,20.0,52.0,62.0,82.0,302.0
HSPD1,80.0,34.0,30.0,141.0,46.0,329.0
HYAL1,31.0,18.0,85.0,51.0,31.0,233.0
IDH3A,71.0,28.0,103.0,41.0,49.0,276.0
IGBP1,44.0,23.0,93.0,25.0,28.0,224.0
IGIP,123.0,77.0,36.0,53.0,28.0,313.0
IL17RB,23.0,22.0,88.0,21.0,28.0,162.0
IL1RN,42.0,22.0,57.0,32.0,81.0,232.0
IL7R,107.0,97.0,33.0,45.0,18.0,312.0
INF2,92.0,75.0,28.0,54.0,26.0,275.0
INPP5K,55.0,29.0,21.0,121.0,24.0,258.0
INTS14,32.0,32.0,89.0,91.0,22.0,249.0
IREB2,113.0,39.0,80.0,45.0,40.0,312.0
ISG20L2,115.0,29.0,31.0,60.0,10.0,254.0
ITGA9,55.0,47.0,34.0,79.0,77.0,289.0
ITGB1BP1,79.0,85.0,25.0,50.0,17.0,259.0
ITPKA,83.0,37.0,83.0,40.0,16.0,256.0
KAT2A,75.0,54.0,91.0,44.0,66.0,332.0
KAT8,79.0,43.0,53.0,45.0,92.0,320.0
KCNH4,79.0,91.0,23.0,26.0,23.0,238.0
KCNJ11,24.0,9.0,21.0,15.0,95.0,171.0
KCNK1,74.0,85.0,14.0,56.0,13.0,244.0
KCNV2,49.0,63.0,19.0,33.0,106.0,264.0
KCTD21,45.0,26.0,20.0,24.0,96.0,217.0
KDM4B,102.0,78.0,42.0,48.0,23.0,309.0
KEAP1,43.0,32.0,42.0,37.0,96.0,238.0
KIAA2013,42.0,15.0,53.0,128.0,45.0,280.0
KIF23,57.0,67.0,103.0,44.0,55.0,337.0
KIF4A,27.0,22.0,23.0,35.0,80.0,187.0
KLHL11,39.0,43.0,108.0,29.0,20.0,236.0
KLHL35,67.0,20.0,27.0,72.0,83.0,268.0
KRT18,45.0,28.0,84.0,19.0,35.0,221.0
KRT222,103.0,61.0,49.0,49.0,29.0,295.0
KRT81,42.0,18.0,34.0,46.0,82.0,215.0
LAS1L,105.0,30.0,33.0,17.0,17.0,206.0
LDB2,23.0,73.0,20.0,60.0,14.0,199.0
LEF1,29.0,89.0,36.0,81.0,14.0,249.0
LENG9,75.0,18.0,83.0,78.0,72.0,333.0
LGALS4,27.0,17.0,62.0,10.0,79.0,196.0
LIMS3,108.0,17.0,42.0,87.0,58.0,309.0
LIN37,90.0,25.0,118.0,27.0,55.0,320.0
LOC100129098,117.0,28.0,56.0,44.0,30.0,280.0
LOC100130357,62.0,91.0,91.0,29.0,28.0,315.0
LOC100507462,77.0,36.0,86.0,65.0,67.0,343.0
LOC100996365,73.0,82.0,58.0,71.0,29.0,316.0
LOC100996643,94.0,29.0,36.0,119.0,62.0,340.0
LOC101929627,104.0,54.0,71.0,42.0,32.0,330.0
LOC101929950,111.0,40.0,96.0,49.0,37.0,345.0
LOC102723722,71.0,39.0,14.0,131.0,17.0,275.0
LOC102724642,39.0,25.0,127.0,29.0,35.0,261.0
LOC102724904,36.0,19.0,86.0,40.0,71.0,254.0
LOC102724971,79.0,39.0,91.0,21.0,36.0,272.0
LOC105369274,76.0,42.0,101.0,31.0,35.0,299.0
LOC105370980,127.0,44.0,39.0,30.0,21.0,263.0
LOC105371215,33.0,17.0,32.0,41.0,75.0,190.0
LOC105374089,108.0,58.0,34.0,17.0,14.0,238.0
LOC105378696,60.0,80.0,24.0,33.0,24.0,220.0
LOC105379561,86.0,84.0,33.0,54.0,18.0,275.0
LOC107984341,114.0,36.0,56.0,47.0,54.0,308.0
LOC107986352,38.0,22.0,27.0,86.0,76.0,248.0
LOC107986876,115.0,36.0,27.0,54.0,33.0,263.0
LOC107987175,62.0,18.0,58.0,43.0,75.0,254.0
LOC107987394,29.0,16.0,88.0,19.0,16.0,174.0
LOC112267959,49.0,34.0,83.0,70.0,67.0,310.0
LOC112268005,43.0,21.0,48.0,59.0,92.0,265.0
LOC112268131,51.0,19.0,58.0,64.0,101.0,285.0
LOC112268168,39.0,19.0,84.0,30.0,22.0,220.0
LOC112268270,56.0,35.0,27.0,118.0,42.0,281.0
LOC112268437,60.0,110.0,37.0,78.0,30.0,303.0
LOC645382,106.0,51.0,40.0,66.0,68.0,335.0
LOC730268,41.0,35.0,62.0,122.0,40.0,315.0
LONP1,92.0,21.0,29.0,18.0,135.0,298.0
LOXL2,91.0,83.0,32.0,111.0,33.0,345.0
LRRC37A3,43.0,120.0,27.0,56.0,18.0,266.0
LRRK2,121.0,55.0,29.0,57.0,26.0,293.0
LRTOMT,40.0,13.0,50.0,48.0,80.0,236.0
LSM3,145.0,46.0,58.0,57.0,31.0,327.0
LSM5,56.0,37.0,85.0,37.0,24.0,248.0
LSM8,27.0,12.0,26.0,15.0,78.0,166.0
LTB4R2,79.0,98.0,23.0,61.0,34.0,284.0
LUC7L2,59.0,30.0,73.0,141.0,28.0,317.0
LUZP1,77.0,26.0,46.0,27.0,83.0,266.0
LY6G5B,84.0,20.0,29.0,28.0,89.0,237.0
LYPLA2,37.0,66.0,27.0,128.0,17.0,265.0
MAFA,87.0,28.0,86.0,32.0,27.0,278.0
MAN1B1,56.0,26.0,43.0,182.0,32.0,343.0
MAP3K4,34.0,74.0,45.0,44.0,27.0,234.0
MAP4,37.0,14.0,86.0,24.0,36.0,199.0
MARCH6,111.0,36.0,70.0,75.0,23.0,327.0
MARK2,113.0,76.0,45.0,42.0,45.0,334.0
MARS2,41.0,12.0,23.0,49.0,154.0,271.0
MAX,117.0,22.0,62.0,19.0,47.0,281.0
MBD3,89.0,26.0,36.0,148.0,29.0,319.0
MBTPS1,119.0,49.0,63.0,43.0,54.0,325.0
MCM3,59.0,32.0,130.0,52.0,42.0,286.0
MCM3AP,72.0,27.0,83.0,35.0,62.0,284.0
MCM4,109.0,46.0,79.0,33.0,37.0,296.0
MCMBP,102.0,28.0,33.0,52.0,45.0,284.0
MCMDC2,50.0,65.0,83.0,133.0,26.0,333.0
