Gene,Mito,ConA,DAPI,WGA,Phalloidin,Sum
CCDC166,27.0,17.0,39.0,16.0,32.0,144.0
CCDC168,9.0,7.0,29.0,23.0,17.0,87.0
CCDC170,14.0,8.0,13.0,7.0,16.0,59.0
CCDC172,12.0,12.0,11.0,10.0,11.0,63.0
CCDC175,32.0,12.0,18.0,26.0,21.0,112.0
CCDC178,33.0,13.0,11.0,10.0,24.0,102.0
CCDC179,19.0,14.0,22.0,5.0,16.0,83.0
CCDC182,27.0,16.0,25.0,26.0,38.0,139.0
CCDC196,12.0,4.0,8.0,5.0,16.0,56.0
CCDC27,17.0,15.0,31.0,18.0,15.0,107.0
CCDC39,7.0,13.0,32.0,17.0,28.0,102.0
CCDC42,20.0,14.0,19.0,17.0,16.0,89.0
CCDC54,24.0,11.0,24.0,17.0,14.0,94.0
CCDC63,22.0,7.0,13.0,8.0,21.0,86.0
CCDC70,18.0,14.0,8.0,13.0,8.0,69.0
CCER1,13.0,11.0,15.0,12.0,24.0,87.0
CCKAR,19.0,6.0,15.0,11.0,17.0,75.0
CCKBR,33.0,18.0,17.0,23.0,23.0,125.0
CCL1,14.0,8.0,38.0,11.0,20.0,97.0
CCL11,14.0,9.0,32.0,10.0,15.0,88.0
CCL14,29.0,15.0,26.0,18.0,26.0,119.0
CCL15,38.0,55.0,20.0,19.0,15.0,151.0
CCL16,30.0,14.0,23.0,22.0,30.0,118.0
CCL17,16.0,13.0,13.0,10.0,24.0,88.0
CCL18,11.0,7.0,16.0,10.0,10.0,58.0
CCL19,29.0,22.0,21.0,13.0,14.0,108.0
CCL20,20.0,10.0,32.0,14.0,27.0,107.0
CCL22,14.0,14.0,9.0,12.0,14.0,76.0
CCL23,30.0,19.0,24.0,17.0,19.0,121.0
CCL24,18.0,8.0,12.0,11.0,27.0,86.0
CCL25,16.0,7.0,19.0,10.0,45.0,101.0
CCL3L3,18.0,8.0,14.0,13.0,17.0,72.0
CCL4,24.0,17.0,12.0,17.0,15.0,100.0
CCL4L2,30.0,10.0,11.0,10.0,15.0,81.0
CCR3,33.0,12.0,18.0,25.0,17.0,113.0
CCR4,16.0,16.0,21.0,17.0,13.0,85.0
CCR5,19.0,10.0,34.0,31.0,13.0,107.0
CCR6,22.0,10.0,27.0,22.0,15.0,115.0
CCR9,26.0,6.0,40.0,12.0,28.0,114.0
CCT8L2,23.0,10.0,14.0,13.0,12.0,80.0
CD163,21.0,4.0,15.0,7.0,15.0,71.0
CD19,16.0,8.0,16.0,11.0,11.0,62.0
CD1A,18.0,19.0,14.0,11.0,26.0,97.0
CD1B,9.0,6.0,13.0,14.0,21.0,78.0
CD1C,17.0,6.0,9.0,19.0,20.0,91.0
CD1D,10.0,21.0,15.0,20.0,15.0,90.0
CD1E,15.0,11.0,14.0,14.0,16.0,78.0
CD2,15.0,15.0,20.0,21.0,14.0,94.0
CD200R1L,12.0,5.0,10.0,10.0,17.0,62.0
CD207,18.0,22.0,12.0,23.0,16.0,95.0
CD209,11.0,21.0,26.0,20.0,11.0,89.0
CD22,13.0,9.0,13.0,12.0,33.0,91.0
CD244,32.0,9.0,18.0,15.0,17.0,90.0
CD300C,25.0,6.0,20.0,13.0,17.0,93.0
CD300E,14.0,7.0,16.0,17.0,32.0,99.0
CD300LB,17.0,7.0,9.0,8.0,14.0,67.0
CD300LD,16.0,7.0,15.0,13.0,16.0,72.0
CD300LG,19.0,9.0,15.0,13.0,37.0,100.0
CD3D,9.0,4.0,12.0,15.0,11.0,53.0
CD3E,19.0,7.0,27.0,13.0,36.0,110.0
CD3G,25.0,12.0,24.0,18.0,39.0,133.0
CD40,37.0,10.0,25.0,15.0,20.0,109.0
CD40LG,10.0,9.0,9.0,11.0,14.0,59.0
CD52,8.0,5.0,22.0,6.0,13.0,55.0
CD5L,15.0,7.0,11.0,10.0,19.0,70.0
CD79A,8.0,8.0,11.0,6.0,13.0,49.0
CD84,8.0,6.0,10.0,6.0,10.0,47.0
CD86,23.0,7.0,13.0,8.0,17.0,77.0
CD8A,15.0,15.0,15.0,16.0,15.0,84.0
CD8B2,20.0,7.0,19.0,30.0,17.0,101.0
CD93,11.0,3.0,12.0,7.0,15.0,54.0
CDCP2,22.0,16.0,39.0,17.0,27.0,123.0
CDH18,20.0,19.0,24.0,19.0,14.0,103.0
CDH19,16.0,7.0,14.0,10.0,26.0,82.0
CDH20,8.0,2.0,7.0,5.0,20.0,45.0
CDH22,26.0,23.0,12.0,14.0,15.0,95.0
CDH26,16.0,8.0,19.0,10.0,27.0,88.0
CDH9,18.0,9.0,20.0,29.0,17.0,97.0
CDHR1,12.0,10.0,16.0,12.0,16.0,71.0
CDRT15L2,21.0,6.0,26.0,13.0,15.0,90.0
CDSN,8.0,3.0,14.0,14.0,10.0,50.0
CDX1,16.0,8.0,10.0,17.0,20.0,80.0
CDX4,6.0,4.0,8.0,8.0,6.0,37.0
CDY1,16.0,8.0,20.0,9.0,13.0,73.0
CDY1B,39.0,15.0,27.0,27.0,32.0,143.0
CDY2A,17.0,7.0,9.0,11.0,9.0,63.0
CDY2B,7.0,6.0,6.0,6.0,10.0,39.0
CEACAM16,28.0,7.0,20.0,13.0,62.0,140.0
CEACAM18,13.0,9.0,12.0,9.0,14.0,67.0
CEACAM20,25.0,13.0,18.0,17.0,48.0,135.0
CEACAM3,15.0,8.0,11.0,24.0,14.0,76.0
CEACAM4,11.0,5.0,13.0,6.0,13.0,51.0
CEACAM7,17.0,10.0,13.0,10.0,11.0,69.0
CEACAM8,17.0,8.0,19.0,10.0,14.0,73.0
CEBPE,13.0,10.0,15.0,12.0,13.0,76.0
CECR2,22.0,19.0,22.0,20.0,14.0,104.0
CELA1,29.0,14.0,19.0,21.0,29.0,117.0
CELA2A,25.0,10.0,16.0,17.0,17.0,84.0
