Gene,Effect
A1BG,-0.1890694435661996
A1CF,0.0132293752779595
A2M,-0.0065380213089351
A2ML1,-0.0621667312370883
A3GALT2,0.0999841511848744
A4GALT,-0.0556096638474645
A4GNT,0.125277566480616
AAAS,-0.3161424155207205
AACS,0.0086467378331471
AADAC,0.0475731861205475
AADACL2,-0.0239937124421613
AADACL3,0.1393053701934113
AADACL4,0.0699573065814733
AADAT,-0.0023803778367458
AAGAB,0.0399893992264342
AAK1,-0.1311036804182837
AAMDC,0.0822477603978363
AAMP,-1.268956259666921
AANAT,-0.2401348432504419
AAR2,-0.1618765536334606
AARD,-0.2339712592055755
AARS1,-1.94646248025079
AARS2,-0.6550237874672087
AARSD1,-0.19896151841683
AASDH,0.0244939064602186
AASDHPPT,-0.1574174304937586
AASS,0.1312370608247349
AATF,-0.8145650089710997
AATK,-0.1532934854172815
ABAT,-0.1356547086855111
ABCA1,-0.009470570712686
ABCA10,-0.0305741355927212
ABCA12,-0.0883570083056714
ABCA13,-0.0326594163445639
ABCA2,-0.0874483247752533
ABCA3,-0.1401789447798046
ABCA4,-0.0430908202746438
ABCA5,-0.1514162214163742
ABCA6,-0.0900869965056129
ABCA7,0.157861068140312
ABCA8,-0.0985209067634978
ABCA9,0.0596002497207416
ABCB1,-0.1449334928813915
ABCB10,-0.5798111899414339
ABCB11,-0.1029338224516084
ABCB4,0.0610438821782693
ABCB5,-0.0201044221141546
ABCB6,0.0519469308232477
ABCB7,-1.0365847921979512
ABCB8,-0.0271983575375894
ABCB9,0.1310210701672001
ABCC1,-0.0213208833284813
ABCC10,-0.0886783350594589
ABCC11,0.0162857681252365
ABCC12,0.0130634073016852
ABCC2,-0.1035566626131502
ABCC3,0.0611583551202976
ABCC4,0.2276157095215806
ABCC5,0.0901463719483883
ABCC8,-0.0162514138215477
ABCC9,-0.0391485935686202
ABCD1,-0.0402073660606989
ABCD2,0.0364364221798135
ABCD3,0.0264179867018727
ABCD4,-0.1004496165115633
ABCE1,-1.4628842123312835
ABCF1,-1.2861542607165104
ABCF3,0.1327255491291986
ABCG1,0.0415169192326438
ABCG2,0.0564250615881014
ABCG4,-0.0220778149850425
ABCG5,-0.0297896331920516
ABCG8,-0.1608391960977273
ABHD1,-0.0370853147174702
ABHD10,-0.0981665324020508
ABHD11,-0.466935238587481
ABHD12,-0.0591500416134047
ABHD12B,0.0865519199235051
ABHD13,-0.0885227646584284
ABHD14A,0.111546029149837
ABHD14B,0.1655822418195545
ABHD15,-0.1040885403879319
ABHD16A,0.0176622924519229
ABHD16B,-0.0087583086442181
ABHD17A,-0.1659324763675199
ABHD17B,0.0853017281051972
ABHD17C,0.0617375171052485
ABHD18,-0.0424851315905704
ABHD2,-0.031056903051058
ABHD3,-0.0084795918219903
ABHD4,0.0071093204712914
ABHD5,0.3055959577515212
ABHD6,0.1431719634131706
ABHD8,0.2465311509318724
ABI1,-0.0855448807966101
ABI2,0.0942348439190093
ABI3,0.075291495186623
ABI3BP,0.0943080529573978
ABITRAM,-0.0623035680521512
ABL1,0.0146719648235333
ABL2,0.0688343963189635
ABLIM1,0.0658956970795921
ABLIM2,0.0509601394139315
ABLIM3,-0.1334362365461814
ABR,-0.2208724915059046
ABRA,-0.1366358556735787
ABRACL,0.0731763711121593
ABRAXAS1,-0.2679458851396701
ABRAXAS2,0.2456327648537911
ABT1,-1.0095213590314722
ABTB1,0.1053292577834376
ABTB2,0.0644464898930629
ABTB3,-0.0050729794736028
ACAA1,0.149543863489496
ACAA2,-0.1115294636274396
ACACA,-0.2988924603818401
ACACB,-0.1302217986563583
ACAD10,-0.0579626062704597
ACAD11,0.128768595025864
ACAD8,0.0831409957794809
ACAD9,-0.298795770648081
ACADL,0.1620645043521422
ACADM,0.1527631508746304
ACADS,-0.1175559153155974
ACADSB,-0.0655694741457841
ACADVL,-0.0419218532182531
ACAN,-0.0608590843072883
ACAP1,-0.0048446238719427
ACAP2,0.085657020573797
ACAP3,-0.0548924686789288
ACAT1,0.025436859856525
ACAT2,0.0988651717668149
ACBD3,0.0207552224471355
ACBD4,-0.049440803747932
ACBD5,0.0956392322199008
ACBD6,0.1409418174999339
ACBD7,-0.1419076664452465
