Gene,Mito,ConA,DAPI,WGA,Phalloidin,Sum
CSNK1G3,24.0,8.0,17.0,29.0,75.0,156.0
CSRNP1,48.0,16.0,16.0,8.0,14.0,98.0
CST6,25.0,11.0,26.0,19.0,57.0,145.0
CSTF2T,49.0,24.0,12.0,14.0,18.0,120.0
CTDP1,41.0,15.0,29.0,47.0,16.0,161.0
CTSH,21.0,10.0,43.0,14.0,33.0,126.0
CTU1,27.0,12.0,23.0,20.0,47.0,131.0
CTU2,39.0,19.0,15.0,26.0,58.0,165.0
CUL1,16.0,16.0,14.0,19.0,50.0,115.0
CUL3,23.0,13.0,23.0,48.0,15.0,127.0
CX3CL1,21.0,12.0,46.0,13.0,16.0,112.0
CXCL14,16.0,42.0,22.0,21.0,19.0,122.0
CXCL16,39.0,33.0,19.0,14.0,11.0,112.0
CXCR2,25.0,16.0,16.0,13.0,50.0,123.0
CXorf21,44.0,23.0,29.0,34.0,23.0,157.0
CXorf23,30.0,12.0,47.0,11.0,29.0,144.0
CXorf67,44.0,11.0,26.0,9.0,15.0,115.0
CYB561A3,17.0,11.0,16.0,15.0,57.0,126.0
CYB561D2,26.0,18.0,50.0,16.0,17.0,131.0
CYB5D1,14.0,6.0,47.0,26.0,12.0,114.0
CYB5D2,30.0,12.0,21.0,50.0,23.0,144.0
CYP11A1,46.0,19.0,25.0,12.0,13.0,112.0
CYP21A2,18.0,9.0,56.0,11.0,15.0,118.0
CYP2E1,38.0,43.0,26.0,31.0,12.0,152.0
CYP2U1,41.0,14.0,43.0,15.0,17.0,143.0
CYP4A22,44.0,19.0,51.0,18.0,28.0,158.0
CYP4F3,24.0,17.0,31.0,50.0,16.0,145.0
CYSRT1,46.0,23.0,21.0,18.0,18.0,129.0
DAAM2,17.0,10.0,18.0,20.0,45.0,109.0
DAPK1,26.0,11.0,58.0,18.0,19.0,138.0
DARS2,17.0,4.0,26.0,16.0,44.0,109.0
DCAF10,38.0,17.0,46.0,17.0,22.0,139.0
DCAF15,28.0,46.0,25.0,23.0,11.0,129.0
DCAF17,18.0,12.0,14.0,54.0,9.0,105.0
DCHS1,14.0,8.0,13.0,14.0,42.0,99.0
DCLRE1A,24.0,18.0,37.0,53.0,17.0,163.0
DDA1,25.0,9.0,42.0,23.0,18.0,120.0
DDHD2,11.0,9.0,10.0,13.0,58.0,108.0
DDIAS,25.0,11.0,13.0,6.0,65.0,120.0
DDX39B,38.0,12.0,42.0,24.0,25.0,136.0
DDX3X,28.0,21.0,29.0,41.0,33.0,154.0
DEF6,24.0,15.0,17.0,68.0,10.0,135.0
DEFB130,23.0,9.0,30.0,13.0,61.0,142.0
DENND4A,46.0,5.0,10.0,8.0,14.0,84.0
DENND5A,39.0,14.0,12.0,30.0,45.0,151.0
DENND6A,22.0,13.0,20.0,53.0,11.0,118.0
DEPDC1B,36.0,35.0,15.0,15.0,30.0,131.0
DEPDC7,16.0,6.0,42.0,10.0,15.0,97.0
DFFB,12.0,23.0,17.0,58.0,14.0,125.0
DHDDS,26.0,32.0,18.0,26.0,24.0,125.0
DHDH,27.0,7.0,22.0,34.0,63.0,152.0
DHRS12,28.0,13.0,25.0,43.0,23.0,146.0
DHRS7B,28.0,11.0,30.0,43.0,16.0,133.0
DHRS7C,15.0,16.0,16.0,47.0,12.0,117.0
DHRS9,16.0,15.0,16.0,42.0,9.0,108.0
DHX30,26.0,9.0,13.0,16.0,80.0,153.0
DHX35,32.0,18.0,43.0,22.0,20.0,155.0
DHX40,26.0,10.0,12.0,35.0,62.0,149.0
DHX8,26.0,5.0,28.0,47.0,17.0,137.0
DIDO1,31.0,15.0,67.0,17.0,21.0,157.0
DIRC2,49.0,20.0,15.0,13.0,19.0,112.0
DIS3L,32.0,13.0,25.0,50.0,31.0,158.0
DISP2,35.0,12.0,47.0,32.0,29.0,150.0
DKK2,13.0,8.0,15.0,17.0,51.0,109.0
DLD,9.0,7.0,20.0,8.0,48.0,95.0
DLG3,48.0,11.0,12.0,12.0,13.0,106.0
DLG5,24.0,14.0,38.0,44.0,18.0,153.0
DLGAP5,44.0,11.0,26.0,15.0,21.0,120.0
DLK1,33.0,19.0,17.0,46.0,26.0,147.0
DLX3,34.0,35.0,17.0,52.0,13.0,151.0
DMRT1,41.0,49.0,12.0,38.0,15.0,163.0
DNAH1,45.0,24.0,12.0,28.0,17.0,131.0
DNAJA1,48.0,17.0,31.0,26.0,19.0,163.0
DNAJA2,19.0,10.0,44.0,19.0,11.0,117.0
DNAJA3,36.0,47.0,28.0,18.0,28.0,148.0
DNAJB12,16.0,18.0,15.0,41.0,14.0,109.0
DNAJC24,25.0,8.0,61.0,10.0,36.0,154.0
DNAJC5,23.0,13.0,17.0,14.0,45.0,117.0
DNAL4,16.0,36.0,17.0,59.0,14.0,146.0
DNM1,32.0,19.0,22.0,52.0,15.0,145.0
DNMBP,15.0,8.0,36.0,8.0,62.0,138.0
DNMT3A,37.0,46.0,15.0,20.0,22.0,161.0
DOK1,43.0,17.0,28.0,17.0,43.0,146.0
DONSON,32.0,16.0,22.0,26.0,60.0,165.0
DPH3P1,34.0,16.0,32.0,21.0,42.0,159.0
DPP8,17.0,20.0,18.0,42.0,15.0,118.0
DPYSL5,19.0,30.0,27.0,41.0,13.0,137.0
DR1,26.0,17.0,39.0,19.0,49.0,157.0
DRAM2,16.0,13.0,24.0,45.0,14.0,111.0
DRC7,26.0,9.0,31.0,42.0,27.0,146.0
DROSHA,31.0,18.0,18.0,51.0,29.0,150.0
DSTN,29.0,32.0,22.0,42.0,11.0,144.0
DTL,50.0,31.0,24.0,34.0,16.0,160.0
DTWD1,16.0,12.0,70.0,19.0,27.0,142.0
DTX2,19.0,23.0,19.0,41.0,11.0,116.0
DUS3L,27.0,13.0,42.0,7.0,15.0,111.0
DUSP11,21.0,19.0,44.0,16.0,31.0,139.0
DUSP14,29.0,12.0,43.0,33.0,12.0,135.0
DUSP18,15.0,16.0,30.0,17.0,44.0,126.0
DUSP26,44.0,32.0,17.0,39.0,20.0,158.0
DUSP3,48.0,21.0,15.0,14.0,15.0,119.0
DVL1,14.0,9.0,29.0,12.0,65.0,136.0
DXO,46.0,9.0,11.0,16.0,18.0,112.0
DYDC2,25.0,6.0,19.0,17.0,50.0,126.0
DYNC1I2,29.0,9.0,44.0,29.0,20.0,146.0
DYRK2,33.0,13.0,16.0,22.0,48.0,142.0
DYSF,17.0,10.0,46.0,13.0,12.0,113.0
E2F1,47.0,12.0,22.0,28.0,14.0,132.0
E2F8,13.0,10.0,11.0,14.0,47.0,100.0
EAF2,22.0,18.0,53.0,44.0,19.0,161.0
ECI2,19.0,31.0,13.0,22.0,17.0,110.0
ECT2L,23.0,16.0,17.0,21.0,48.0,128.0
EDRF1,19.0,6.0,15.0,9.0,45.0,100.0
EEF1AKMT4,51.0,18.0,18.0,10.0,11.0,107.0
EFCAB14,43.0,39.0,11.0,29.0,12.0,143.0
EFHC1,24.0,17.0,13.0,35.0,42.0,141.0
EFNA1,14.0,2.0,43.0,9.0,38.0,119.0
EFNA2,24.0,17.0,12.0,19.0,60.0,135.0
EFNA3,59.0,37.0,20.0,14.0,20.0,156.0
EFNB1,23.0,35.0,16.0,55.0,14.0,141.0
EGLN2,13.0,9.0,15.0,15.0,50.0,105.0
EGR3,48.0,19.0,40.0,12.0,16.0,136.0
EHBP1L1,25.0,17.0,20.0,13.0,45.0,123.0
EHD2,20.0,19.0,73.0,14.0,15.0,154.0
EHD4,23.0,15.0,47.0,33.0,22.0,141.0
EHMT1,27.0,44.0,20.0,42.0,17.0,154.0
EI24,30.0,14.0,19.0,69.0,17.0,146.0
EIF2AK3,49.0,12.0,18.0,23.0,22.0,132.0
EIF3G,49.0,16.0,14.0,23.0,32.0,149.0
EIF3L,21.0,11.0,25.0,41.0,31.0,148.0
EIF4EBP2,26.0,9.0,13.0,10.0,56.0,123.0
EIF4G2,17.0,47.0,28.0,40.0,14.0,158.0
EIF5,51.0,15.0,32.0,23.0,36.0,156.0
ELMOD2,17.0,20.0,46.0,10.0,16.0,114.0
EMC1,29.0,12.0,68.0,26.0,17.0,161.0
EMC8,29.0,42.0,23.0,20.0,26.0,140.0
EML3,23.0,16.0,26.0,11.0,59.0,143.0
EN1,30.0,40.0,21.0,27.0,27.0,147.0
ENG,16.0,20.0,40.0,48.0,36.0,159.0
ENTPD4,23.0,17.0,32.0,45.0,16.0,139.0
ENTPD8,23.0,13.0,17.0,19.0,48.0,129.0
ENY2,30.0,14.0,16.0,47.0,47.0,156.0
EP300,49.0,12.0,18.0,16.0,20.0,133.0
EPCAM,43.0,36.0,12.0,21.0,18.0,136.0
EPG5,31.0,13.0,44.0,22.0,19.0,128.0
EPGN,41.0,7.0,14.0,12.0,74.0,147.0
EPN1,14.0,7.0,16.0,13.0,60.0,116.0
EPN2,47.0,21.0,18.0,53.0,17.0,160.0
EPOP,24.0,9.0,23.0,11.0,43.0,132.0
EPRS,57.0,7.0,32.0,25.0,28.0,159.0
EPS8L2,25.0,24.0,19.0,27.0,44.0,145.0
ERAL1,36.0,10.0,19.0,20.0,59.0,150.0
ERCC2,26.0,17.0,51.0,21.0,28.0,149.0
ERCC6,20.0,19.0,50.0,20.0,19.0,127.0
ERCC6-PGBD3,18.0,9.0,20.0,10.0,74.0,126.0
ERGIC1,43.0,15.0,19.0,13.0,46.0,139.0
ERGIC2,20.0,11.0,13.0,9.0,55.0,115.0
ERICH6,15.0,8.0,46.0,11.0,14.0,99.0
ERVMER34-1,20.0,16.0,53.0,15.0,34.0,145.0
ERVW-1,47.0,17.0,24.0,22.0,36.0,145.0
ESD,40.0,16.0,17.0,16.0,42.0,136.0
ESYT3,22.0,6.0,45.0,17.0,30.0,122.0
ETNK1,50.0,17.0,27.0,10.0,21.0,129.0
ETV6,13.0,10.0,18.0,69.0,19.0,130.0
EVPLL,14.0,13.0,15.0,51.0,24.0,130.0
EWSR1,28.0,17.0,42.0,38.0,26.0,161.0
EXOC7,22.0,15.0,22.0,19.0,43.0,129.0
EXOC8,17.0,9.0,15.0,19.0,68.0,142.0
EXOSC3,35.0,14.0,57.0,17.0,25.0,151.0
EXT2,16.0,9.0,19.0,47.0,15.0,120.0
EXTL2,47.0,6.0,11.0,19.0,21.0,108.0
EYA3,22.0,12.0,50.0,18.0,41.0,148.0
EZH1,21.0,10.0,22.0,25.0,59.0,151.0
F10,33.0,9.0,45.0,17.0,22.0,127.0
F2,29.0,18.0,40.0,15.0,47.0,157.0
F8A1,21.0,15.0,12.0,48.0,31.0,132.0
F8A3,26.0,9.0,20.0,16.0,44.0,137.0
FAAH,46.0,43.0,27.0,24.0,17.0,163.0
FADS1,25.0,12.0,19.0,15.0,50.0,120.0
FAHD1,34.0,10.0,47.0,14.0,13.0,125.0
FAM106A,12.0,23.0,10.0,45.0,22.0,112.0
FAM111B,14.0,10.0,19.0,7.0,42.0,99.0
FAM122A,34.0,9.0,21.0,8.0,54.0,134.0
FAM126B,47.0,12.0,18.0,37.0,18.0,135.0
FAM149B1,11.0,11.0,13.0,17.0,58.0,121.0
FAM151B,16.0,47.0,17.0,19.0,16.0,113.0
FAM156A,37.0,34.0,17.0,25.0,21.0,137.0
FAM157B,19.0,7.0,15.0,11.0,44.0,121.0
FAM159B,58.0,21.0,25.0,10.0,16.0,143.0
FAM160A2,8.0,16.0,20.0,52.0,11.0,110.0
FAM167A,46.0,44.0,29.0,30.0,16.0,163.0
FAM173B,44.0,9.0,19.0,13.0,33.0,130.0
FAM185A,22.0,8.0,53.0,24.0,40.0,151.0
FAM189A2,12.0,20.0,11.0,62.0,13.0,127.0
FAM200A,16.0,9.0,16.0,18.0,60.0,125.0
FAM204A,20.0,12.0,46.0,12.0,21.0,122.0
FAM208A,20.0,17.0,52.0,17.0,13.0,125.0
FAM217A,23.0,11.0,42.0,27.0,44.0,160.0
FAM221A,31.0,25.0,26.0,61.0,21.0,162.0
FAM222B,24.0,10.0,18.0,28.0,48.0,135.0
FAM227A,52.0,13.0,34.0,14.0,24.0,140.0
FAM25E,16.0,10.0,17.0,12.0,62.0,127.0
FAM3C,11.0,11.0,22.0,41.0,14.0,100.0
FAM46A,46.0,8.0,25.0,10.0,45.0,135.0
FAM60A,17.0,8.0,15.0,77.0,17.0,134.0
FAM72A,22.0,10.0,20.0,41.0,38.0,136.0
FAM76B,46.0,26.0,23.0,39.0,12.0,151.0
FAM78A,17.0,8.0,24.0,17.0,77.0,153.0
FAM83B,13.0,8.0,49.0,12.0,41.0,126.0
FAM84B,23.0,20.0,43.0,14.0,22.0,131.0
FAM96A,30.0,23.0,22.0,62.0,14.0,156.0
FAM96B,20.0,7.0,43.0,16.0,22.0,121.0
FAN1,25.0,12.0,43.0,28.0,33.0,151.0
FANCA,47.0,17.0,41.0,28.0,24.0,158.0
FANCB,14.0,11.0,21.0,44.0,14.0,105.0
FANCM,23.0,14.0,30.0,25.0,42.0,135.0
FAP,46.0,28.0,27.0,18.0,26.0,148.0
FASTKD1,19.0,22.0,12.0,46.0,19.0,126.0
FAXC,18.0,9.0,54.0,10.0,14.0,109.0
FAXDC2,36.0,27.0,44.0,20.0,30.0,157.0
FBXL6,29.0,25.0,37.0,45.0,21.0,158.0
FBXO16,26.0,13.0,48.0,11.0,17.0,115.0
FBXO17,27.0,15.0,35.0,12.0,49.0,154.0
FBXO27,15.0,5.0,15.0,19.0,52.0,111.0
FBXO28,16.0,14.0,16.0,49.0,52.0,142.0
FBXO3,27.0,9.0,13.0,9.0,68.0,132.0
FBXO33,46.0,21.0,15.0,20.0,7.0,112.0
FBXO43,51.0,8.0,15.0,14.0,30.0,123.0
FBXO9,9.0,9.0,23.0,64.0,30.0,138.0
FBXW10,28.0,8.0,54.0,17.0,18.0,143.0
FBXW11,21.0,13.0,51.0,18.0,25.0,140.0
FBXW5,43.0,21.0,16.0,43.0,32.0,165.0
FCHO1,16.0,18.0,33.0,46.0,15.0,130.0
FCHO2,23.0,13.0,51.0,17.0,20.0,128.0
FEM1B,33.0,21.0,39.0,41.0,16.0,149.0
FER,38.0,31.0,27.0,19.0,21.0,139.0
FGF1,15.0,11.0,44.0,16.0,20.0,117.0
FGF12,16.0,8.0,28.0,24.0,47.0,133.0
FGF17,59.0,18.0,41.0,17.0,26.0,165.0
FGF2,27.0,30.0,37.0,21.0,15.0,131.0
FGF21,21.0,9.0,12.0,9.0,45.0,108.0
FGFR3,29.0,12.0,14.0,13.0,70.0,138.0
FHOD3,33.0,23.0,17.0,53.0,10.0,136.0
FIBP,29.0,9.0,20.0,10.0,42.0,121.0
FIG4,23.0,14.0,51.0,28.0,22.0,145.0
FIS1,28.0,23.0,12.0,36.0,44.0,152.0
FKBP5,36.0,14.0,17.0,26.0,54.0,160.0
FKBP7,36.0,15.0,18.0,46.0,35.0,153.0
FKBP8,48.0,33.0,24.0,26.0,22.0,149.0
FKBPL,48.0,12.0,12.0,24.0,60.0,149.0
FLOT2,15.0,14.0,15.0,41.0,14.0,101.0
FLYWCH1,28.0,14.0,15.0,41.0,15.0,117.0
FMNL3,34.0,16.0,26.0,45.0,20.0,148.0
FNBP4,44.0,7.0,22.0,18.0,40.0,147.0
FNTA,24.0,18.0,18.0,30.0,53.0,160.0
FOCAD,14.0,15.0,68.0,13.0,11.0,122.0
FOLR1,24.0,10.0,21.0,8.0,62.0,130.0
FOXH1,28.0,15.0,17.0,16.0,43.0,133.0
FOXK2,14.0,10.0,19.0,13.0,55.0,121.0
FOXN2,15.0,12.0,23.0,19.0,59.0,136.0
FOXO3,18.0,29.0,12.0,55.0,19.0,145.0
FOXP1,38.0,32.0,19.0,15.0,14.0,116.0
FRS2,23.0,10.0,49.0,20.0,10.0,121.0
FSBP,12.0,16.0,55.0,13.0,15.0,111.0
FSCN2,24.0,11.0,39.0,49.0,22.0,150.0
FSCN3,19.0,24.0,13.0,37.0,45.0,147.0
FTO,30.0,7.0,25.0,23.0,66.0,161.0
FTSJ1,31.0,23.0,21.0,20.0,55.0,155.0
FTSJ3,29.0,12.0,42.0,7.0,30.0,131.0
FUCA1,31.0,13.0,20.0,15.0,61.0,144.0
FXR1,48.0,13.0,51.0,20.0,19.0,157.0
FXYD5,14.0,10.0,19.0,11.0,69.0,130.0
FXYD7,10.0,8.0,52.0,8.0,47.0,133.0
FYB,36.0,16.0,29.0,48.0,24.0,162.0
FZD3,90.0,20.0,19.0,20.0,11.0,157.0
FZD9,27.0,32.0,17.0,19.0,41.0,151.0
G0S2,20.0,7.0,25.0,17.0,65.0,138.0
GAB2,25.0,11.0,43.0,17.0,49.0,153.0
GABARAP,57.0,14.0,26.0,21.0,18.0,155.0
GABPB2,23.0,10.0,44.0,17.0,23.0,126.0
GABRB3,34.0,17.0,14.0,45.0,14.0,135.0
GABRE,48.0,39.0,17.0,14.0,21.0,145.0
GABRQ,37.0,42.0,26.0,19.0,11.0,136.0
GAL3ST4,30.0,21.0,10.0,57.0,19.0,144.0
GALK1,32.0,22.0,23.0,14.0,43.0,139.0
GALNTL6,34.0,18.0,13.0,41.0,27.0,132.0
GAPDH,60.0,10.0,14.0,21.0,20.0,132.0
GAPDHS,20.0,5.0,48.0,11.0,13.0,97.0
GATA4,55.0,28.0,33.0,13.0,17.0,145.0
GATAD2A,22.0,13.0,17.0,13.0,53.0,121.0
GATAD2B,32.0,11.0,26.0,16.0,61.0,152.0
GCA,23.0,6.0,9.0,19.0,46.0,106.0
GCFC2,17.0,9.0,45.0,14.0,18.0,113.0
GCK,24.0,20.0,44.0,7.0,20.0,119.0
GCNT2,29.0,10.0,12.0,40.0,60.0,150.0
GDF11,20.0,7.0,15.0,11.0,64.0,121.0
GDF5,28.0,12.0,44.0,18.0,37.0,149.0
GDI2,22.0,14.0,13.0,53.0,19.0,118.0
GDPD5,39.0,8.0,28.0,25.0,46.0,151.0
GEMIN4,24.0,13.0,25.0,16.0,46.0,127.0
GEMIN6,20.0,19.0,57.0,7.0,6.0,107.0
GFRA1,36.0,23.0,18.0,46.0,16.0,145.0
GGA2,19.0,12.0,27.0,48.0,41.0,144.0
GGCT,20.0,17.0,21.0,16.0,67.0,145.0
GGT6,26.0,16.0,24.0,46.0,16.0,143.0
GGTLC2,22.0,14.0,43.0,18.0,15.0,124.0
GID4,20.0,12.0,18.0,55.0,11.0,123.0
GJC1,41.0,9.0,46.0,19.0,15.0,149.0
GJC3,16.0,31.0,34.0,14.0,26.0,124.0
GLCE,17.0,11.0,49.0,10.0,22.0,110.0
GLIPR1L2,21.0,7.0,23.0,23.0,57.0,142.0
GLP2R,20.0,11.0,38.0,43.0,27.0,145.0
GLRA1,27.0,30.0,23.0,12.0,13.0,103.0
GLRX5,43.0,17.0,54.0,19.0,19.0,159.0
GLTP,49.0,21.0,23.0,25.0,40.0,161.0
GLTSCR1L,21.0,10.0,37.0,14.0,60.0,141.0
GMDS,19.0,6.0,12.0,41.0,32.0,117.0
GMPR,19.0,9.0,18.0,14.0,45.0,113.0
GNAT2,31.0,18.0,13.0,28.0,53.0,152.0
GNB1,11.0,8.0,54.0,8.0,14.0,107.0
GNB1L,24.0,16.0,25.0,42.0,34.0,147.0
GNB2,25.0,6.0,9.0,13.0,85.0,148.0
GNPDA1,16.0,12.0,16.0,21.0,54.0,124.0
GNPDA2,24.0,7.0,28.0,14.0,43.0,126.0
GNPTG,19.0,10.0,17.0,88.0,11.0,148.0
GNS,19.0,7.0,21.0,13.0,72.0,136.0
GOLGA1,48.0,18.0,27.0,17.0,23.0,134.0
GOLGA6L3,21.0,19.0,36.0,52.0,18.0,145.0
GOLGA8Q,49.0,15.0,36.0,21.0,19.0,140.0
GOLGA8R,31.0,26.0,40.0,50.0,15.0,165.0
GP1BA,18.0,19.0,26.0,58.0,21.0,149.0
GP1BB,22.0,9.0,48.0,20.0,28.0,134.0
GP6,26.0,13.0,43.0,24.0,21.0,132.0
GPC5,38.0,50.0,24.0,19.0,20.0,143.0
GPI,32.0,30.0,30.0,33.0,20.0,156.0
GPR137,28.0,50.0,30.0,19.0,13.0,148.0
GPR137B,18.0,9.0,17.0,17.0,49.0,113.0
GPR139,13.0,10.0,45.0,14.0,18.0,105.0
GPR151,68.0,45.0,17.0,19.0,16.0,165.0
GPR155,47.0,12.0,22.0,22.0,14.0,132.0
GPR162,21.0,16.0,28.0,16.0,46.0,137.0
GPR180,21.0,32.0,23.0,57.0,13.0,139.0
GPR4,21.0,11.0,17.0,7.0,79.0,135.0
GPR84,24.0,24.0,26.0,48.0,20.0,149.0
GPR87,57.0,14.0,23.0,19.0,19.0,142.0
GPR89A,25.0,19.0,46.0,24.0,37.0,153.0
GPRC5A,25.0,8.0,19.0,14.0,53.0,134.0
GPRC5D,41.0,17.0,29.0,19.0,43.0,158.0
GPX3,16.0,17.0,44.0,12.0,16.0,109.0
GRAMD1A,24.0,13.0,21.0,25.0,46.0,138.0
GRAMD2,35.0,18.0,43.0,18.0,21.0,146.0
GRID1,20.0,29.0,12.0,45.0,11.0,121.0
GRID2,41.0,19.0,15.0,53.0,17.0,151.0
GRIK5,38.0,30.0,21.0,27.0,18.0,144.0
GRIPAP1,25.0,13.0,20.0,44.0,8.0,121.0
GRSF1,21.0,15.0,32.0,14.0,57.0,150.0
GRWD1,33.0,20.0,26.0,44.0,21.0,142.0
GSDMD,36.0,30.0,24.0,30.0,15.0,146.0
GSK3A,33.0,7.0,47.0,19.0,36.0,142.0
GSTM2,24.0,16.0,50.0,27.0,25.0,135.0
GTF2A1,33.0,18.0,59.0,21.0,21.0,151.0
GTF2H5,27.0,20.0,13.0,37.0,50.0,148.0
GTF2IRD2B,14.0,11.0,13.0,13.0,55.0,106.0
GTF3C2,18.0,11.0,14.0,10.0,42.0,97.0
GTPBP1,22.0,12.0,9.0,40.0,53.0,154.0
GTPBP4,18.0,13.0,13.0,8.0,49.0,109.0
GTPBP8,33.0,12.0,51.0,16.0,36.0,156.0
GUSB,10.0,6.0,25.0,13.0,50.0,111.0
GYPC,19.0,12.0,17.0,13.0,66.0,128.0
H2-AA,46.0,15.0,45.0,19.0,21.0,157.0
H2-Q6,54.0,17.0,38.0,25.0,16.0,159.0
H2-Q9,25.0,17.0,42.0,25.0,35.0,152.0
H2-T23,20.0,13.0,33.0,11.0,65.0,155.0
H3F3A,33.0,45.0,42.0,36.0,16.0,165.0
HAPLN1,44.0,16.0,26.0,16.0,12.0,118.0
HARBI1,24.0,11.0,16.0,11.0,44.0,110.0
HAUS3,35.0,10.0,21.0,17.0,57.0,146.0
HAUS4,20.0,20.0,27.0,23.0,43.0,138.0
HAUS8,40.0,17.0,47.0,9.0,25.0,152.0
HAVCR1,44.0,24.0,29.0,14.0,14.0,126.0
HCAR2,48.0,40.0,10.0,34.0,18.0,150.0
HCFC1R1,24.0,19.0,64.0,28.0,14.0,159.0
HCST,14.0,9.0,46.0,28.0,35.0,136.0
HDAC6,60.0,23.0,27.0,14.0,17.0,147.0
HDC,14.0,10.0,14.0,17.0,45.0,101.0
HDLBP,36.0,11.0,36.0,14.0,50.0,154.0
HECW1,56.0,13.0,27.0,11.0,13.0,131.0
HELLS,46.0,9.0,15.0,9.0,11.0,99.0
HERC2,37.0,14.0,42.0,33.0,28.0,156.0
HERPUD1,44.0,19.0,28.0,21.0,24.0,146.0
HERPUD2,36.0,31.0,20.0,41.0,23.0,156.0
HES2,25.0,15.0,53.0,20.0,20.0,147.0
HESX1,22.0,15.0,49.0,16.0,16.0,119.0
HEY2,19.0,11.0,77.0,16.0,19.0,157.0
HEYL,47.0,24.0,10.0,32.0,15.0,139.0
HHAT,21.0,12.0,12.0,44.0,17.0,105.0
HHLA2,29.0,44.0,14.0,32.0,13.0,131.0
HIBCH,30.0,10.0,49.0,18.0,28.0,132.0
HILPDA,16.0,16.0,17.0,21.0,45.0,119.0
HIP1,23.0,11.0,30.0,24.0,65.0,158.0
HIP1R,20.0,11.0,15.0,17.0,78.0,144.0
HIST1H1B,14.0,20.0,15.0,20.0,60.0,136.0
HIST1H1C,15.0,7.0,13.0,13.0,48.0,95.0
HIST1H1E,21.0,23.0,35.0,29.0,46.0,161.0
HIST1H2AC,36.0,12.0,67.0,21.0,14.0,164.0
HIST1H2BD,29.0,11.0,43.0,17.0,25.0,127.0
HIST1H2BG,20.0,34.0,15.0,27.0,31.0,132.0
HIST1H2BJ,34.0,19.0,22.0,48.0,20.0,143.0
HIST1H2BK,33.0,12.0,24.0,20.0,44.0,137.0
HIST1H2BM,19.0,10.0,43.0,17.0,25.0,125.0
HIST1H2BO,23.0,30.0,29.0,21.0,16.0,120.0
HIST1H3F,21.0,22.0,19.0,20.0,51.0,142.0
HIST1H3G,23.0,8.0,13.0,18.0,56.0,121.0
HIST1H3I,48.0,9.0,17.0,15.0,16.0,109.0
HIST1H4B,45.0,26.0,31.0,28.0,19.0,162.0
HIST1H4D,42.0,29.0,17.0,49.0,15.0,153.0
HIST2H2AA3,21.0,20.0,48.0,14.0,16.0,116.0
HIST2H3D,36.0,11.0,44.0,21.0,31.0,151.0
HIST2H3PS2,36.0,11.0,27.0,33.0,42.0,156.0
HJURP,46.0,24.0,36.0,23.0,19.0,155.0
HLA-E,20.0,8.0,16.0,14.0,44.0,105.0
HMGA2,26.0,29.0,19.0,55.0,25.0,157.0
HMGB1,34.0,23.0,30.0,43.0,18.0,153.0
HMGN1,19.0,9.0,15.0,10.0,55.0,122.0
HMGN4,19.0,6.0,50.0,11.0,21.0,113.0
HMOX2,33.0,11.0,14.0,27.0,59.0,153.0
HNRNPA0,28.0,43.0,19.0,39.0,17.0,148.0
HNRNPA1L2,15.0,13.0,44.0,9.0,22.0,112.0
HNRNPDL,43.0,9.0,21.0,11.0,51.0,138.0
HNRNPK,29.0,12.0,49.0,48.0,23.0,158.0
HNRNPL,36.0,20.0,16.0,19.0,44.0,152.0
HNRNPM,35.0,20.0,48.0,17.0,16.0,143.0
HNRNPUL2,30.0,10.0,22.0,15.0,45.0,128.0
HOMER1,22.0,20.0,15.0,27.0,47.0,130.0
HOPX,37.0,35.0,23.0,20.0,18.0,135.0
HOXA11,23.0,8.0,31.0,11.0,42.0,120.0
HOXB13,37.0,21.0,20.0,63.0,16.0,160.0
HOXB2,23.0,5.0,38.0,28.0,48.0,146.0
HOXB5,28.0,12.0,53.0,12.0,20.0,125.0
HOXC10,37.0,19.0,58.0,21.0,19.0,150.0
HOXC4,23.0,11.0,21.0,11.0,67.0,138.0
HOXC9,44.0,15.0,26.0,12.0,18.0,124.0
HPD,23.0,12.0,53.0,17.0,49.0,163.0
HPRT1,32.0,45.0,22.0,31.0,10.0,136.0
HPS5,22.0,4.0,31.0,11.0,42.0,112.0
HRASLS2,47.0,13.0,30.0,32.0,28.0,152.0
HSD17B11,29.0,21.0,11.0,43.0,12.0,120.0
HSD17B7,28.0,32.0,34.0,24.0,26.0,158.0
HSPA4,22.0,10.0,21.0,25.0,59.0,138.0
HSPA5,33.0,36.0,15.0,39.0,35.0,155.0
HSPB1,19.0,6.0,21.0,12.0,48.0,116.0
HSPBP1,6.0,5.0,14.0,6.0,60.0,94.0
HUNK,21.0,21.0,31.0,22.0,57.0,158.0
HYPK,34.0,18.0,57.0,13.0,22.0,144.0
IDE,49.0,13.0,24.0,17.0,43.0,157.0
IDH3A,36.0,8.0,20.0,43.0,33.0,145.0
IDH3B,12.0,9.0,9.0,11.0,43.0,87.0
IDI1,31.0,20.0,25.0,39.0,44.0,163.0
IFI27L2,36.0,14.0,14.0,24.0,42.0,137.0
IFT88,12.0,18.0,46.0,13.0,10.0,102.0
IGDCC4,25.0,7.0,23.0,11.0,51.0,119.0
IGF2R,20.0,7.0,14.0,42.0,46.0,133.0
IGFL1,17.0,36.0,18.0,39.0,17.0,119.0
IKZF1,34.0,12.0,24.0,22.0,46.0,148.0
IKZF4,28.0,12.0,20.0,11.0,55.0,130.0
