Gene,Mito,ConA,DAPI,WGA,Phalloidin,Sum
BCS1L,25.0,19.0,34.0,20.0,48.0,153.0
BEST3,37.0,14.0,65.0,17.0,21.0,156.0
BET1L,18.0,15.0,44.0,17.0,13.0,117.0
BGLAP,15.0,16.0,16.0,10.0,49.0,110.0
BHLHE22,49.0,17.0,40.0,17.0,19.0,148.0
BICDL2,19.0,15.0,18.0,18.0,85.0,158.0
BIN1,18.0,7.0,48.0,21.0,28.0,142.0
BIN2,32.0,9.0,24.0,18.0,47.0,139.0
BIRC8,18.0,8.0,18.0,9.0,51.0,109.0
BMF,19.0,22.0,43.0,27.0,14.0,119.0
BMP1,21.0,10.0,72.0,34.0,9.0,145.0
BOD1,11.0,8.0,21.0,8.0,55.0,116.0
BOLA3,55.0,10.0,23.0,9.0,16.0,119.0
BOP1,43.0,18.0,24.0,50.0,28.0,159.0
BORA,38.0,47.0,23.0,35.0,17.0,165.0
BPHL,39.0,25.0,22.0,45.0,13.0,146.0
BPNT1,32.0,5.0,25.0,13.0,42.0,124.0
BPTF,28.0,15.0,59.0,16.0,23.0,155.0
BRAF,15.0,12.0,46.0,14.0,40.0,141.0
BRAP,24.0,17.0,56.0,20.0,23.0,145.0
BRAT1,28.0,14.0,52.0,15.0,18.0,131.0
BRD2,19.0,11.0,23.0,21.0,42.0,116.0
BRD3,34.0,22.0,25.0,17.0,67.0,164.0
BRD8,23.0,5.0,13.0,23.0,48.0,111.0
BRIX1,65.0,12.0,22.0,15.0,15.0,140.0
BSN,28.0,13.0,78.0,16.0,24.0,162.0
BTF3,31.0,9.0,27.0,19.0,67.0,160.0
BTK,39.0,17.0,61.0,11.0,10.0,145.0
BTN2A1,20.0,30.0,20.0,17.0,18.0,112.0
BUD31,34.0,10.0,28.0,31.0,45.0,151.0
BZW1,28.0,8.0,13.0,13.0,46.0,119.0
C10orf142,31.0,14.0,53.0,18.0,30.0,165.0
C10orf25,26.0,12.0,43.0,17.0,15.0,108.0
C10orf62,27.0,38.0,29.0,24.0,20.0,145.0
C10orf67,14.0,15.0,35.0,15.0,47.0,129.0
C10orf90,52.0,12.0,17.0,14.0,34.0,138.0
C11orf63,29.0,14.0,43.0,16.0,16.0,123.0
C11orf71,70.0,12.0,15.0,14.0,27.0,149.0
C11orf80,56.0,25.0,18.0,18.0,27.0,153.0
C11orf88,26.0,8.0,20.0,14.0,43.0,129.0
C11orf98,27.0,15.0,19.0,10.0,44.0,126.0
C12orf54,48.0,8.0,28.0,16.0,15.0,117.0
C12orf57,41.0,28.0,52.0,17.0,19.0,164.0
C12orf75,24.0,10.0,54.0,10.0,33.0,138.0
C15orf32,43.0,39.0,12.0,24.0,18.0,135.0
C15orf39,38.0,14.0,18.0,46.0,16.0,144.0
C15orf41,21.0,10.0,48.0,11.0,21.0,114.0
C15orf53,40.0,34.0,24.0,42.0,20.0,161.0
C15orf61,30.0,12.0,45.0,17.0,39.0,157.0
C16orf72,23.0,10.0,24.0,12.0,50.0,124.0
C19orf25,26.0,10.0,42.0,24.0,13.0,122.0
C19orf53,33.0,18.0,16.0,48.0,34.0,151.0
C19orf70,24.0,37.0,24.0,24.0,20.0,135.0
C1GALT1C1,25.0,19.0,26.0,61.0,13.0,146.0
C1QTNF3,21.0,15.0,16.0,33.0,50.0,144.0
C1QTNF4,21.0,9.0,23.0,12.0,46.0,115.0
C1orf101,18.0,9.0,19.0,17.0,43.0,126.0
C1orf137,16.0,16.0,24.0,49.0,17.0,122.0
C1orf204,17.0,14.0,14.0,26.0,48.0,125.0
C1orf56,24.0,30.0,21.0,25.0,25.0,128.0
C21orf140,9.0,11.0,19.0,9.0,92.0,141.0
C21orf58,41.0,9.0,23.0,43.0,31.0,149.0
C2CD4C,45.0,22.0,17.0,17.0,12.0,108.0
C2CD5,28.0,9.0,31.0,47.0,24.0,143.0
C2orf40,31.0,15.0,30.0,18.0,42.0,145.0
C2orf42,58.0,32.0,12.0,26.0,21.0,154.0
C2orf92,52.0,18.0,14.0,43.0,18.0,145.0
C4orf48,24.0,32.0,11.0,11.0,12.0,90.0
C5orf63,15.0,30.0,16.0,41.0,14.0,131.0
C6orf201,27.0,10.0,14.0,7.0,45.0,112.0
C6orf203,20.0,8.0,13.0,15.0,53.0,123.0
C6orf99,16.0,7.0,17.0,14.0,45.0,100.0
C7orf66,14.0,9.0,45.0,19.0,29.0,119.0
C7orf69,45.0,16.0,46.0,25.0,17.0,159.0
C9orf139,20.0,13.0,44.0,15.0,18.0,117.0
C9orf16,57.0,17.0,29.0,26.0,22.0,159.0
C9orf3,26.0,11.0,15.0,44.0,10.0,111.0
C9orf50,27.0,16.0,13.0,17.0,57.0,129.0
CACNA1C,44.0,28.0,18.0,26.0,39.0,157.0
CACNA2D2,28.0,18.0,28.0,21.0,47.0,151.0
CACNB3,53.0,15.0,31.0,24.0,26.0,161.0
CACNB4,39.0,23.0,25.0,17.0,50.0,160.0
CACNG6,32.0,31.0,12.0,57.0,24.0,151.0
CACUL1,24.0,9.0,44.0,12.0,45.0,139.0
CADM2,45.0,19.0,23.0,20.0,54.0,161.0
CADM4,16.0,11.0,16.0,17.0,76.0,142.0
CALB1,43.0,15.0,31.0,41.0,33.0,163.0
CALCRL,65.0,16.0,18.0,35.0,12.0,148.0
CALHM1,53.0,23.0,16.0,37.0,18.0,156.0
CALM3,15.0,18.0,26.0,15.0,44.0,124.0
CALY,21.0,3.0,6.0,10.0,50.0,96.0
CAMTA1,21.0,15.0,17.0,14.0,44.0,119.0
CANT1,37.0,13.0,50.0,26.0,27.0,163.0
CAPN3,55.0,24.0,37.0,11.0,16.0,155.0
CAPNS1,22.0,29.0,24.0,10.0,58.0,150.0
CAPZA1,38.0,19.0,28.0,46.0,11.0,146.0
CARD9,39.0,33.0,18.0,16.0,25.0,138.0
CARM1,42.0,12.0,31.0,21.0,45.0,159.0
CASC10,46.0,22.0,28.0,20.0,14.0,134.0
CASTOR2,18.0,4.0,15.0,14.0,45.0,106.0
CATSPER1,21.0,24.0,14.0,22.0,44.0,133.0
CATSPER3,16.0,14.0,16.0,42.0,19.0,115.0
CAV2,13.0,10.0,17.0,41.0,15.0,100.0
CBFA2T2,46.0,22.0,24.0,50.0,18.0,158.0
CBLL1,16.0,5.0,18.0,15.0,72.0,134.0
CBR1,14.0,19.0,11.0,53.0,21.0,122.0
CBWD1,33.0,10.0,28.0,50.0,15.0,134.0
CBWD3,30.0,18.0,56.0,18.0,26.0,165.0
CBX3,26.0,35.0,23.0,11.0,21.0,113.0
CBX5,23.0,9.0,52.0,21.0,36.0,142.0
CC2D1A,10.0,10.0,45.0,8.0,11.0,96.0
CCAR2,33.0,9.0,64.0,12.0,35.0,156.0
CCDC107,21.0,9.0,37.0,12.0,44.0,126.0
CCDC110,17.0,40.0,22.0,62.0,13.0,153.0
CCDC140,20.0,40.0,21.0,30.0,18.0,138.0
CCDC174,45.0,43.0,17.0,21.0,12.0,144.0
CCDC181,34.0,9.0,19.0,17.0,45.0,128.0
CCDC185,20.0,24.0,29.0,52.0,43.0,165.0
CCDC25,46.0,34.0,29.0,14.0,15.0,145.0
CCDC33,27.0,15.0,69.0,15.0,18.0,139.0
CCDC34,23.0,11.0,21.0,16.0,58.0,135.0
CCDC47,20.0,11.0,21.0,10.0,50.0,114.0
CCDC51,33.0,15.0,16.0,44.0,39.0,155.0
CCDC6,25.0,42.0,61.0,14.0,21.0,164.0
CCDC61,10.0,6.0,43.0,19.0,44.0,133.0
CCDC69,19.0,9.0,16.0,16.0,44.0,110.0
CCDC7,17.0,8.0,24.0,16.0,42.0,120.0
CCDC77,34.0,16.0,49.0,50.0,16.0,160.0
CCDC78,23.0,20.0,37.0,17.0,57.0,156.0
CCDC8,28.0,27.0,18.0,53.0,15.0,143.0
CCDC82,19.0,7.0,65.0,13.0,14.0,128.0
CCDC85B,47.0,12.0,18.0,19.0,43.0,152.0
CCDC86,28.0,22.0,42.0,36.0,17.0,142.0
CCDC92,26.0,13.0,20.0,19.0,44.0,131.0
CCDC96,47.0,14.0,28.0,29.0,11.0,130.0
CCL2,54.0,16.0,14.0,32.0,13.0,131.0
CCL28,19.0,13.0,42.0,24.0,15.0,114.0
CCM2L,16.0,5.0,47.0,10.0,16.0,106.0
CCNE2,24.0,12.0,42.0,7.0,34.0,120.0
CCNT2,20.0,6.0,38.0,9.0,62.0,146.0
CCRL2,28.0,12.0,59.0,14.0,23.0,137.0
CCS,21.0,5.0,54.0,17.0,22.0,125.0
CCSAP,21.0,6.0,44.0,14.0,53.0,145.0
CCT5,27.0,21.0,24.0,22.0,46.0,155.0
CCT6A,37.0,13.0,48.0,15.0,13.0,143.0
CCZ1,25.0,21.0,12.0,51.0,18.0,125.0
CD248,17.0,12.0,15.0,15.0,85.0,156.0
CD276,24.0,32.0,19.0,26.0,35.0,136.0
CD2BP2,40.0,23.0,48.0,10.0,12.0,141.0
CD44,38.0,15.0,26.0,23.0,47.0,159.0
CD48,32.0,17.0,49.0,18.0,26.0,156.0
CD6,27.0,14.0,21.0,31.0,50.0,152.0
CD80,40.0,20.0,23.0,16.0,48.0,155.0
CDAN1,31.0,21.0,15.0,60.0,16.0,158.0
CDC20B,36.0,32.0,26.0,10.0,17.0,124.0
CDC25A,22.0,12.0,79.0,16.0,16.0,149.0
CDC34,16.0,37.0,16.0,19.0,16.0,108.0
CDC40,32.0,24.0,18.0,52.0,31.0,161.0
CDC42BPB,20.0,16.0,12.0,41.0,19.0,107.0
CDC6,13.0,8.0,8.0,17.0,42.0,97.0
CDCA2,10.0,30.0,19.0,23.0,32.0,118.0
CDH24,17.0,33.0,20.0,16.0,12.0,111.0
CDK15,34.0,6.0,29.0,16.0,62.0,152.0
CDK2,50.0,12.0,27.0,29.0,34.0,155.0
CDK2AP2,23.0,11.0,13.0,8.0,62.0,133.0
CDK6,21.0,17.0,29.0,41.0,45.0,158.0
CDK9,49.0,13.0,27.0,11.0,30.0,145.0
CDKN2C,7.0,9.0,79.0,24.0,16.0,145.0
CDT1,32.0,25.0,44.0,19.0,11.0,133.0
CEACAM21,13.0,8.0,10.0,8.0,46.0,90.0
CELF1,22.0,7.0,19.0,50.0,15.0,113.0
CELF6,28.0,34.0,30.0,58.0,14.0,163.0
CEMIP,22.0,15.0,42.0,34.0,15.0,120.0
CENPK,22.0,9.0,52.0,15.0,20.0,125.0
CENPV,17.0,22.0,13.0,53.0,14.0,125.0
CEP126,37.0,33.0,19.0,35.0,23.0,159.0
CEP170,45.0,41.0,25.0,35.0,17.0,157.0
CEP55,19.0,38.0,25.0,38.0,40.0,164.0
CERK,19.0,16.0,20.0,42.0,12.0,110.0
CERS1,51.0,12.0,18.0,22.0,17.0,128.0
CETN2,26.0,35.0,29.0,33.0,25.0,156.0
CFAP52,16.0,9.0,26.0,48.0,16.0,126.0
CGB7,70.0,12.0,28.0,23.0,30.0,162.0
CGB8,40.0,6.0,19.0,13.0,44.0,133.0
CH25H,17.0,12.0,47.0,26.0,13.0,115.0
CHAC1,21.0,17.0,33.0,54.0,17.0,152.0
CHAC2,15.0,11.0,33.0,13.0,60.0,148.0
CHCHD10,21.0,18.0,41.0,23.0,49.0,161.0
CHD2,43.0,30.0,20.0,19.0,27.0,149.0
CHD3,9.0,12.0,26.0,76.0,18.0,142.0
CHGB,15.0,5.0,17.0,8.0,49.0,98.0
CHMP1A,20.0,6.0,32.0,12.0,42.0,133.0
CHPT1,25.0,26.0,11.0,44.0,27.0,132.0
CHRAC1,26.0,17.0,14.0,25.0,44.0,136.0
CHRD,35.0,20.0,24.0,45.0,14.0,133.0
CHRNA3,42.0,21.0,32.0,45.0,14.0,165.0
CHRNA5,22.0,21.0,64.0,29.0,18.0,157.0
CHRNA7,26.0,25.0,32.0,58.0,12.0,149.0
CHRNB4,31.0,16.0,48.0,13.0,13.0,130.0
CHST10,30.0,21.0,44.0,20.0,11.0,134.0
CHST2,23.0,9.0,16.0,55.0,9.0,115.0
CHST5,17.0,17.0,15.0,14.0,50.0,121.0
CHST8,26.0,6.0,15.0,13.0,79.0,142.0
CHSY3,12.0,6.0,48.0,16.0,10.0,94.0
CHTOP,29.0,26.0,42.0,18.0,22.0,148.0
CIART,14.0,11.0,13.0,19.0,48.0,111.0
CIB2,26.0,17.0,61.0,22.0,25.0,146.0
CIITA,19.0,37.0,17.0,24.0,21.0,123.0
CILP2,25.0,6.0,54.0,18.0,11.0,118.0
CITED2,52.0,43.0,29.0,28.0,12.0,165.0
CKAP5,61.0,35.0,24.0,27.0,15.0,162.0
CKS1B,33.0,13.0,18.0,39.0,45.0,150.0
CLASP1,25.0,11.0,28.0,15.0,44.0,134.0
CLCF1,21.0,21.0,14.0,20.0,46.0,133.0
CLCN4,45.0,14.0,22.0,40.0,13.0,127.0
CLDN16,17.0,14.0,21.0,55.0,17.0,127.0
CLDN18,38.0,24.0,42.0,21.0,30.0,161.0
CLDN23,16.0,13.0,9.0,48.0,17.0,112.0
CLEC19A,15.0,9.0,25.0,13.0,45.0,106.0
CLHC1,28.0,11.0,27.0,57.0,22.0,163.0
CLIP3,21.0,4.0,15.0,12.0,56.0,115.0
CLK2,25.0,25.0,24.0,49.0,20.0,139.0
CLN3,52.0,41.0,21.0,14.0,16.0,145.0
CLP1,29.0,17.0,18.0,14.0,69.0,161.0
CLPSL2,11.0,6.0,13.0,22.0,42.0,95.0
CMTR2,31.0,5.0,7.0,7.0,44.0,108.0
CNFN,7.0,7.0,14.0,10.0,52.0,96.0
CNN1,49.0,15.0,19.0,21.0,22.0,127.0
CNNM2,39.0,17.0,47.0,13.0,28.0,145.0
CNOT1,39.0,10.0,26.0,18.0,45.0,154.0
CNP,19.0,6.0,20.0,17.0,60.0,122.0
CNTRL,54.0,14.0,14.0,24.0,28.0,137.0
CNTROB,24.0,16.0,27.0,60.0,18.0,150.0
COA3,21.0,11.0,46.0,9.0,23.0,122.0
COA5,19.0,8.0,19.0,11.0,50.0,115.0
COASY,35.0,25.0,37.0,22.0,44.0,163.0
COBLL1,32.0,41.0,11.0,13.0,13.0,114.0
COG5,27.0,14.0,10.0,80.0,23.0,152.0
COMMD1,26.0,32.0,9.0,28.0,17.0,125.0
COMMD10,24.0,12.0,20.0,52.0,14.0,129.0
COMMD7,12.0,12.0,11.0,35.0,43.0,126.0
COMMD9,19.0,9.0,18.0,11.0,43.0,110.0
COMT,22.0,23.0,21.0,45.0,18.0,128.0
COPG1,26.0,11.0,27.0,49.0,25.0,147.0
COPS5,63.0,13.0,19.0,12.0,16.0,148.0
COPZ1,46.0,27.0,23.0,15.0,32.0,152.0
COQ7,18.0,5.0,16.0,9.0,49.0,113.0
CORO1A,68.0,14.0,19.0,37.0,16.0,151.0
CORO7,44.0,20.0,13.0,50.0,30.0,160.0
COX10,35.0,9.0,24.0,17.0,44.0,138.0
COX14,30.0,11.0,16.0,11.0,56.0,132.0
COX17,9.0,8.0,15.0,7.0,61.0,116.0
COX18,31.0,5.0,11.0,9.0,68.0,130.0
COX19,24.0,4.0,21.0,12.0,70.0,147.0
COX6B1,25.0,14.0,21.0,12.0,62.0,150.0
COX7A1,19.0,11.0,47.0,21.0,14.0,120.0
COX7B,15.0,10.0,12.0,17.0,55.0,111.0
COX7C,40.0,17.0,47.0,17.0,36.0,164.0
CP,23.0,12.0,72.0,14.0,14.0,135.0
CPAMD8,24.0,34.0,42.0,25.0,23.0,147.0
CPED1,13.0,12.0,16.0,17.0,55.0,117.0
CPLX3,15.0,22.0,48.0,21.0,14.0,118.0
CPNE8,25.0,12.0,30.0,21.0,49.0,150.0
CPSF1,43.0,9.0,20.0,12.0,46.0,156.0
CPSF6,41.0,14.0,47.0,20.0,21.0,152.0
CPT1C,23.0,19.0,15.0,56.0,21.0,139.0
CPVL,11.0,7.0,17.0,54.0,11.0,106.0
CPXM1,57.0,29.0,26.0,14.0,15.0,142.0
CRTC1,25.0,17.0,25.0,15.0,69.0,159.0
CRYBG3,21.0,9.0,19.0,15.0,56.0,118.0
CRYGS,21.0,14.0,19.0,12.0,45.0,117.0
CSE1L,38.0,51.0,14.0,19.0,33.0,162.0
CSF1R,24.0,12.0,43.0,15.0,27.0,127.0
