Gene,Mito,ConA,DAPI,WGA,Phalloidin,Sum
ALCAM,60.0,62.0,20.0,24.0,13.0,183.0
ALG8,22.0,16.0,27.0,14.0,68.0,147.0
ALKBH7,73.0,35.0,42.0,24.0,22.0,199.0
ALX4,24.0,12.0,25.0,22.0,54.0,135.0
AMDHD2,59.0,59.0,17.0,47.0,14.0,198.0
AMMECR1L,40.0,54.0,24.0,25.0,39.0,185.0
ANAPC1,54.0,14.0,36.0,32.0,60.0,196.0
ANKAR,38.0,70.0,19.0,20.0,29.0,178.0
ANKFY1,71.0,24.0,14.0,52.0,13.0,173.0
ANKHD1,31.0,13.0,63.0,17.0,41.0,179.0
ANKK1,26.0,19.0,67.0,26.0,23.0,162.0
ANKRD29,32.0,18.0,96.0,19.0,27.0,201.0
ANKRD33B,59.0,15.0,62.0,27.0,18.0,174.0
ANKRD46,34.0,14.0,58.0,10.0,30.0,148.0
ANO1,18.0,17.0,31.0,25.0,57.0,152.0
ANO3,21.0,49.0,29.0,68.0,20.0,183.0
ANO7,53.0,15.0,22.0,38.0,55.0,189.0
ANXA2R,23.0,10.0,64.0,13.0,12.0,126.0
AP1AR,58.0,18.0,61.0,28.0,29.0,196.0
AP3B2,81.0,43.0,21.0,23.0,23.0,184.0
APBB2,22.0,18.0,23.0,94.0,28.0,187.0
APC2,30.0,23.0,60.0,34.0,14.0,169.0
APEX1,36.0,31.0,59.0,35.0,38.0,196.0
APLNR,33.0,18.0,14.0,27.0,72.0,170.0
APOBEC3G,29.0,14.0,28.0,45.0,63.0,173.0
APOM,38.0,19.0,58.0,18.0,21.0,153.0
APPBP2,34.0,11.0,62.0,25.0,24.0,153.0
AQP6,52.0,28.0,56.0,37.0,35.0,198.0
ARAP3,39.0,14.0,32.0,26.0,55.0,170.0
ARHGAP12,36.0,15.0,29.0,28.0,66.0,189.0
ARHGAP23,34.0,28.0,20.0,83.0,24.0,190.0
ARHGAP35,15.0,14.0,19.0,21.0,54.0,129.0
ARHGAP44,28.0,31.0,12.0,94.0,29.0,197.0
ARHGDIA,27.0,24.0,14.0,17.0,60.0,145.0
ARHGDIB,42.0,46.0,33.0,35.0,20.0,180.0
ARHGEF4,40.0,21.0,57.0,16.0,31.0,180.0
ARL10,68.0,23.0,29.0,21.0,29.0,176.0
ARL14EPL,31.0,11.0,11.0,29.0,57.0,138.0
ARL6IP1,27.0,27.0,63.0,35.0,32.0,190.0
ARL8B,17.0,19.0,19.0,87.0,19.0,158.0
ARMC5,31.0,10.0,67.0,22.0,32.0,163.0
ARMC9,27.0,16.0,55.0,42.0,20.0,166.0
ARSE,31.0,18.0,43.0,20.0,58.0,174.0
ART5,30.0,13.0,59.0,39.0,46.0,197.0
ARTN,25.0,14.0,16.0,25.0,59.0,138.0
ASB6,29.0,17.0,23.0,87.0,22.0,172.0
ASNA1,28.0,16.0,18.0,107.0,13.0,176.0
ASPRV1,35.0,14.0,55.0,18.0,27.0,156.0
ASXL1,70.0,24.0,32.0,29.0,52.0,201.0
ATAD2,25.0,22.0,77.0,27.0,17.0,178.0
ATN1,69.0,28.0,37.0,18.0,33.0,187.0
ATP13A4,27.0,62.0,23.0,32.0,25.0,171.0
ATP2C1,16.0,22.0,60.0,15.0,10.0,138.0
ATP5F1,73.0,23.0,46.0,16.0,26.0,195.0
ATP5L,54.0,22.0,28.0,21.0,64.0,194.0
ATP8B2,68.0,27.0,10.0,44.0,15.0,168.0
ATRIP,33.0,50.0,26.0,33.0,24.0,163.0
ATRX,70.0,20.0,26.0,35.0,44.0,199.0
ATXN2,43.0,48.0,16.0,32.0,33.0,171.0
AUP1,31.0,51.0,30.0,30.0,16.0,163.0
AVEN,54.0,52.0,19.0,41.0,17.0,179.0
AXL,35.0,21.0,65.0,26.0,23.0,180.0
B3GAT2,29.0,21.0,56.0,29.0,24.0,168.0
B4GALT1,32.0,11.0,16.0,83.0,22.0,175.0
BAG1,41.0,24.0,74.0,17.0,28.0,187.0
BAMBI,22.0,30.0,72.0,44.0,20.0,179.0
BANF1,25.0,75.0,28.0,32.0,18.0,186.0
BARHL2,49.0,57.0,23.0,35.0,21.0,188.0
BARX1,45.0,48.0,21.0,20.0,23.0,158.0
BBS5,24.0,23.0,17.0,75.0,26.0,173.0
BCL3,36.0,21.0,61.0,27.0,16.0,158.0
BCL7B,45.0,60.0,17.0,51.0,23.0,195.0
BCO2,35.0,21.0,21.0,89.0,15.0,184.0
BDKRB1,27.0,13.0,28.0,29.0,53.0,156.0
BDP1,25.0,17.0,78.0,24.0,15.0,163.0
BEND3,32.0,20.0,47.0,76.0,25.0,193.0
BEST1,21.0,7.0,21.0,19.0,73.0,147.0
BLOC1S6,36.0,19.0,71.0,17.0,15.0,157.0
BMP7,50.0,19.0,23.0,20.0,54.0,168.0
BMPER,21.0,15.0,19.0,49.0,55.0,164.0
BRAF,47.0,21.0,23.0,14.0,57.0,162.0
BRD2,31.0,20.0,60.0,28.0,22.0,174.0
BTBD2,34.0,23.0,83.0,23.0,16.0,189.0
BTF3L4,73.0,33.0,51.0,24.0,16.0,199.0
BUB1,23.0,57.0,16.0,51.0,28.0,180.0
C10orf10,19.0,8.0,31.0,27.0,66.0,149.0
C10orf126,27.0,32.0,23.0,97.0,19.0,196.0
C10orf32,38.0,21.0,22.0,27.0,60.0,176.0
C12orf71,51.0,51.0,44.0,32.0,20.0,197.0
C12orf77,44.0,58.0,23.0,15.0,11.0,154.0
C14orf119,45.0,20.0,75.0,22.0,16.0,193.0
C19orf12,34.0,12.0,32.0,22.0,69.0,194.0
C19orf33,40.0,17.0,56.0,46.0,26.0,191.0
C19orf45,39.0,47.0,32.0,46.0,22.0,195.0
C19orf54,36.0,32.0,20.0,21.0,54.0,153.0
C1QTNF6,84.0,12.0,30.0,24.0,24.0,172.0
C1orf109,70.0,12.0,15.0,33.0,20.0,157.0
C1orf186,30.0,27.0,32.0,22.0,61.0,165.0
C1orf198,35.0,55.0,26.0,51.0,13.0,190.0
C22orf39,40.0,49.0,28.0,43.0,19.0,185.0
C2CD4B,27.0,16.0,25.0,38.0,55.0,163.0
C2CD4C,15.0,13.0,69.0,27.0,17.0,150.0
C2orf88,20.0,52.0,25.0,18.0,19.0,134.0
C3,52.0,18.0,75.0,31.0,18.0,185.0
C3orf18,33.0,22.0,19.0,26.0,76.0,177.0
C3orf52,24.0,27.0,20.0,75.0,28.0,185.0
C3orf58,26.0,10.0,61.0,15.0,20.0,134.0
C4BPA,21.0,15.0,32.0,59.0,68.0,193.0
C5orf47,23.0,16.0,18.0,39.0,53.0,162.0
C6orf106,16.0,9.0,17.0,16.0,61.0,126.0
C7orf31,77.0,16.0,22.0,18.0,10.0,150.0
C7orf50,24.0,17.0,28.0,44.0,56.0,183.0
C9orf106,35.0,24.0,18.0,51.0,56.0,191.0
C9orf142,49.0,17.0,62.0,30.0,23.0,199.0
C9orf47,36.0,15.0,40.0,40.0,58.0,189.0
C9orf78,19.0,14.0,48.0,15.0,53.0,154.0
CABIN1,20.0,13.0,29.0,30.0,57.0,161.0
CALCOCO2,71.0,38.0,25.0,40.0,25.0,197.0
CALHM3,36.0,31.0,74.0,23.0,19.0,187.0
CAND1,40.0,17.0,70.0,27.0,40.0,190.0
CAPN11,32.0,9.0,30.0,91.0,54.0,201.0
CAPRIN2,71.0,19.0,33.0,24.0,27.0,175.0
CAPS,52.0,22.0,69.0,19.0,18.0,186.0
CARHSP1,35.0,31.0,67.0,54.0,19.0,198.0
CASC3,29.0,65.0,29.0,54.0,11.0,190.0
CASP14,35.0,17.0,64.0,23.0,20.0,166.0
CASP8AP2,77.0,26.0,31.0,37.0,21.0,195.0
CASP9,43.0,18.0,63.0,21.0,15.0,170.0
CAST,77.0,45.0,19.0,24.0,31.0,194.0
CAV3,28.0,17.0,33.0,38.0,54.0,179.0
CBWD6,34.0,24.0,57.0,52.0,27.0,201.0
CBX8,19.0,12.0,26.0,16.0,56.0,145.0
CC2D1A,29.0,25.0,15.0,20.0,52.0,145.0
CCDC110,44.0,67.0,19.0,32.0,28.0,193.0
CCDC125,70.0,21.0,14.0,28.0,20.0,159.0
CCDC163,30.0,14.0,19.0,22.0,60.0,157.0
CCDC17,29.0,18.0,55.0,35.0,23.0,179.0
CCDC18,72.0,35.0,27.0,25.0,18.0,198.0
CCDC3,27.0,49.0,19.0,51.0,23.0,168.0
CCDC7,23.0,18.0,71.0,53.0,22.0,193.0
CCDC74B,37.0,19.0,26.0,28.0,59.0,172.0
CCDC85A,28.0,55.0,22.0,35.0,20.0,164.0
CCDC87,50.0,15.0,71.0,21.0,21.0,190.0
CCL28,34.0,46.0,20.0,19.0,12.0,140.0
CCNA2,62.0,36.0,55.0,25.0,22.0,198.0
CCNY,34.0,18.0,75.0,28.0,26.0,184.0
CCSER2,32.0,19.0,13.0,91.0,12.0,172.0
CCT4,30.0,20.0,26.0,79.0,18.0,179.0
CD101,32.0,23.0,56.0,41.0,29.0,177.0
CD151,30.0,14.0,50.0,19.0,69.0,192.0
CD200R2,44.0,48.0,29.0,28.0,36.0,198.0
CD302,42.0,16.0,15.0,14.0,53.0,151.0
CD4,70.0,21.0,24.0,26.0,19.0,168.0
CD47,43.0,11.0,71.0,29.0,25.0,187.0
CD5,35.0,26.0,74.0,21.0,14.0,191.0
CD6,39.0,51.0,22.0,60.0,20.0,193.0
CD80,58.0,31.0,24.0,30.0,52.0,197.0
CD9,56.0,27.0,24.0,27.0,56.0,195.0
CDC40,28.0,11.0,26.0,73.0,54.0,197.0
CDC42BPG,17.0,15.0,27.0,28.0,53.0,139.0
CDC45,38.0,23.0,58.0,30.0,29.0,199.0
CDC6,61.0,55.0,16.0,30.0,14.0,182.0
CDCA8,33.0,11.0,31.0,24.0,56.0,165.0
CDRT1,29.0,15.0,31.0,90.0,23.0,200.0
CEBPA,30.0,30.0,44.0,32.0,64.0,200.0
CEP112,26.0,36.0,25.0,85.0,16.0,190.0
CEP44,37.0,32.0,13.0,75.0,17.0,183.0
CES1,44.0,23.0,23.0,22.0,73.0,183.0
CFAP44,28.0,11.0,23.0,16.0,74.0,154.0
CFAP57,32.0,47.0,16.0,38.0,22.0,153.0
CFHR3,27.0,28.0,13.0,97.0,28.0,198.0
CFLAR,35.0,12.0,64.0,21.0,20.0,160.0
CHMP1B,33.0,37.0,55.0,33.0,11.0,177.0
CHMP4A,61.0,23.0,59.0,26.0,21.0,191.0
CHPF,24.0,19.0,20.0,14.0,53.0,142.0
CHRM4,27.0,17.0,18.0,33.0,65.0,162.0
CHRM5,37.0,16.0,21.0,43.0,65.0,188.0
CHST14,34.0,40.0,29.0,76.0,19.0,199.0
CHST2,31.0,15.0,20.0,76.0,16.0,167.0
CHST8,20.0,17.0,36.0,30.0,90.0,194.0
CHSY1,63.0,22.0,57.0,22.0,30.0,195.0
CHSY3,18.0,10.0,10.0,17.0,67.0,124.0
CIPC,26.0,20.0,23.0,22.0,55.0,164.0
CISD2,43.0,9.0,25.0,28.0,92.0,199.0
CKMT1A,77.0,20.0,26.0,17.0,17.0,158.0
CLDN6,22.0,15.0,80.0,15.0,23.0,180.0
CLDN7,26.0,16.0,57.0,50.0,21.0,177.0
CLDN9,29.0,13.0,24.0,30.0,61.0,152.0
CLDND2,17.0,10.0,17.0,83.0,64.0,197.0
CLEC12B,50.0,33.0,62.0,22.0,17.0,180.0
CLHC1,34.0,16.0,13.0,81.0,12.0,162.0
CLIC1,22.0,14.0,24.0,17.0,76.0,159.0
CLIC5,23.0,19.0,66.0,22.0,30.0,159.0
CLLU1,48.0,24.0,55.0,17.0,20.0,160.0
CLLU1OS,34.0,11.0,27.0,21.0,62.0,165.0
CLPX,34.0,7.0,16.0,26.0,65.0,155.0
CLTA,37.0,27.0,57.0,17.0,12.0,166.0
CMSS1,22.0,14.0,61.0,13.0,16.0,126.0
CMTM2,35.0,17.0,71.0,24.0,25.0,188.0
CNKSR3,38.0,46.0,24.0,28.0,21.0,165.0
CNP,68.0,24.0,57.0,14.0,29.0,195.0
CNST,26.0,16.0,29.0,20.0,63.0,159.0
CNTN1,40.0,21.0,62.0,34.0,17.0,174.0
CNTNAP3B,30.0,48.0,26.0,28.0,26.0,162.0
COA4,25.0,15.0,29.0,18.0,54.0,137.0
COA7,31.0,24.0,76.0,25.0,25.0,182.0
COL16A1,24.0,18.0,27.0,74.0,20.0,169.0
COL25A1,74.0,19.0,35.0,21.0,25.0,179.0
COL27A1,42.0,48.0,20.0,48.0,15.0,179.0
COL4A3,39.0,31.0,19.0,37.0,55.0,185.0
COL6A6,41.0,24.0,55.0,35.0,28.0,170.0
COPZ1,87.0,47.0,16.0,14.0,15.0,182.0
COQ3,28.0,10.0,20.0,36.0,61.0,154.0
CORIN,41.0,16.0,26.0,40.0,76.0,201.0
COX19,26.0,31.0,76.0,48.0,15.0,193.0
COX20,11.0,12.0,61.0,8.0,19.0,113.0
COX6A1,44.0,34.0,32.0,37.0,52.0,193.0
COX6B1,27.0,52.0,25.0,24.0,21.0,170.0
COX7B,35.0,24.0,38.0,21.0,64.0,185.0
CPLX2,72.0,21.0,27.0,27.0,20.0,181.0
CPNE1,27.0,12.0,57.0,17.0,15.0,130.0
CPNE7,51.0,60.0,29.0,56.0,15.0,200.0
CPOX,17.0,18.0,12.0,20.0,56.0,127.0
CPS1,77.0,26.0,34.0,23.0,13.0,179.0
CRACR2B,29.0,22.0,79.0,12.0,20.0,178.0
CREB3L1,32.0,29.0,68.0,30.0,21.0,182.0
CRLF3,15.0,17.0,30.0,16.0,74.0,164.0
CRYGS,23.0,20.0,27.0,28.0,60.0,161.0
CSNK2A2,46.0,12.0,52.0,25.0,59.0,192.0
CTDSPL2,69.0,24.0,15.0,56.0,34.0,201.0
CTHRC1,26.0,14.0,64.0,20.0,20.0,151.0
CTPS1,30.0,13.0,69.0,32.0,52.0,187.0
CTPS2,21.0,12.0,25.0,30.0,61.0,149.0
CTRL,43.0,14.0,56.0,50.0,18.0,199.0
CUL4B,39.0,48.0,18.0,57.0,23.0,175.0
CWF19L1,45.0,9.0,55.0,30.0,23.0,173.0
CXorf57,48.0,22.0,73.0,32.0,17.0,200.0
CXorf58,36.0,30.0,65.0,36.0,29.0,200.0
CYB5R4,30.0,12.0,94.0,32.0,25.0,163.0
CYP2D6,26.0,46.0,16.0,27.0,16.0,138.0
CYP4A22,29.0,19.0,29.0,83.0,18.0,188.0
CYP4X1,24.0,15.0,11.0,19.0,54.0,130.0
CYS1,33.0,21.0,36.0,25.0,65.0,194.0
DAP3,41.0,33.0,34.0,28.0,52.0,193.0
DBF4,38.0,21.0,57.0,25.0,42.0,172.0
DCAF13,32.0,29.0,60.0,25.0,34.0,186.0
DDN,25.0,16.0,35.0,15.0,55.0,151.0
DDX3X,29.0,20.0,21.0,25.0,52.0,156.0
DEDD2,28.0,26.0,53.0,34.0,52.0,191.0
DENND1B,45.0,55.0,21.0,20.0,28.0,163.0
DENND4C,35.0,8.0,52.0,12.0,56.0,162.0
DERL3,36.0,21.0,22.0,20.0,69.0,173.0
DEXI,49.0,55.0,14.0,23.0,22.0,171.0
DGKD,31.0,53.0,18.0,62.0,24.0,182.0
DHRS12,43.0,46.0,20.0,58.0,18.0,183.0
DIAPH1,19.0,10.0,21.0,17.0,69.0,143.0
DIRC2,33.0,30.0,57.0,23.0,30.0,171.0
DISC1,22.0,29.0,30.0,82.0,17.0,191.0
DLEC1,74.0,45.0,40.0,17.0,17.0,201.0
DLG2,45.0,11.0,35.0,26.0,59.0,171.0
DLX1,59.0,50.0,20.0,19.0,22.0,164.0
DMBX1,22.0,9.0,28.0,32.0,68.0,163.0
DMKN,33.0,19.0,30.0,27.0,79.0,186.0
DNAJB1,35.0,13.0,55.0,37.0,20.0,165.0
DNAJB14,30.0,66.0,16.0,37.0,31.0,179.0
DNAJC21,29.0,21.0,57.0,17.0,17.0,156.0
DNAJC3,21.0,29.0,9.0,75.0,18.0,150.0
DNAJC30,24.0,13.0,33.0,53.0,57.0,182.0
DNAJC4,22.0,11.0,18.0,14.0,61.0,129.0
DNAJC6,20.0,16.0,17.0,25.0,62.0,139.0
DNMBP,32.0,20.0,55.0,34.0,33.0,177.0
DOCK10,20.0,14.0,67.0,15.0,16.0,136.0
DONSON,36.0,36.0,60.0,37.0,16.0,195.0
DPEP1,60.0,62.0,16.0,29.0,22.0,192.0
DPP10,39.0,48.0,25.0,42.0,23.0,171.0
DPPA2,70.0,29.0,39.0,17.0,18.0,183.0
DSC3,19.0,62.0,17.0,30.0,17.0,157.0
DSEL,50.0,48.0,18.0,62.0,25.0,194.0
DSP,34.0,21.0,51.0,21.0,68.0,193.0
DTD1,21.0,11.0,58.0,15.0,32.0,156.0
DTX1,39.0,22.0,28.0,54.0,57.0,198.0
DUSP11,42.0,20.0,55.0,19.0,20.0,170.0
DUSP28,22.0,12.0,30.0,17.0,55.0,134.0
DVL3,90.0,21.0,41.0,26.0,13.0,198.0
DYRK1A,28.0,21.0,83.0,20.0,19.0,185.0
ECD,27.0,30.0,56.0,27.0,38.0,181.0
EDN1,31.0,13.0,18.0,21.0,52.0,149.0
EEF1G,43.0,66.0,14.0,38.0,28.0,198.0
EFCAB2,41.0,17.0,42.0,43.0,52.0,188.0
EGFLAM,35.0,49.0,28.0,29.0,18.0,163.0
EID2,30.0,36.0,23.0,77.0,27.0,192.0
EIF1,28.0,15.0,72.0,23.0,23.0,159.0
EIF2S2,43.0,50.0,26.0,17.0,26.0,161.0
EIF3K,40.0,20.0,22.0,86.0,13.0,187.0
EIF4B,33.0,19.0,39.0,43.0,52.0,180.0
EIF4EBP2,71.0,22.0,25.0,60.0,25.0,200.0
EIF4ENIF1,95.0,20.0,28.0,26.0,20.0,194.0
EIF4G3,32.0,45.0,56.0,36.0,21.0,201.0
EML1,40.0,22.0,57.0,12.0,21.0,162.0
ENDOG,44.0,47.0,33.0,26.0,22.0,184.0
ENTPD5,45.0,20.0,58.0,25.0,16.0,170.0
ENY2,33.0,21.0,64.0,44.0,18.0,184.0
EPB41L2,26.0,18.0,29.0,35.0,60.0,157.0
EPM2AIP1,31.0,8.0,23.0,12.0,54.0,135.0
EPS15,70.0,10.0,30.0,24.0,25.0,166.0
ERBB3,45.0,13.0,21.0,10.0,58.0,150.0
ERCC5,35.0,50.0,26.0,26.0,15.0,153.0
ERGIC1,34.0,30.0,23.0,78.0,16.0,184.0
ERICH1,58.0,50.0,21.0,50.0,16.0,188.0
EVI5L,28.0,50.0,16.0,27.0,16.0,144.0
EXOSC10,29.0,14.0,65.0,21.0,35.0,169.0
F12,22.0,16.0,60.0,21.0,21.0,150.0
FAM102B,28.0,23.0,15.0,21.0,53.0,142.0
FAM153C,23.0,23.0,26.0,50.0,54.0,190.0
FAM156A,32.0,49.0,23.0,20.0,23.0,154.0
FAM159A,17.0,10.0,20.0,21.0,68.0,141.0
FAM159B,16.0,28.0,16.0,77.0,16.0,158.0
FAM169A,34.0,54.0,31.0,49.0,13.0,189.0
FAM171B,36.0,21.0,84.0,30.0,28.0,196.0
FAM182B,17.0,10.0,21.0,15.0,61.0,127.0
FAM204A,55.0,20.0,58.0,14.0,31.0,174.0
FAM207A,57.0,16.0,69.0,21.0,15.0,175.0
FAM209B,34.0,47.0,32.0,66.0,12.0,196.0
FAM212A,27.0,14.0,17.0,16.0,58.0,142.0
FAM220A,69.0,22.0,33.0,24.0,25.0,182.0
FAM227A,88.0,21.0,21.0,25.0,28.0,190.0
FAM230A,30.0,49.0,17.0,43.0,28.0,166.0
FAM98B,47.0,22.0,57.0,21.0,18.0,166.0
FAP,34.0,18.0,81.0,28.0,27.0,193.0
FAT2,51.0,18.0,55.0,20.0,24.0,178.0
FBXO11,36.0,22.0,26.0,42.0,66.0,198.0
FBXO41,33.0,48.0,17.0,78.0,10.0,185.0
FBXO43,22.0,15.0,87.0,28.0,12.0,175.0
FBXO5,52.0,26.0,59.0,28.0,36.0,199.0
FECH,112.0,14.0,24.0,28.0,23.0,195.0
FES,37.0,22.0,46.0,31.0,57.0,195.0
FEZ1,15.0,15.0,109.0,22.0,11.0,184.0
FGF10,35.0,16.0,23.0,96.0,23.0,200.0
FHL3,34.0,13.0,56.0,18.0,28.0,160.0
FIGN,45.0,47.0,29.0,46.0,19.0,194.0
FILIP1,27.0,57.0,50.0,36.0,15.0,193.0
FILIP1L,90.0,39.0,13.0,20.0,12.0,182.0
FLI1,53.0,48.0,14.0,56.0,19.0,192.0
FLJ44635,27.0,10.0,21.0,34.0,66.0,165.0
FLOT2,41.0,49.0,24.0,22.0,20.0,162.0
FN3K,24.0,29.0,13.0,75.0,10.0,158.0
FOXD3,24.0,11.0,42.0,31.0,68.0,189.0
FOXP3,30.0,16.0,56.0,19.0,26.0,161.0
FOXRED1,29.0,12.0,26.0,12.0,64.0,148.0
FPR1,26.0,13.0,38.0,39.0,75.0,199.0
FREM1,17.0,14.0,31.0,45.0,54.0,164.0
FSD2,68.0,21.0,48.0,32.0,24.0,197.0
FUCA1,36.0,20.0,25.0,75.0,22.0,189.0
FUT7,29.0,17.0,73.0,18.0,31.0,176.0
GAB2,17.0,16.0,60.0,18.0,37.0,154.0
GABBR2,29.0,10.0,12.0,34.0,65.0,156.0
GADL1,70.0,41.0,20.0,41.0,19.0,184.0
GAL3ST4,29.0,31.0,18.0,79.0,24.0,185.0
GALE,30.0,7.0,15.0,74.0,19.0,145.0
GALNT8,38.0,28.0,17.0,82.0,13.0,191.0
GARS,46.0,53.0,27.0,39.0,14.0,186.0
GAS8,29.0,47.0,40.0,41.0,24.0,186.0
GATC,81.0,11.0,37.0,17.0,14.0,169.0
GATS,69.0,32.0,36.0,44.0,21.0,196.0
GBGT1,36.0,27.0,61.0,16.0,27.0,174.0
GCDH,45.0,27.0,19.0,41.0,67.0,200.0
GCH1,29.0,17.0,27.0,17.0,59.0,163.0
GCLC,34.0,11.0,14.0,74.0,44.0,178.0
GDF7,27.0,25.0,43.0,36.0,63.0,185.0
GFI1B,46.0,20.0,34.0,16.0,53.0,169.0
GGTLC2,38.0,24.0,28.0,50.0,60.0,195.0
GIF,30.0,11.0,29.0,18.0,80.0,171.0
GIGYF2,39.0,53.0,31.0,29.0,52.0,201.0
GLCE,24.0,28.0,58.0,19.0,18.0,141.0
GLTP,30.0,27.0,55.0,26.0,50.0,186.0
GNG3,17.0,14.0,18.0,26.0,68.0,157.0
GNG4,18.0,23.0,27.0,29.0,53.0,153.0
GNMT,33.0,17.0,28.0,39.0,57.0,183.0
GNPTAB,25.0,62.0,22.0,14.0,14.0,142.0
GNRH2,42.0,13.0,22.0,48.0,64.0,190.0
GOLGA6L9,41.0,19.0,80.0,32.0,27.0,199.0
GOLGA8R,48.0,23.0,63.0,37.0,25.0,198.0
GOLT1A,73.0,13.0,16.0,23.0,14.0,148.0
GOPC,43.0,10.0,52.0,36.0,58.0,189.0
GPA33,37.0,47.0,24.0,41.0,23.0,174.0
GPC1,27.0,15.0,67.0,19.0,61.0,201.0
GPD1L,74.0,26.0,40.0,25.0,27.0,200.0
GPR75-ASB3,27.0,31.0,56.0,22.0,16.0,169.0
GRAMD3,41.0,61.0,20.0,24.0,48.0,197.0
GRB7,31.0,59.0,26.0,19.0,18.0,148.0
GRHPR,36.0,54.0,52.0,24.0,21.0,180.0
GSTO2,38.0,17.0,55.0,38.0,50.0,192.0
GTF2F1,23.0,11.0,22.0,21.0,82.0,161.0
GTF2H1,35.0,30.0,70.0,31.0,15.0,178.0
GTF2H2C,25.0,14.0,64.0,25.0,44.0,169.0
GTF2H3,30.0,26.0,55.0,32.0,21.0,162.0
GTF3C1,31.0,50.0,32.0,36.0,21.0,169.0
GTPBP1,26.0,48.0,13.0,20.0,14.0,133.0
GUCY1A3,23.0,49.0,16.0,20.0,20.0,138.0
GUSB,22.0,22.0,62.0,31.0,18.0,151.0
GYS1,35.0,21.0,25.0,91.0,28.0,199.0
H1FOO,29.0,10.0,56.0,14.0,23.0,151.0
H2-AA,39.0,17.0,62.0,27.0,22.0,186.0
H2AFJ,36.0,16.0,65.0,26.0,20.0,178.0
HAGHL,31.0,16.0,37.0,30.0,52.0,171.0
HAPLN3,55.0,56.0,26.0,38.0,29.0,196.0
HAT1,37.0,18.0,36.0,89.0,15.0,199.0
HCK,37.0,49.0,27.0,26.0,25.0,162.0
HDAC7,42.0,23.0,60.0,39.0,22.0,191.0
HDAC9,14.0,13.0,30.0,118.0,24.0,192.0
HDHD1,36.0,17.0,58.0,43.0,34.0,200.0
HECTD2,20.0,14.0,75.0,31.0,15.0,150.0
HEXIM2,18.0,11.0,38.0,18.0,52.0,159.0
HIST1H2AB,36.0,23.0,58.0,19.0,21.0,167.0
HIST1H2AG,39.0,18.0,61.0,51.0,18.0,185.0
HIST1H2BA,22.0,81.0,20.0,21.0,24.0,169.0
HIST1H3B,28.0,74.0,35.0,22.0,36.0,187.0
HIST1H4F,26.0,22.0,63.0,23.0,17.0,159.0
HIST2H2AA4,41.0,15.0,48.0,40.0,55.0,198.0
HIST2H2AB,32.0,18.0,49.0,32.0,64.0,197.0
HIST3H2BB,69.0,23.0,30.0,22.0,27.0,173.0
HK1,45.0,21.0,58.0,34.0,32.0,199.0
HLA-C,38.0,19.0,29.0,38.0,63.0,198.0
HLA-DMB,26.0,11.0,56.0,18.0,12.0,132.0
HLTF,33.0,17.0,30.0,46.0,59.0,190.0
HM13,69.0,24.0,38.0,24.0,20.0,186.0
HMGB2,32.0,14.0,22.0,14.0,55.0,144.0
