Gene,Cells_Granularity_7_WGA
ACTN3,0.0
ARNT,0.0
ARPC1A,0.0
ATP6V1B2,0.0
BIRC5,0.0
BORCS8-MEF2B,0.0
C15orf57,0.0
CARM1,0.0
CCDC189,0.0
CECR1,0.0
CES3,0.0
CTBP2,0.0
DTL,0.0
ELOC,0.0
FAM65C,0.0
FMC1,0.0
GOLGA6D,0.0
GYLTL1B,0.0
ITGB1,0.0
LIMS4,0.0
LOC102724052,0.0
LOC102724862,0.0
MCM3AP,0.0
METTL10,0.0
MRPL58,0.0
NCKAP1,0.0
NPRL2,0.0
PGGHG,0.0
PLCB3,0.0
PLEKHM2,0.0
PPAP2A,0.0
PROL1,0.0
PSMA6,0.0
PTPA,0.0
RIOX1,0.0
TEX45,0.0
TNPO3,0.0
TRIO,0.0
TSC1,0.0
USP17L28,0.0
YJU2,0.0
ZC3HC1,0.0
ZER1,0.0
