Metadata_Foci_Barcode_MatchedTo_GeneCode,Cells_Granularity_1_ConA,Cells_Granularity_2_ConA,Cells_Granularity_3_ConA,Cells_Granularity_4_ConA,Cells_Granularity_5_ConA,Cells_Granularity_7_ConA,Cells_Granularity_6_ConA,Cells_Granularity_8_ConA,Path
DPM3,0.8907585,-0.22761175,0.0796975,-0.28009,-0.514338375,-0.43507375,-0.37483405,0.5116075,GPI
ENGASE,0.06207250000000003,-0.40690125,-0.04689893749999999,-0.17293124999999998,-0.026017125000000002,-0.33375000000000005,-0.18844249999999999,0.20069350000000002,Nglycan_Cyto
FDPS,-0.39171562499999996,0.17527175,0.25924503750000005,0.046398750000000016,-0.20929562499999999,-0.23456585000000002,-0.2093275,-0.45267112499999995,Nglycan_Cyto
FUCA1,-0.14234874999999997,0.33767107500000004,0.049397254999999994,-0.3212025,0.20822400000000005,-0.22749062499999997,-0.4616925,-0.270456035,Nglycan_Lyso
FUCA2,-0.2503735,0.1347625,-0.1112255,-0.1332425,-0.390075,0.07035462499999998,-0.19283175000000002,0.014761374999999993,Nglycan_Lyso
FUT8,0.06067000000000003,0.012905499999999986,-0.17369749999999998,0.385932125,-0.06229625000000001,-0.036350374999999976,-0.27061874999999996,-0.22096299999999996,Nglycan_Golgi
GALNS,-0.029683250000000022,-0.09243887499999998,-0.12471999999999998,-0.10822837500000004,-0.022763750000000027,-0.33033325,0.18481387499999996,0.03401817500000001,Nglycan_Lyso
GANAB,0.41010937499999994,0.280516625,-0.125198425,-0.20819125,-0.16142337500000004,-0.19843500000000003,-0.5786183625,0.0821665,Nglycan_ER
GGPS1,-0.44275025,-0.23176437500000002,-0.0195575,0.0951125,0.02974265000000001,0.25488387500000004,0.25203825,-0.19827,Nglycan_Cyto
GLB1,0.04308624999999999,0.098404875,-0.15295374999999997,-0.416261,-0.15073000000000003,0.323273875,-0.14313536625,-0.17994337500000002,Nglycan_Lyso
GPAA1,0.11256487500000001,-0.34517875,-0.293008,-0.86389875,-0.04119387499999997,0.13395999999999997,0.151538375,0.98208,GPI
HEXA,-0.16227775000000003,-0.42568124999999996,0.13851312500000001,0.964237875,-0.26792125,0.0069388749999999624,-0.29250325,0.2607775,Nglycan_Lyso
HEXB,0.6247995000000001,0.04607374999999999,-0.08380749999999998,-0.07550204999999997,-0.4507535,-0.023997499999999977,-0.04875412499999998,0.33199850000000003,Nglycan_Lyso
HEXDC,-0.20039040000000002,0.337945375,0.10684024999999998,-0.396885,0.1662834625,-0.15468874999999999,0.15219749999999999,-0.22143249999999998,Nglycan_Lyso
MAN1A1,-0.666916,0.357290625,-0.22557675,-0.00521031249999996,0.35309832500000005,-0.29341125,0.3109,-0.059805000000000004,Nglycan_ER
MAN1A2,0.006761249999999996,0.053769625000000015,0.020848250000000013,-0.11827749999999997,-0.249055125,-0.12258524999999998,-0.149551,0.23353600000000005,Nglycan_ER
MAN1B1,0.14590987500000002,-0.42613775,-0.20091191249999998,-0.247935,-0.33654887499999997,0.265261375,-0.45993500000000004,0.223754875,Nglycan_ER
MAN1C1,-0.13363250000000002,0.2551195,-0.015851250000000004,-0.179139375,0.4334475,-0.22383012499999996,0.48260325,-0.363455,Nglycan_ER
MAN2A1,-0.029894499999999977,-0.09694687499999997,0.179535875,0.050566249999999986,0.028175,-0.00405312499999998,0.35318999999999995,-0.22517375,Nglycan_Golgi
MAN2A2,0.1688695,-0.0029987499999999806,0.04742212499999996,-0.32615374999999996,0.026013125000000005,-0.298225625,-0.48049,-0.1185814125,Nglycan_Golgi
MAN2B1,0.022113375000000005,0.12990625,-0.06817625,-0.39944075,-0.04626275000000002,-0.17635425,-0.145249375,-0.19811425,Nglycan_Lyso
MAN2B2,0.01779837499999997,0.1524455,0.13473849999999998,0.2535949999999999,-0.44866575,-0.14670749999999996,-0.23524699999999998,-0.07233374999999996,Nglycan_Lyso
MAN2C1,-0.14052637499999995,-0.09118899999999996,-0.32725000000000004,0.14059200000000005,-0.12399012499999995,-0.16752787500000002,-0.05549762500000001,-0.096745,Nglycan_Cyto
MANBA,0.20137837499999997,-0.37030375000000004,-0.47686575,0.22509349999999997,0.004301249999999979,-0.2836687125,-0.0398325,-0.34791099999999997,Nglycan_Lyso
MGAT1,-0.975535,-0.6992200000000001,-0.150531125,-0.483130625,0.345798,1.28819375,0.00943012499999997,1.6061375,Nglycan_Golgi
MGAT2,-0.1712575,-0.33361375000000004,0.25553537499999995,0.013526999999999983,-0.048081125000000016,-0.03155700000000001,-0.051908624999999965,-0.21947880125000002,Nglycan_Golgi
MGAT3,-0.332546625,0.425310625,0.33755812500000004,-0.20730624999999997,-0.4525425,-0.5261775,0.08133875000000002,-0.13263950000000002,Nglycan_Golgi
MGAT4A,-0.13065799999999997,-0.08256463749999995,-0.14852675,-0.5491625,-0.35286875,-0.31087225000000007,-0.18515750000000006,-0.44087000000000004,Nglycan_Golgi
MGAT4B,-0.058202500000000004,-0.015308125000000006,-0.0977763875,0.02703222499999996,-0.2669393749999999,-0.246342,0.12555962500000004,-0.09521249999999999,Nglycan_Golgi
MGAT4C,0.04012237499999999,-0.006137499999999983,0.25039962500000007,-0.26764124999999994,-0.35397412500000003,-0.23133000000000004,-0.21710624999999997,-0.34928250000000005,Nglycan_Golgi
MGAT5,-0.45686375,0.21255787500000003,0.21385462500000002,0.22065253750000002,0.36658562499999997,0.25845375,0.25879749999999996,0.03321962500000003,Nglycan_Golgi
MOGS,-0.11924500000000002,-0.08470749999999999,-0.29756499999999997,0.055156250000000004,-0.0432375,-0.247316625,-0.049496249999999936,-0.25544374999999997,Nglycan_ER
MPDU1,0.42053875,-0.1761185,-0.579457125,-0.24922737500000003,-0.028423749999999998,-0.17523774999999997,-0.226748625,-0.47683875,GPI
NEU1,0.08929312499999995,-0.028306637499999968,-0.11721913625,-0.1646079125,-0.31791825,-0.10122062500000001,0.260109375,-0.09106291250000001,Nglycan_Lyso
NEU2,0.021153375,0.006332249999999998,-0.13852525,-0.19936325,0.34171925000000003,-0.47891374999999997,-0.312095,-0.40997237499999994,Nglycan_Cyto
NEU3,0.299455375,-0.16119237500000005,-0.18154900000000004,0.04512374999999999,-0.28837500000000005,-0.3337885,-0.511815625,-0.300127125,Nglycan_Lyso
NEU4,-0.413581625,0.29136249999999997,-0.03677224999999998,-0.41488824999999996,-0.20128374999999998,-0.22918787499999999,-0.12557613500000003,-0.19107424999999997,Nglycan_Cyto
PIGA,-0.34391837499999994,0.16231625000000002,0.07651399999999997,-0.13323449999999998,0.20809125,-0.02470124999999998,-0.028821249999999986,-0.2987506,GPI
PIGB,0.016165875000000007,-0.293094375,-0.023469374999999987,-0.42210974999999995,0.017676125,-0.35837462500000006,-0.2735475,-0.3256502499999999,GPI
PIGC,-0.128309,0.34890875,0.26428075,0.14946867499999997,0.12977712499999997,0.18276575,0.14258312500000003,0.07344287499999995,GPI
PIGF,-0.08803887499999996,0.12673,-0.33766875,-0.16870675000000004,-0.14678350000000004,0.31439875,0.303066375,-0.16013762499999995,GPI
PIGH,0.21034937499999995,-0.16969625,-0.23663999999999996,-0.14517675,0.19942125,-0.3401658,0.307885,-0.20791925,GPI
PIGK,-0.22071875,0.08190274999999997,0.10735499999999996,-0.0014784375000000006,-0.048498750000000014,0.219478075,0.15623776250000002,0.05126999999999999,GPI
PIGL,-0.15605249999999998,-0.17528775000000002,-0.052695000000000006,-0.25002650000000004,0.065968875,-0.10936509999999999,0.295814875,-0.47129125,GPI
PIGM,-0.14250425000000005,0.07137024999999997,-0.15069125,0.04809874999999997,0.15673750000000003,-0.47450075,-0.14540599999999998,-0.13433925000000002,GPI
PIGN,0.0330675,0.09842600000000001,-0.064487625,-0.27113125,0.4963239875,-0.31867375,0.09512874999999994,-0.331909375,GPI
PIGO,-0.2705525,-0.039213749999999964,-0.017034999999999967,0.21574675000000001,-0.11928400000000003,-0.27848875,-0.10451875000000001,-0.3183235,GPI
PIGP,-0.411889125,-0.31831374999999995,0.20038749999999997,-0.007799375000000051,-0.16096500000000002,-0.27743819999999997,-0.55937125,0.48921875,GPI
PIGQ,0.08778328749999996,-0.323703,0.10432775,0.07023374999999998,-0.39074875,0.106804875,0.38351,0.102854375,GPI
PIGS,-0.08106837499999997,-0.040514999999999995,-0.031364999999999976,-0.20333851249999998,0.54503125,-0.25256750000000006,0.07179075000000001,-0.3396995,GPI
PIGT,0.02703675,-0.265848,-0.22731625,0.4236,-0.1061975,-0.02973787500000001,-0.076296,-0.30271000000000003,GPI
PIGU,0.05916437499999999,-0.13334622499999998,0.17943900000000002,-0.240031875,-0.12893000000000002,-0.02594375,-0.33473374999999994,0.014581374999999994,GPI
PIGV,0.1316905,-0.13047525000000001,-0.17713837499999996,-0.39475625000000003,0.08809249999999999,0.12326000000000004,-0.023953125,-0.12999775,GPI
PIGW,-0.29307272500000003,-0.07143462499999997,0.05293975000000001,0.013214999999999987,-0.014641874999999999,0.22162349999999997,-0.07610649999999998,-0.41444375,GPI
PIGX,0.18715262500000002,0.31667750000000006,0.352469875,-0.28405045562500003,-0.0018051249999999908,-0.27391175,0.03586625000000003,-0.18425387499999998,GPI
PIGY,-0.032539750000000006,-0.10340524999999995,-0.3695312500000001,-0.37996112499999996,-0.09188945,0.11871087500000002,-0.5128690803,0.30492512499999996,GPI
RPN1,0.142958875,-0.40782000000000007,-0.46387375,-0.22660799999999998,-0.476083625,0.5568875,0.735385,0.41815875,Nglycan_ER
RPN2,-0.107777125,-0.056853874999999984,-0.179977275,-0.275519,-0.18588,-0.07641375,-0.27495775,-0.44614,Nglycan_ER
ST6GAL1,-0.023757499999999994,-0.16051312499999998,-0.08788750000000004,-0.3928877375,-0.32737775,-0.26359302500000004,0.23825400000000005,0.007933749999999934,Nglycan_Golgi
ST6GAL2,0.17404987499999997,-0.3735462500000001,0.31347375,-0.258150625,0.07223949999999998,-0.16648962499999997,0.68451575,-0.32080575,Nglycan_Golgi
STT3A,0.00175874999999992,-0.24791395,0.460885875,-0.010906457499999994,-0.19492712499999998,-0.10784249999999998,-0.0499125,-0.13635400000000003,Nglycan_ER
STT3B,0.258393375,-0.06696625,0.15465737499999999,-0.024230749999999995,-0.27779375000000006,-0.07695549999999998,-0.08992899999999997,-0.33376375,Nglycan_ER
TUSC3,0.06471250000000005,-0.52996475,0.1714225,-0.14925071250000002,0.337313,-0.4683725,0.15926,-0.42217499999999997,Nglycan_ER
nontargeting,0.023471079936123348,0.10795221731277532,-0.1094891932907489,-0.09583597199339206,-0.035293496860132154,-0.32521542268722464,-0.1678313855726872,-0.4679748612334802,
