Gene,Effect
AMZ1,0.102988975408
SBDSP1,-0.00745183862451
NSUN5P1,0.21352623994
RBM33,-0.0197163766548
AGR3,-0.107049777829
CYP2B6,0.0116512186435
CYP2B7P,-0.177070443158
CYP2C19,-0.00918923021371
CYP2C8,0.485878434911
CYP2C9,-0.222698576204
GRK2,0.0226449742927
CYP2C18,-0.0766431580165
CYP2D7,-0.19784399223
CYP2D6,-0.487975685045
GRK3,-0.141617136624
CYP2E1,-0.061132848346
CYP2F1,0.0694617424503
PRAG1,0.0185094187634
CYP2J2,0.0771352731496
PEBP4,0.00659727357072
CDCA2,0.293015012114
FER1L6-AS2,0.298562470602
TMEM65,0.063035933199
ANKRD46,0.106904697248
ESCO2,0.0258193784185
FBXO16,-0.155148844378
CYP3A4,0.13825284189
FAM84B,0.0999107366363
C8orf37,-0.155331714453
VPS13B,0.0744227525083
CYP3A5,0.00540059348498
SLC7A13,0.255990804548
TMEM74,-0.0196467969816
FAM91A1,-0.108321016334
C8orf48,-0.209811431576
MCMDC2,-0.11460625937
CLVS1,0.201692667444
NKX6-3,-0.206023400038
SBSPON,-0.0339852280994
C9orf66,-0.42829050708
ADSL,-0.17932835148
CYP4B1,0.311495218476
LINGO2,
NXNL2,-0.032193656778
MAMDC4,0.163319780574
LCN6,-0.0378436615068
AK8,-0.0028434412195
CYP7A1,-0.621217974768
TTLL11,0.0347763102655
RASEF,-0.0281026616483
HSD17B7P2,0.302504449101
CYP8B1,-0.441540601115
TTC39B,0.132972113259
FAM201A,
TRMT10B,0.129531460491
TTC16,
CYP11A1,-0.243547708147
FREM1,0.140782070926
KIAA2026,0.201464405356
ATP8B5P,0.022261532282
ZNF483,0.0590972714517
CYP11B1,-0.139146168495
TSTD2,0.0832017644175
ZNF782,0.0378043708685
PRUNE2,0.273742176135
CYP11B2,-0.258601834443
ZNF645,0.17537289722
CSAG1,-0.204985978049
FMR1NB,-0.108835572782
FAAH2,-0.0579934134655
ZXDB,-0.44998828478
CYP17A1,0.0288270929916
FAM47A,-0.00136209301258
MOSPD2,-0.0507551071606
ARHGAP36,0.00121240216186
RIBC1,0.162257250093
AKAP14,-0.322308375711
CYP19A1,0.111639483953
RHOXF1,0.0917443130153
MAGEB6,-0.0629942817448
CXorf65,0.167243783672
AWAT1,0.202705864762
AWAT2,-0.133698826252
ZDHHC15,-0.204505159158
USP51,-0.260117439189
CYP21A2,-0.0509489935101
TCEAL6,-0.110770419307
H2BFWT,0.150896154464
ADSS,-0.233063923111
CYP21A1P,-0.214147617502
CXorf38,0.256281193504
FAM122B,0.0253424765617
CYP24A1,-0.350392640087
HSFY2&HSFY1,-0.00643043393028
RBMY2EP,
RBMY2FP,
RBMY1F&RBMY1J,-0.0589814309675
USP54,0.244061685875
NKX2-3,0.00260663754956
CYP27A1,0.139647338146
CYP27B1,-0.0149364091618
CYP51A1,0.0368460804077
SLC5A12,-0.0946011177529
AARS,0.291573394799
AP2A1,-0.0700325634566
DAB1,0.0723550055797
PATE1,0.392048193104
DAB2,-0.0914583425849
DACH1,0.0545797451783
LDHAL6A,-0.371126437892
C11orf42,0.189709571849
DAD1,-0.362906782341
CLEC12A,0.00675675004134
CLECL1,-0.0110638008047
CD55,-0.277734847786
TMTC3,-0.0230232473259
ALDH1L2,-0.00551672676481
LMNTD1,0.0789643061565
DAG1,-0.302061345257
DENND5B,-0.26087584187
DGKA,0.304429658616
GRASP,-0.218406670293
DGKB,-0.0601845512255
SLC5A8,0.0338975131091
PPTC7,0.0254495294099
CCDC63,-0.0449516373164
CCDC60,-0.0426733623551
DGKG,-0.243744899372
DGKH,0.132136603135
CCDC122,-0.0377016517466
GPR180,-0.28586495953
DGKQ,-0.124797198159
AP2A2,-0.34562037828
DAO,0.182781731337
STOML3,-0.127406661894
DAP,0.197286849108
FAM71D,0.026920572959
TMEM229B,-0.148244138128
SYNE3,-0.251881865876
CLEC14A,0.147557995233
DAPK1,-0.0238585366108
REM2,-0.284670439364
DAPK3,-0.0474182043316
SAMD15,0.095873380236
NOP9,-0.207343344089
EML5,-0.104649959576
STRC,0.0249027743872
DARS,-1.28278138608
TBC1D21,-0.0825113053641
DNAAF4,0.222733357511
DAXX,-0.2009647305
DAZ1&DAZ4,-0.124950386837
OTUD7A,-0.26418697321
SPRED1,0.205524556268
PGBD4,-0.0187923324905
DAZL,0.0118589450083
ADAL,0.129317478172
ZFPM1,-0.0448348854891
ADAD2,0.190477071012
AP1B1,-0.0865145022917
C16orf82,0.0469404706302
DBH,0.0434787351552
DBI,-0.104422974264
ZFP1,0.175539914005
ANKFN1,-0.384809210836
MARCH10,-0.369383683882
MFSD6L,-0.0571579270118
SLFN5,-0.199390440643
NAGS,0.162480350589
RETREG3,0.174848488275
TMEM92,0.493550655033
PHOSPHO1,0.0236629293326
RHBDL3,0.0171566352349
TRPV3,-0.0709978469736
SLC16A11,0.184858363867
FBXO39,0.0827709506061
SPPL2C,0.121982499199
KRT28,-0.247545977863
USP32P1&USP32P3,0.0711027522137
ZNF519,0.125576865015
DBN1,-0.0399028257757
DBP,-0.268080399841
DBT,0.192862396921
ZNF836,
ZNF610,0.00630038214446
ZNF600,0.0266567682031
ZNF320,0.220823107569
ZNF497,0.206888821006
ZNF550,-0.0999313216357
ZNF296,0.0790187725338
DEDD2,0.320991130495
OR7D2,-0.241545255847
AP2B1,-0.170374185627
DCC,0.0940584189636
ZNF579,-0.0509369329422
ZNF791,0.178655493479
ZNF564,0.0789450385534
ZNF709,0.0370236970013
ZNF433,-0.00919094368109
ZNF114,0.128522586565
ZNF567,0.227241033897
ZNF383,-0.100670886667
ZNF781,-0.149870737061
EID2,0.0164125250751
ZNF780B,-0.00149987244709
LGI4,-0.0247255791133
ECI1,-0.307455556704
ZNF676,0.0298848676854
ZNF100,-0.237205867964
ZNF540,0.150714258505
DCK,0.188341636382
GBP6,-0.10161467395
DCN,0.00721574902037
PLPPR5,0.454531189597
FNDC7,-0.10149769637
DENND1B,0.0401715709612
DCTD,0.180282383308
TDRD5,-0.267035084663
TOR1AIP2,0.104028858225
ACE,0.223880389354
CALML6,0.192607836451
IFNLR1,-0.190558029607
CYP4Z2P,0.30352417597
CITED4,-0.0226583093088
SPRR4,0.0859526275564
KANK4,0.0936716588119
SASS6,-0.0289018729003
DCT,-0.373178015376
SDE2,-0.194843705575
CNST,-0.138124988385
DCTN1,-1.12706627333
AP1G1,-0.202592824803
HFM1,-0.125398563817
PAQR7,-0.208285999241
DCX,0.127731435643
TTC24,
UBL4B,0.363734639497
DDB1,-1.31385388146
WFDC13,0.295592285353
APCDD1L,
DDB2,0.0403426318081
LRRN4,0.0318785882356
TTLL9,-0.0523945103628
DDC,-0.406226293822
AKR1C1,0.0407990719488
CCDC116,0.0863370548622
AKR1C2,0.0103503335705
CABP7,-0.313386359292
TMPRSS6,-0.19408855173
APOBEC3H,-0.0737902800645
WBP2NL,0.156974264107
GADD45A,-0.238479704815
DAW1,0.0781714202849
LONRF2,0.0822553236122
DDIT3,0.148904730619
AEBP1,-0.0947154722475
DDOST,-0.360305003591
CCDC138,0.0695992208392
ADGRF3,-0.0339611805432
TEX44,0.039997873546
DDT,0.0192592062409
FAM171B,-0.334532593461
C1QL2,0.0651038873103
DDX1,-0.401635909181
UBXN2A,0.154756698694
DDX3X,-0.419385166041
DDX5,-0.0891427100271
CLEC4F,0.193977175761
DQX1,0.0306946272639
DDX6,-0.490838527225
PARP15,0.0647045541556
DMXL1,0.120750617817
DNAJB8,-0.129688953459
GPR156,0.0640525076134
DHX8,-0.95128840151
XIRP1,-0.223994465986
RNF168,-0.131433053135
AES,0.175971431547
DHX9,-0.976472188169
CHST13,0.181955715676
DDX10,
DDX11&DDX12P,0.0877753409037
PRICKLE2,-0.207616146993
KBTBD12,-0.212311845665
SPATA5,-0.108343811869
DHX15,-0.670338428018
DECR1,0.176881187197
DCLK2,0.244080000396
ADGRA3,0.13583331989
TRIM60,-0.0205234177083
DEFA1&DEFA1B,-0.0340226135185
MMAA,-0.234609567256
ZBTB49,-0.304349933783
DEFA3,-0.0403081188145
TIGD2,-0.112907344671
RASSF6,-0.0885933247645
RBM46,-0.0200193276622
DEFA4,0.122801041363
SGMS2,0.00625042514
MIER3,-0.0766538398488
CDC20B,-0.0523160932169
CRISP1,0.109734461777
DEFA5,-0.668184032473
DEFA6,0.0801049374698
UGT3A2,0.201962414331
PAPD4,0.0961273154741
DEFB1,-0.290348384131
DCP2,-0.262997963744
NIM1K,-0.246996143941
DES,0.0127360565166
LIX1,0.0422883100006
ZNF366,-0.102188755768
CFD,0.113130403412
FAM151B,-0.000355205471971
DFFA,0.0483783981128
PRSS35,0.496507221333
LCA5,-0.219492468308
DFFB,0.17953373437
TIMM8A,-0.140125852792
OLIG3,-0.0688702735588
C6orf118,0.230166169384
ZNF92,-0.00877871350534
GALNTL5,0.0709018025217
DDX53,
ZNF679,-0.118338108296
RNF133,-0.225101513703
CDC14C,0.558282954337
THAP5,0.0501138684266
GIMAP7,0.10167679616
ZNF467,0.017546772634
BHLHA15,0.0893936258486
BMPER,0.0898757778907
DFNA5,0.0343912835924
ZNF800,-0.0667160429357
CNBD1,-0.208052664175
COCH,-0.346289123336
SLC30A8,-0.0199674114775
COL22A1,
SNX31,0.253225032697
TMEM64,
ZNF596,0.047342079625
IDO2,-0.368398647647
STKLD1,-0.17747697466
KCNV2,-0.0322867217198
OLFML2A,-0.0862109183178
QSOX2,-0.102998094102
GLIS3,0.167870873233
ZNF169,-0.0519706001212
SPIN3,-0.0688047530609
FAM47B,0.070698015529
ZCCHC12,0.20984922877
ARX,-0.0175845267244
FUT11,0.084183800296
OIT3,0.0222424062928
PWWP2B,-0.0933085101025
SSBP4,-0.0885128811069
CLEC4C,-0.175231656309
DHX36,-0.205016203642
HTR3C,-0.233745951809
GIMAP1,-0.00829658789544
GPHA2,-0.14031510967
S100Z,0.0906056875109
COMMD6,0.0838347806466
XAGE3,0.201043130199
XAGE5,-0.11179814379
NUDT10,0.0932820106281
NUDT4P2&NUDT4P1,0.162534688497
ADAMTS15,-0.283222719042
ADAMTS16,0.195011077927
ADAMTS17,-0.291652583746
ADAMTS18,0.0492408863433
COX7B2,0.175632590537
GSX2,-0.16513995376
KCNG3,-0.0399555927641
ZNF525,-0.103531362538
ZNF431,0.107914254868
ZNF721,-0.0249751852778
ANKRD24,
ZNF384,0.133338854015
ADAMTS19,-0.281980398077
ASXL1,-0.135885025176
SYNPO2,0.214911854068
RHOV,-0.027751549004
DSTNP2,-0.0923123349179
ZNF675,0.209364938432
PDIA3P1,0.0931499603658
CLYBL,0.0610626884173
FAM9B,0.00159839765229
FAM9C,-0.262374050576
SPTSSA,0.0769319941149
PTCRA,-0.0211578127389
POLR3H,-0.0084044065585
ABHD3,-0.0519418575963
DGUOK,-0.408225166534
DHCR7,-0.198523234367
DHCR24,0.229875626882
DHFR,-0.143356224669
AFG3L1P,-0.0484338638548
DHFRP3,0.0336198181617
DHODH,-0.0535078205989
DHPS,-0.869133431303
CYB5R3,-0.121362704823
NQO1,0.067143485224
DIAPH1,-0.430987874471
AFM,-0.230313303551
DIAPH2,0.122033751153
SEPT1,0.123312609791
DIO1,-0.0488101167941
DIO2,-0.179068719517
DIO3,-0.0239256424132
DKC1,-0.488993694288
DLAT,-0.0253593559122
DLD,-0.07932109998
DLG1,-0.41955926386
AFP,0.0414529677871
DLG2,0.0196993640782
DLG3,-0.0802542752821
DLG4,-0.155636556862
DLST,-0.068845056751
DLSTP1,
DLX1,-0.327223898193
DLX2,-0.0867896320742
DLX3,0.234380521173
DLX4,0.074232637191
DLX5,-0.188586461875
AGA,-0.338738759919
DLX6,0.131944128833
DMBT1,0.444027590332
DMD,0.0162427403131
SARDH,-0.25411922272
DMP1,0.317555410052
DNM1,-0.240644644145
ACAN,-0.106613622727
DMPK,-0.0194618180354
DMRT1,0.0357691690549
DMWD,-0.0325453021578
DNA2,-0.249296288257
DNAH5,-0.0616343745237
DNAH8,-0.222254733614
AGER,-0.112546593508
DNAH9,0.214742530902
DNASE1,-0.329099086448
DNASE1L1,0.286722518527
DNASE1L2,-0.0829508593778
DNASE1L3,0.0734641682951
DNASE2,-0.182438481104
DYNC1H1,-0.89519436032
AGL,-0.107269195064
DYNC1I1,0.106989083614
DYNC1I2,-1.12941547511
DYNC1LI2,-0.470279545454
DNM2,-0.3128509682
DNMT1,-0.491887453512
TRDMT1,-0.164593174621
DNMT3A,0.0250890681427
DNMT3B,-0.0793575557674
DNTT,-0.0932531216989
DOCK1,0.104174246265
DOCK2,0.216895509764
DOCK3,0.407483076793
DOK1,0.0491582880099
DXO,-0.00655010355246
DPAGT1,-0.236381615552
ABAT,-0.0340185307949
DPEP1,0.255889448415
DPH1,-0.0304610264924
DPH2,-0.0167252853217
DPP4,-0.203197404627
DPP6,0.133875752117
DPT,0.215881019096
DPYD,-0.117407744234
DPYS,0.113818114444
DPYSL2,0.214338207724
DPYSL3,-0.122207440998
AGRP,-0.0494218474139
DR1,0.316611148026
SLC26A3,-0.125197895411
DRD1,8.67813504187e-05
DRD3,-0.267449956985
DRD4,-0.0130793795705
DRD5,-0.12613483025
DRG2,-0.218936047525
JAG1,-0.0613683458129
ARID3A,0.0899165768216
DRP2,-0.0273766567618
ATN1,-0.0797514113468
DSC1,-0.462138205306
DSC2,-0.161983570947
DSC3,-0.137555521691
DSCAM,0.184986259487
RCAN1,-0.126723039642
DSG1,-0.415507765976
DSG2,0.216628339317
AGT,-0.135963153159
DSG3,-0.143192540233
TSC22D3,-0.148976235222
DSP,-0.00321792439244
EPYC,0.205104110261
DSPP,-0.390358773079
SLC26A2,-0.023685114258
DTNA,-0.248441988162
DTNB,-0.0254214330874
HBEGF,0.0946708805763
DTX1,0.0566836140327
DTYMK,-0.125270095895
ECM2,-0.0935995454647
DUSP1,0.0596812992226
DUSP2,0.290625939859
DUSP3,-0.114766567044
DUSP4,-0.178029952681
DUSP5,-0.156012018744
DUSP6,-0.335057881057
DUSP7,-0.123641172062
AGTR1,0.0937803496365
DUSP8,0.0055442306262
DUSP9,0.0674662807013
DUT,-0.0473797592191
DVL1,-0.325394985823
DVL2,0.147655862343
DVL3,-0.071119098687
DYRK1A,-0.415088327286
AGTR2,-0.162378603879
TOR1A,-0.00946695951042
E2F1,-0.114877646712
APLNR,-0.093841406465
E2F2,-0.0366168184555
E2F3,-0.479084220553
E2F4,-0.132785569565
E2F5,-0.14376069671
E2F6,0.260627940027
E4F1,-0.209230645377
EBF1,0.200359480233
GPR183,0.0294659582703
ECE1,-0.14085616222
AGXT,-0.324854193733
TYMP,0.226055661827
ECH1,0.0383988810843
ECHS1,0.0561397733202
ECM1,-0.0691703640161
ECT2,0.144353559015
EDA,-0.0890419070784
ABCA1,-0.155326223286
NR0B1,-0.330761572842
S1PR1,-0.197983705927
LPAR1,0.341532738124
S1PR3,-0.115085409014
EDN1,-0.144801694095
EDN2,
EDN3,-0.0251870093113
EDNRA,-0.0912102241024
AHCY,-0.296531996361
EDNRB,0.0531204076291
PHC1,-0.0583230219904
PHC2,-0.0378592332136
EEF1A1,-1.00393334902
PLAC4,0.165142062193
EEF1A2,-0.00843473959838
PGAM5,
B3GNT6,0.310676440305
OXCT2P1&OXCT2,0.216514862115
HIGD2A,
KRT24,-0.458053304632
AGO3,0.066515842381
AGO4,-0.113101509645
SCAMP5,0.218123309919
EEF1B2,-0.282027150889
EEF1D,0.0273495008098
EEF1G,
EEF2,-1.12476015369
EIF2D,0.222022351903
EFNA1,-0.307373846769
EFNA2,-0.0362925005758
EFNA3,-0.297161460184
EFNA4,0.208048821681
EFNA5,-0.0730768361144
EFNB1,-0.0227618019122
EFNB2,0.034419154115
EFNB3,-0.233450760051
EGF,0.147131393404
CELSR3,0.0230027193639
CELSR2,-0.230238074284
MEGF6,-0.18510074846
MEGF8,-0.137645217918
MEGF9,-0.142847499462
EGFR,-0.0248086748539
EGR1,-0.158765088431
SDR16C5,0.3069610094
AAED1,-0.0388874132242
ZNF367,-0.0427921159745
EGR2,-0.172816370835
ANTXRL,0.0448588615075
AHR,-0.224710202296
EGR3,-0.221291236944
PLPP4,-0.118212095576
EGR4,-0.165934594221
EHHADH,-0.0495983738041
MPZL3,-0.135927482521
IMMP1L,-0.178172126388
OR56B4,-0.367429505074
KRT78,0.0223908587627
RILPL2,-0.050391597631
DNAH10,-0.325333491543
AMN1,0.158296044331
DTX3,-0.103335416329
ZFC3H1,-0.518130911911
MYRFL,0.18977348436
PLBD2,0.136411210836
FAM71C,0.0576784837235
EEF2KMT,-0.490377514517
EIF2S1,-1.01630622172
DCP1B,-0.0567824102846
ANO6,0.110767250187
ARID2,0.0312726632437
METTL21C,0.116956103568
EIF2B1,-0.786183208157
VSTM4,0.160019955065
PAOX,-0.516464592641
FAM24B,0.295716977677
EIF2S3,-0.967512163438
ADCY4,-0.128689444487
EPHA2,-0.0801602282223
FAM227B,0.0197357488861
DNM1P46,-0.196859699174
GRAMD2A,-0.0747161964619
AHSG,-0.186103059298
LCTL,0.106356931231
UBR1,-0.169279746896
LINC00311,0.00746575051279
LDHD,-0.296181333433
FUK,-0.163722957281
MLKL,-0.124823459475
EIF4A1,-1.15374621661
ZNF778,0.203812285291
ACSF3,0.27768032586
WDR90,0.0683160384507
EME2,-0.238584253521
NLRC3,0.371944975754
NSMCE1,-0.237629137243
EIF4A2,-0.761541541322
ZNF48,0.183834880077
EIF4B,-0.755033135308
EIF4E,-0.81816787525
EIF4EBP2,-0.0733907311853
EIF4G1,-0.718857058897
EIF4G2,-0.692835408762
EIF5,-0.615755717071
EIF5A,-0.359066668088
AIF1,0.193663861747
CELA1,-0.286990070877
ELANE,0.29233618391
SERPINB1,-0.1314919614
DZIP1L,-0.0221708560276
TTC21A,
ELAVL2,-0.0150023984911
ELAVL1,-0.191126492577
ELAVL3,0.0293781953649
ELAVL4,0.234883244082
MCEMP1,0.153831759565
ZNF627,-0.0581566403352
DAND5,-0.577039514043
ELF1,0.160252828753
ZNF585A,0.172526179362
NLRP7,0.407245704048
CADM4,0.174076667115
THAP8,-0.0196529990222
U2AF1L4,-0.324450386993
ZNF626,-0.107804913129
FAM129C,0.0148730108175
ELF2,-0.0989551636988
FAM76A,-0.186867115321
ELF3,-0.229246054257
FYB2,0.113379970048
CYP4Z1,0.020776893359
A2M,-0.172744026673
ABCA2,-0.212794052016
ELF4,0.106587308819
CDCP2,-0.136838309189
SLC5A9,-0.0370429049891
NUDT17,
TXLNA,0.202158156288
ELF5,-0.137727111554
TCTEX1D1,-0.119253195165
PLD5,-0.139107810948
C1orf100,-0.0987025674433
SLFNL1,-0.0462986102424
KRTCAP2,-0.219783155115
TMEM51-AS1,-0.0662183520662
ELK1,-0.033275327205
IBA57,0.195872507137
LINC00656,0.157016675362
RNF215,0.0537144908427
APOBEC3A,0.0996607177923
APOBEC3F,-0.115762423052
FOXD4L1,0.112885487788
ELK3,0.0581127661385
ALMS1P1,-0.0189839253323
TET3,
ELK4,-0.11863713235
GKN2,0.0950269295175
ANKRD23,
APLF,0.110249479277
PIKFYVE,0.053082865265
ELN,-0.0890818539227
KRTCAP3,-0.25912261142
SPRED2,0.183124848443
TIGD1,0.0868289133263
ALG1L,-0.0884585366115
C3orf67,0.208222724275
KCTD6,-0.204403096446
LIPH,-0.083802056472
ARL13B,-0.0995792092747
DHFR2,-0.095639645304
EML1,0.0211409868523
HTR3D,-0.222834928534
RPL22L1,
SLC51A,-0.045483244965
MUC20,-0.126979612151
GABRR3,0.00219437169993
EMD,-0.279360789798
MARK2,0.161230608955
DHRS7C,
TVP23C,0.417057355987
CENPV,0.194005605859
FLCN,0.384906969522
PLD6,-0.0767402840139
ARHGAP27,-0.117940711384
ZNF385C,0.129305548161
EMP1,-0.10941056021
SLC16A13,-0.25472497656
CENPX,-0.0182594627814
LRRC45,-0.722407480296
SLC39A11,-0.0652502140329
AMZ2P1,0.350790220116
UNC13D,0.028038855068
RDM1,-0.0195373102099
EMP2,-0.0428142217219
SPNS3,-0.0474283764462
EMP3,-0.14972719401
RAB12,
ADGRE1,0.0716932252435
ZBTB7C,
ZNF584,-0.0160676674705
ZSCAN4,-0.355383264933
HACD2,-0.499975110779
STT3B,-0.0248321270574
EMX1,-0.419030171278
DNAH12,0.28643605432
PDE12,-0.34545525969
DENND6A,0.247512194581
TIGIT,
CTTN,0.18329437086
SLC10A4,0.280554406664
TIGD4,0.0297084692752
TMEM154,0.228365874313
EMX2,0.0791798310186
LINC00504,-0.0204900103117
SMIM14,0.223638383763
EN1,0.212723006769
TMEM192,-0.135220297359
RWDD4,-0.0997027892188
PRIMPOL,-0.203215167209
CRYBG1,0.047044986342
EN2,-0.0144524949562
TAPT1,-0.170748770331
DNAJC18,-0.179788461634
ENDOG,-0.193018491848
FAM153B&FAM153A,0.339117939555
RANBP3L,0.0117022972168
ENG,0.170421573037
LINC01554,0.344596665995
ENO1,0.0356602890054
GAPT,0.143161847731
CMYA5,0.0672270980118
STK32A,0.0780785826065
OSTCP1,0.270569470041
TCTE1,0.161417513766
KHDRBS2,0.0339874808714
ENO2,-0.0814207157692
TRIM39-RPP21,0.142245120097
ENO3,0.144880688153
ENPEP,0.104920423608
ENSA,0.0458667797969
AK1,0.0170161373303
SLC29A1,-0.0953574250892
ADCK5,-0.193058422717
TSNARE1,-0.270646814751
TUBB,-0.83575238562
R3HCC1,-0.239236676356
PRSS55,0.0927932650336
HTRA4,-0.12988525752
ADAM32,-0.0334794339583
LGI3,-0.039291483281
C9orf72,0.0941665617158
CCDC171,-0.166587775503
NAIF1,-0.253753251522
ANKS6,0.133261843069
EP300,-0.24120100711
SUSD3,-0.366952454621
EPAS1,0.097069536587
CT83,-0.038789335158
SLC25A43,-0.0620800528202
RTL3,0.157154862665
NRK,-0.430689383397
EPB41,0.0353461401722
INTS6L,0.00414510743537
ZNF449,-0.279886832483
VMA21,0.333455374285
TMEM31,0.0484205246917
PAGE2&PAGE2B,0.12313622026
EPB41L1,0.0459153972212
CDY2B&CDY2A,-0.173222562897
EPB41L2,-0.0191694231821
EPB42,-0.174870114214
ANO5,-0.117010036477
DMTN,-0.195531198376
AK2,0.149689460083
STOM,0.0252746890557
EPHA1,-0.0715240399649
EPHA3,0.112729697862
CERS3,-0.298924342152
EPHA4,-0.156608459751
EPHA5,-0.12324671424
PDILT,-0.241079980739
EPHA7,-0.248873595654
EPHA8,-0.221670021254
EPHB1,-0.130543149716
EPHB2,-0.179984460882
NLRP11,0.0688611574336
HIPK1,-0.0576947128057
EPHB3,-0.195197237474
SLC44A5,
AK4,-0.126798612234
EPHB4,0.0531779358271
EPHB6,-0.196688517344
AMER3,0.125987837962
EPHX1,0.135292924306
EPHX2,-0.0885542863004
C2orf69,-0.0310497926236
STX2,-0.0235196123869
C3orf58,0.245508829441
CLN8,-0.128738687686
SENP5,-0.243484416374
EPO,-0.0614137406966
EPOR,-0.309411514936
USF3,0.0431776941206
EPRS,-0.137270485683
TRIML2,0.0480896276708
EPS8,-0.0539570576482
EPS15,0.0254578880877
NR2F6,-0.0641527978075
LVRN,0.0500159230585
SLC36A1,0.165576733411
ERBB2,-0.295895887844
C6orf163,0.265793892347
PIP5K1P1,
ERBB3,-0.15675502911
ERBB4,-0.184651335872
ERCC1,-0.207296914215
ERCC2,-0.327957333545
EREG,-0.379638977212
AKT1,0.024796971364
EYA4,0.113433501014
DHRSX,0.172474992993
ERCC3,0.0630711129531
ERCC4,-0.202661961476
ERCC5,-0.0783525605354
ERCC6,0.0373659983089
ERF,-0.228702700098
ERG,-0.0116579889209
ERH,-1.06925908253
AKT2,0.0719821869439
ERN1,-0.171128719569
ERV3-1,0.134342791008
FBL,-1.27914759614
ESD,-0.456221144286
ESR1,0.00676694904775
ABCA3,0.120692154142
ALAD,0.182213333885
ESR2,0.0963794733701
ESRRA,0.023344616352
ESRRB,0.343477933144
ESRRG,-0.0623561011664
ETF1,-0.85834803577
ETFA,-0.0787250576569
ETFB,-0.360139164017
ALAS1,-0.0758663519636
ETFDH,-0.0260887274391
ETS1,0.135370088366
ETS2,0.0116697472167
ETV1,-0.0103098269244
ETV2,0.0507532117795
ETV3,-0.102562708591
ETV4,0.291522642323
ETV5,0.431197806091
ALAS2,0.262369763972
ETV6,-0.108199514228
EVC,0.05017599058
MECOM,-0.0191817844119
EVI2A,-0.108185685484
EVI2B,-0.13972047972
EVPL,0.217560241985
EVX1,-0.0689901151018
ALB,-0.000728290609613
EWSR1,-0.222687806184
EXT1,0.159727874141
EXT2,0.030346865302
EXTL2,-0.0771234200736
EXTL3,0.146248623007
EYA1,-0.217907605258
EYA2,0.0157860774129
ALCAM,-0.156630093286
EYA3,0.179274038715
EZH1,0.117803745806
EZH2,-0.151829930087
F2,-0.329269217085
F2R,0.0951651632172
ABCD1,-1.01659732572
F2RL1,-0.10153566122
F2RL2,-0.0708761156384
F3,0.181531462224
F5,0.223195937946
F7,0.0401612105514
F8,0.0406311828972
F9,0.185561119295
F10,
ALDH1A1,0.0826475058958
F11,0.0054771296974
F12,-0.194200861704
F13A1,0.0626730840397
F13B,-0.124081964998
FAAH,-0.00121957429834
FABP4,-0.0155977876739
FABP1,0.156573668119
FABP2,-0.148598869516
ALDH2,-0.0807541766281
FABP3,0.0348410358919
FABP5,-0.0930986107408
FABP6,0.187841747024
FABP7,0.0739043509651
FANCA,0.18548508111
FANCC,-0.116859121516
FANCD2,-0.0659356730877
FANCE,0.326042588037
ALDH3A1,0.116076048717
ACSL1,0.0134033500071
ACSL3,0.0940751575995
ACSL4,-0.35162426261
FAH,-0.0116043034487
PTK2B,0.0231079334789
BPTF,-0.414813622864
FANCB,0.428630285064
FANCF,-0.135819598994
FANCG,0.110893201707
ALDH1B1,-0.190990181324
FAP,0.0772894852835
FBLN1,-0.259646620297
ATAD3C,
FARSA,-0.256975964086
USP12,0.337752506006
PLAC9,
FASN,-0.449768688935
MTIF3,0.457853343642
GSX1,0.000741768988699
OR8U1&OR8U8,-0.103406331966
OR4C11,-0.0989678399234
OR7E5P,0.218579029183
OR5T2,0.0468711263285
OR5R1,0.0167628865065
FAT1,0.114341512204
LRRC55,-0.199341675654
YPEL4,0.0760915520198
MED19,-0.11263607405
ZNF804B,0.368399674637
FOLH1B,-0.16152199692
FAT2,-0.157240587973
ZCCHC24,-0.368365709083
ENKUR,0.269582177761
ARMC3,0.00366313482648
UNC5B,0.122525219575
FAU,-0.717332416233
STOX1,-0.00750566626932
ZNF25,0.26486758774
GJD4,-0.0478889771286
CCNY,
RTKN2,0.11110654988
TBATA,-0.145962881314
C11orf45,-0.00182025516307
HYLS1,0.0210840684545
SLC37A2,-0.0520771462923
OR8G5,-0.00723149628283
OR10S1,0.00594523077974
TBCEL,-0.10722498552
FBLN2,-0.277232577329
MRPL21,-0.369040937428
TPCN2,0.132581849558
OR9Q2,0.387666152907
OR1S2,-0.190970409661
OR1S1,-0.00442570096149
GLYATL2,-0.110214626324
OR5A1,
OR4D11,-0.0518427977757
PATL1,0.147771732203
ABCB7,-0.556177521494
ALDH1A3,-0.0918833419717
FBN1,0.341146121727
VWCE,0.201037372595
CYB561A3,0.180290240878
PPP1R32,0.158828410079
GDPD4,0.171194395392
DDIAS,0.0704399706282
CCDC83,0.405479169578
ORAOV1,-0.160422127516
LRTOMT,-0.125466662252
ERICH6B,-0.0293839397951
SPERT,0.196830915555
FBN2,0.198341843477
DLEU7,0.10136848175
TPTE2P3,-0.011262114186
SKA1,-0.0750871099899
CFAP53,0.249343572886
DOK6,-0.288791420127
EFEMP1,0.431665595839
ATOH7,-0.0795822698236
HEPACAM,-0.0706615878746
FBP1,-0.115987011613
OAF,-0.358026028095
FAM181B,-0.0984441917295
FCAR,-0.00499146533708
CTAGE10P,-0.236777561968
RNF152,-0.149072956673
