,A549_LUNG
FYN (ENSG00000010810),1.3045110418099528
HIVEP2 (ENSG00000010818),1.292781749227846
FMO1 (ENSG00000010932),0.0
ELOA (ENSG00000011007),4.013462259806563
LYPLA2 (ENSG00000011009),4.651912744645783
CLCN6 (ENSG00000011021),2.3476656563009706
MRC2 (ENSG00000011028),3.702657543390911
NME1-NME2 (ENSG00000011052),5.121844297876376
SLC6A7 (ENSG00000011083),0.0
TSPAN9 (ENSG00000011105),3.563158130402808
BTBD7 (ENSG00000011114),3.353323291162897
APBA3 (ENSG00000011132),2.713695814843359
MKS1 (ENSG00000011143),3.33199177823206
ABHD5 (ENSG00000011198),3.670160514126634
ANOS1 (ENSG00000011201),0.0285691521967709
AKAP8L (ENSG00000011243),4.168321115739722
MBTD1 (ENSG00000011258),2.606442228131608
UTP18 (ENSG00000011260),6.325530331567558
RNF216 (ENSG00000011275),3.960697039304312
TTC19 (ENSG00000011295),4.611762560064872
PTBP1 (ENSG00000011304),7.503666754576019
DPF1 (ENSG00000011332),1.4436066514756147
SYT7 (ENSG00000011347),0.6040713236688608
LARS2 (ENSG00000011376),3.2957230245399685
PIK3C2A (ENSG00000011405),4.141596278383818
PLAUR (ENSG00000011422),4.859969548221026
ANLN (ENSG00000011426),6.626731150672787
WIZ (ENSG00000011451),3.035623909730721
RABGAP1 (ENSG00000011454),3.871843648509318
DCN (ENSG00000011465),0.1243281350022017
QPCTL (ENSG00000011478),2.780310099043376
PPP5C (ENSG00000011485),5.955359305242994
CEP68 (ENSG00000011523),2.454175893185802
MAP4K3 (ENSG00000011566),4.1945598860226125
ZBTB32 (ENSG00000011590),0.137503523749935
TYROBP (ENSG00000011600),0.2265085298086797
TMEM159 (ENSG00000011638),3.547203024756932
GABRA3 (ENSG00000011677),0.137503523749935
BRCA1 (ENSG00000012048),5.140778655782796
ERCC1 (ENSG00000012061),6.26171884978794
CD22 (ENSG00000012124),0.2387868595871164
SEMA3B (ENSG00000012171),1.4276061727818994
MBTPS2 (ENSG00000012174),4.856487779495678
PRICKLE3 (ENSG00000012211),2.835924074254375
LTF (ENSG00000012223),0.0
EXTL3 (ENSG00000012232),3.323370069061269
NR1H4 (ENSG00000012504),0.137503523749935
ELOVL5 (ENSG00000012660),6.163297449402764
ALOX5 (ENSG00000012779),0.1110313123887439
KDM5D (ENSG00000012817),3.228049047884462
CALCOCO1 (ENSG00000012822),3.9457949567400608
UBR7 (ENSG00000012963),4.428276414392509
MAP4K5 (ENSG00000012983),4.779259720372376
EHD3 (ENSG00000013016),2.82781902461732
PSMC4 (ENSG00000013275),7.943218087426284
MAN2B2 (ENSG00000013288),2.4276061727818994
SLC7A14 (ENSG00000013293),0.01435529297707
CLDN11 (ENSG00000013297),0.3103401206121505
SLC25A39 (ENSG00000013306),6.595593169744556
MVP (ENSG00000013364),5.546277132090075
NUB1 (ENSG00000013374),5.308885057411763
PGM3 (ENSG00000013375),4.726831217032493
RWDD2A (ENSG00000013392),1.0565835283663676
CLK1 (ENSG00000013441),5.638653116466112
POLR3B (ENSG00000013503),2.8698714061777126
ANGEL1 (ENSG00000013523),2.7676547982373463
RNF14 (ENSG00000013561),5.92552476974757
DNASE1L1 (ENSG00000013563),4.286881147788161
DDX11 (ENSG00000013573),4.902073579310743
HEBP1 (ENSG00000013583),5.167518503735217
GPRC5A (ENSG00000013588),7.818134760810847
MAMLD1 (ENSG00000013619),1.4489009511451278
CD6 (ENSG00000013725),0.0840642647884745
TACC3 (ENSG00000013810),5.722192760895903
UFL1 (ENSG00000014123),3.3868109464722167
POLA2 (ENSG00000014138),4.255500733148386
ZC3H3 (ENSG00000014164),2.8094144442358986
CAPN1 (ENSG00000014216),5.885574364371426
ACP3 (ENSG00000014257),0.0
MDH1 (ENSG00000014641),7.769573407934086
SLC30A9 (ENSG00000014824),4.388878338811989
MTMR11 (ENSG00000014914),2.950468414150123
COX15 (ENSG00000014919),5.266411766036114
CCDC88C (ENSG00000015133),2.324810603420484
YAF2 (ENSG00000015153),4.795455272044121
ZMYND11 (ENSG00000015171),5.357552004618084
WAS (ENSG00000015285),0.137503523749935
DPEP1 (ENSG00000015413),1.3045110418099528
BID (ENSG00000015475),5.38404980679516
MATR3 (ENSG00000015479),7.613163270759071
NPC1L1 (ENSG00000015520),0.0285691521967709
XYLT2 (ENSG00000015532),3.5570424152637194
RGPD5 (ENSG00000015568),3.102658131363739
STMN4 (ENSG00000015592),0.0285691521967709
NUDCD3 (ENSG00000015676),4.613531652917927
ISL1 (ENSG00000016082),0.0565835283663675
CHDH (ENSG00000016391),1.097610796626422
IL20RA (ENSG00000016402),0.0285691521967709
CLCA1 (ENSG00000016490),0.0
CLCA4 (ENSG00000016602),0.0
GLT8D1 (ENSG00000016864),5.107269393592545
ATP2C1 (ENSG00000017260),5.363521543546545
IGF1 (ENSG00000017427),0.070389327891398
SLC38A5 (ENSG00000017483),0.1243281350022017
RALBP1 (ENSG00000017797),4.69265037003553
RUFY3 (ENSG00000018189),3.2387868595871163
CNTN1 (ENSG00000018236),5.987548258953743
SLC11A1 (ENSG00000018280),0.1763227726404629
WWTR1 (ENSG00000018408),5.753551054600655
AGPS (ENSG00000018510),5.255500733148386
ZNF806 (ENSG00000018607),0.0
CXorf56 (ENSG00000018610),4.989139007368233
ATP1A2 (ENSG00000018625),0.070389327891398
TTC27 (ENSG00000018699),4.996840647795369
ZNF582 (ENSG00000018869),1.459431618637297
VSIG2 (ENSG00000019102),0.0285691521967709
PHLDB1 (ENSG00000019144),2.8619553641448694
MARCO (ENSG00000019169),0.1634987322828795
CYP24A1 (ENSG00000019186),8.610434315342335
PRDM11 (ENSG00000019485),2.063502942306158
SYT13 (ENSG00000019505),3.6322682154995127
SNAI2 (ENSG00000019549),0.722466024471091
CD74 (ENSG00000019582),0.2986583155645151
HGF (ENSG00000019991),0.1634987322828795
ZRANB1 (ENSG00000019995),2.851998837112446
NCDN (ENSG00000020129),3.114367024952
ADGRA2 (ENSG00000020181),0.6135316529179271
CCT8L1P (ENSG00000020219),0.0
ZFP64 (ENSG00000020256),3.5298209465286954
MNAT1 (ENSG00000020426),5.660209873352559
SAMD4A (ENSG00000020577),2.1667154449664223
RUNX3 (ENSG00000020633),1.4646682670034443
MRE11 (ENSG00000020922),4.059182199211692
PLEKHB1 (ENSG00000021300),0.5753123306874368
SERPINB1 (ENSG00000021355),5.442611803689344
CYP3A43 (ENSG00000021461),0.0
SLC7A9 (ENSG00000021488),0.1890338243900171
SPAST (ENSG00000021574),4.317593504623472
NRXN3 (ENSG00000021645),0.4005379295837288
OSBPL5 (ENSG00000021762),1.4854268271702415
AQR (ENSG00000021776),4.693208148910016
CPS1 (ENSG00000021826),3.422233000683048
C8B (ENSG00000021852),0.0
FHL1 (ENSG00000022267),3.8708578643637614
RTF2 (ENSG00000022277),6.1651079851445365
GABRA1 (ENSG00000022355),0.0
NLRP2 (ENSG00000022556),4.94251450533924
SLC45A4 (ENSG00000022567),3.396433531250992
RNF10 (ENSG00000022840),6.698635221294344
ZNF839 (ENSG00000022976),2.5459683691052923
ZDHHC6 (ENSG00000023041),5.112700132749362
GRAMD1B (ENSG00000023171),5.051807107013298
RNH1 (ENSG00000023191),6.523561956057013
NDUFS1 (ENSG00000023228),6.140574177709902
RB1CC1 (ENSG00000023287),4.266786540694901
ERP44 (ENSG00000023318),3.9616233282869446
ALAS1 (ENSG00000023330),5.647314509547136
BIRC3 (ENSG00000023445),4.75595576955096
AKAP11 (ENSG00000023516),3.1811025507537978
GLRX2 (ENSG00000023572),5.470536865092583
SNAPC1 (ENSG00000023608),4.185073637876762
DERA (ENSG00000023697),5.61706334388818
STRAP (ENSG00000023734),7.893786898640368
ABCC2 (ENSG00000023839),7.108419909871287
DEF6 (ENSG00000023892),0.0976107966264223
PLEKHO1 (ENSG00000023902),2.4982508675278257
GCLM (ENSG00000023909),6.271649772457207
UBR2 (ENSG00000024048),2.6870606883398924
EHD2 (ENSG00000024422),5.846994686965573
DEPDC1 (ENSG00000024526),4.318316841334983
CCDC28A (ENSG00000024862),3.2839217723076177
RRAGD (ENSG00000025039),1.0285691521967708
HSF2 (ENSG00000025156),3.07210580048042
PHF20 (ENSG00000025293),4.664482840364682
HSD17B6 (ENSG00000025423),2.137503523749935
NR1H3 (ENSG00000025434),3.1858665453113337
TYMP (ENSG00000025708),1.9818526532897407
NCAPH2 (ENSG00000025770),4.456806149230474
TOMM34 (ENSG00000025772),4.872828759534886
SEC63 (ENSG00000025796),4.572889668420581
KPNA6 (ENSG00000025800),3.964398632203184
VIM (ENSG00000026025),9.58436125251871
RTEL1-TNFRSF6B (ENSG00000026036),1.1634987322828796
FAS (ENSG00000026103),3.944858445807539
RNASET2 (ENSG00000026297),3.496973580998276
CD44 (ENSG00000026508),6.942397208291255
KCNG1 (ENSG00000026559),2.27500704749987
AGPAT4 (ENSG00000026652),1.0426443374084935
SLAMF7 (ENSG00000026751),0.6229303509201767
BTN3A1 (ENSG00000026950),1.859969548221026
MIPEP (ENSG00000027001),4.313245851787562
PRKCH (ENSG00000027075),2.594548549550354
INSRR (ENSG00000027644),0.0
IFNGR1 (ENSG00000027697),5.093391153253013
B4GALT7 (ENSG00000027847),3.5147534984397533
SH2D2A (ENSG00000027869),1.7004397181410922
VRK2 (ENSG00000028116),5.186659017202113
TNFRSF1B (ENSG00000028137),0.1110313123887439
VEZT (ENSG00000028203),6.899779850048288
POU2F2 (ENSG00000028277),0.4222330006830478
BRD9 (ENSG00000028310),4.425593577653059
SNX1 (ENSG00000028528),5.900625332536066
TBPL1 (ENSG00000028839),4.559491813205038
ARNTL2 (ENSG00000029153),4.118525848935668
BCLAF1 (ENSG00000029363),5.828072997866966
SLC39A9 (ENSG00000029364),5.344118334521428
ANK1 (ENSG00000029534),0.925999418556223
IBSP (ENSG00000029559),0.01435529297707
TFB1M (ENSG00000029639),3.4449320489421824
RABEP1 (ENSG00000029725),5.259272487037594
HMGB3 (ENSG00000029993),7.099715999160909
NUP160 (ENSG00000030066),5.056149961108142
BAK1 (ENSG00000030110),3.794935662803536
MUSK (ENSG00000030304),0.0
IKZF2 (ENSG00000030419),0.0976107966264223
GRN (ENSG00000030582),6.307246355226617
FAM13B (ENSG00000031003),3.628773595201645
ARHGAP31 (ENSG00000031081),0.5753123306874368
CENPQ (ENSG00000031691),3.5372960670908418
SARS1 (ENSG00000031698),6.629065137092279
RANBP3 (ENSG00000031823),5.448900951145128
ARID4A (ENSG00000032219),2.6229303509201767
EIPR1 (ENSG00000032389),5.247547806890298
PNPLA6 (ENSG00000032444),4.6904170955324656
IFT88 (ENSG00000032742),3.6848187375532224
ALG1 (ENSG00000033011),4.923149180472309
ZCCHC8 (ENSG00000033030),4.766065051474954
ABCF2 (ENSG00000033050),5.833143096358337
CHPF2 (ENSG00000033100),4.017921907997263
LRRC7 (ENSG00000033122),0.0565835283663675
FUT8 (ENSG00000033170),4.387500406480984
UBA6 (ENSG00000033178),4.12350066435096
GAB2 (ENSG00000033327),1.459431618637297
ATP6V0A1 (ENSG00000033627),4.848998430400023
PIAS1 (ENSG00000033800),4.241840183564671
SLC4A7 (ENSG00000033867),4.829849559844691
APBA2 (ENSG00000034053),2.9726926540042644
MAP2K3 (ENSG00000034152),5.33735429849697
EFCAB1 (ENSG00000034239),0.0
TMSB10 (ENSG00000034510),12.055451915095029
ASTE1 (ENSG00000034533),2.269033146455237
RNF19A (ENSG00000034677),4.611172380044005
PEX3 (ENSG00000034693),3.4581194811745064
GABARAPL2 (ENSG00000034713),6.662347938814604
MYOC (ENSG00000034971),0.0
SH3YL1 (ENSG00000035115),2.873813198359087
FAM136A (ENSG00000035141),6.893726236597223
VCL (ENSG00000035403),6.740792672277682
DEPDC1B (ENSG00000035499),4.612352498752662
DAPK2 (ENSG00000035664),1.6182386555954549
NSMAF (ENSG00000035681),5.05006629830629
ADSS2 (ENSG00000035687),5.5351198215998005
STAP1 (ENSG00000035720),0.0
TIMP2 (ENSG00000035862),6.846869360549225
RFC1 (ENSG00000035928),4.834407841806995
TBC1D23 (ENSG00000036054),3.8708578643637614
CUL3 (ENSG00000036257),6.531849285751203
MYOM2 (ENSG00000036448),2.3701642805402097
OTC (ENSG00000036473),0.0
CYP46A1 (ENSG00000036530),0.070389327891398
ZZZ3 (ENSG00000036549),4.111865963867557
SLC18A1 (ENSG00000036565),0.0
USP2 (ENSG00000036672),0.7907720378619999
CASR (ENSG00000036828),0.0
TUBG2 (ENSG00000037042),3.548436624696042
RPL26L1 (ENSG00000037241),6.892755296851052
FLT4 (ENSG00000037280),1.510961919277379
NSUN2 (ENSG00000037474),6.725195817226664
FBXO42 (ENSG00000037637),2.137503523749935
MFAP3 (ENSG00000037749),4.830863756751758
MRI1 (ENSG00000037757),3.1858665453113337
METTL1 (ENSG00000037897),5.485748821377781
HOXC8 (ENSG00000037965),2.657640005207824
AGA (ENSG00000038002),4.221103725367875
PI4K2B (ENSG00000038210),2.910732661902913
BOD1L1 (ENSG00000038219),4.06177619758669
MAT2B (ENSG00000038274),5.7489978500981485
TLL1 (ENSG00000038295),0.0840642647884745
EDC4 (ENSG00000038358),5.229587922740652
TRIO (ENSG00000038382),5.680324356844016
VCAN (ENSG00000038427),3.6380738371807184
CLEC16A (ENSG00000038532),3.1342209397606338
MSR1 (ENSG00000038945),0.0285691521967709
CDH1 (ENSG00000039068),2.8933622107638715
MTREX (ENSG00000039123),5.471837762422287
DNAH5 (ENSG00000039139),0.5360529002402097
ZFYVE16 (ENSG00000039319),4.2890967024199895
RIPOR1 (ENSG00000039523),3.6881803585869264
C6 (ENSG00000039537),0.0
RAI14 (ENSG00000039560),6.258895755075436
SOX30 (ENSG00000039600),0.0285691521967709
PNKP (ENSG00000039650),4.666756591884804
BEST2 (ENSG00000039987),0.0285691521967709
PHLPP2 (ENSG00000040199),2.6229303509201767
SPDL1 (ENSG00000040275),6.394719912994065
STAU2 (ENSG00000040341),4.850999394716474
SLC66A1 (ENSG00000040487),3.1554254317471973
CTNS (ENSG00000040531),3.611172380044005
RTN4R (ENSG00000040608),1.3561438102252754
PHF23 (ENSG00000040633),5.537917249034082
CDH10 (ENSG00000040731),0.2750070474998698
INPP4A (ENSG00000040933),2.918386234446348
RAB27B (ENSG00000041353),2.682573297347578
PSMA4 (ENSG00000041357),9.629502339491976
MYO16 (ENSG00000041515),0.01435529297707
LSG1 (ENSG00000041802),5.128045890922992
PARP3 (ENSG00000041880),2.807354922057604
TNC (ENSG00000041982),0.2509615735332188
THAP3 (ENSG00000041988),3.582556003014061
RIPOR3 (ENSG00000042062),0.0565835283663675
TDP1 (ENSG00000042088),3.609991295212679
AIFM2 (ENSG00000042286),4.639810977716776
C2orf83 (ENSG00000042304),0.0285691521967709
SPATA7 (ENSG00000042317),2.333423733725192
MED17 (ENSG00000042429),4.238786859587116
RETSAT (ENSG00000042445),4.815063017192867
CAPG (ENSG00000042493),6.007644030878014
AP2S1 (ENSG00000042753),7.48534631738809
USH2A (ENSG00000042781),0.0
ZPBP (ENSG00000042813),0.0
TG (ENSG00000042832),0.0426443374084937
